Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-crow-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/bantu-crow-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/bantu-crow-matri.anvunclocalresidence-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2111601438
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-crow-matri.anvunclocalresidence-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.579710,0.362319,0.028986,0.028986)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-61.995532	752	2	2	'0 Z 0 0 Z 1 1 1 	D	3.683129	0.000000	3.683129	3.683129	0.000000	26.989712	26.989712	26.989712	0.613423	0.336318	0.024744	0.025515	
12000	-63.639904	594	1	1	'0 Z 0 0 0 0 0 0 	D	1.410168	0.000000	1.410168	1.410168	1.410168	1.410168	1.410168	1.410168	0.807798	0.170907	0.015744	0.005551	
13000	-63.009546	11	1	3	'0 Z 0 0 Z Z 0 0 	D	2.554698	0.000000	2.554698	2.554698	0.000000	0.000000	2.554698	2.554698	0.805184	0.192459	0.000000	0.002357	
14000	-61.248974	869	1	4	'0 Z 0 0 Z Z Z 0 	D	2.123163	0.000000	2.123163	2.123163	0.000000	0.000000	0.000000	2.123163	0.876718	0.123282	0.000000	0.000000	
15000	-63.437286	930	1	2	'0 Z 0 0 Z 0 0 0 	D	3.383196	0.000000	3.383196	3.383196	0.000000	3.383196	3.383196	3.383196	0.770808	0.223552	0.001028	0.004612	
16000	-65.423384	710	1	4	'0 Z Z 0 Z Z 0 0 	D	2.698163	0.000000	0.000000	2.698163	0.000000	0.000000	2.698163	2.698163	1.000000	0.000000	0.000000	0.000000	
17000	-62.656670	812	1	1	'0 Z 0 0 0 0 0 0 	D	2.167946	0.000000	2.167946	2.167946	2.167946	2.167946	2.167946	2.167946	0.755102	0.220426	0.015841	0.008632	
18000	-61.890799	116	1	2	'0 Z 0 0 Z 0 0 0 	D	2.303998	0.000000	2.303998	2.303998	0.000000	2.303998	2.303998	2.303998	0.822049	0.175530	0.000252	0.002169	
19000	-62.019566	413	1	2	'0 Z 0 0 Z 0 0 0 	D	2.834209	0.000000	2.834209	2.834209	0.000000	2.834209	2.834209	2.834209	0.783842	0.211527	0.000754	0.003877	
20000	-63.141042	385	1	1	'0 Z 0 0 0 0 0 0 	D	2.430716	0.000000	2.430716	2.430716	2.430716	2.430716	2.430716	2.430716	0.766324	0.207619	0.017401	0.008656	
21000	-63.381096	841	1	1	'0 Z 0 0 0 0 0 0 	D	1.592018	0.000000	1.592018	1.592018	1.592018	1.592018	1.592018	1.592018	0.823193	0.162164	0.010792	0.003851	
22000	-62.139366	776	1	1	'0 Z 0 0 0 0 0 0 	D	2.252907	0.000000	2.252907	2.252907	2.252907	2.252907	2.252907	2.252907	0.753564	0.219499	0.017528	0.009409	
23000	-65.197847	787	1	3	'0 Z 0 0 Z Z 0 0 	D	1.288822	0.000000	1.288822	1.288822	0.000000	0.000000	1.288822	1.288822	0.838942	0.159988	0.000000	0.001070	
24000	-62.346305	363	1	3	'0 Z 0 0 Z Z 0 0 	D	2.777439	0.000000	2.777439	2.777439	0.000000	0.000000	2.777439	2.777439	0.796446	0.200875	0.000000	0.002679	
25000	-63.074177	122	1	3	'0 Z 0 0 Z Z 0 0 	D	1.927366	0.000000	1.927366	1.927366	0.000000	0.000000	1.927366	1.927366	0.853668	0.145196	0.000000	0.001136	
26000	-63.706091	730	1	3	'0 Z 0 0 Z Z 0 0 	D	3.246263	0.000000	3.246263	3.246263	0.000000	0.000000	3.246263	3.246263	0.790829	0.206343	0.000000	0.002828	
27000	-61.206907	412	1	2	'0 Z 0 0 Z 0 0 0 	D	2.660165	0.000000	2.660165	2.660165	0.000000	2.660165	2.660165	2.660165	0.801999	0.194556	0.000459	0.002986	
28000	-63.102454	729	1	1	'0 Z 0 0 0 0 0 0 	D	2.921910	0.000000	2.921910	2.921910	2.921910	2.921910	2.921910	2.921910	0.691762	0.270380	0.022367	0.015491	
29000	-61.551562	116	1	3	'0 Z 0 0 Z Z 0 0 	D	2.263939	0.000000	2.263939	2.263939	0.000000	0.000000	2.263939	2.263939	0.826713	0.171565	0.000000	0.001722	
30000	-65.088221	271	1	3	'0 Z 0 0 Z Z 0 0 	D	1.539265	0.000000	1.539265	1.539265	0.000000	0.000000	1.539265	1.539265	0.842023	0.156859	0.000000	0.001118	
31000	-62.981135	114	1	2	'0 Z 0 0 Z 0 0 0 	D	2.596818	0.000000	2.596818	2.596818	0.000000	2.596818	2.596818	2.596818	0.785124	0.210351	0.000725	0.003800	
32000	-62.493915	612	1	3	'0 Z 0 0 Z Z 0 0 	D	1.715861	0.000000	1.715861	1.715861	0.000000	0.000000	1.715861	1.715861	0.870472	0.128663	0.000000	0.000865	
33000	-61.525123	116	1	3	'0 Z 0 0 Z Z 0 0 	D	2.102903	0.000000	2.102903	2.102903	0.000000	0.000000	2.102903	2.102903	0.834441	0.164039	0.000000	0.001519	
34000	-62.548051	710	1	1	'0 Z 0 0 0 0 0 0 	D	3.551428	0.000000	3.551428	3.551428	3.551428	3.551428	3.551428	3.551428	0.663124	0.293726	0.024376	0.018773	
35000	-62.730844	253	1	2	'0 Z 0 0 Z 0 0 0 	D	1.845468	0.000000	1.845468	1.845468	0.000000	1.845468	1.845468	1.845468	0.827352	0.170461	0.000211	0.001975	
36000	-62.549638	590	1	1	'0 Z 0 0 0 0 0 0 	D	3.225407	0.000000	3.225407	3.225407	3.225407	3.225407	3.225407	3.225407	0.655554	0.300577	0.024387	0.019482	
37000	-59.261862	550	2	1	'1 Z 1 1 1 0 0 0 	D	1.734911	0.000000	1.734911	1.734911	1.734911	21.604986	21.604986	21.604986	0.666798	0.288733	0.022221	0.022248	
38000	-59.620403	967	2	2	'1 Z 1 1 1 Z 0 0 	D	1.900421	0.000000	1.900421	1.900421	1.900421	0.000000	27.351053	27.351053	0.676832	0.288762	0.015491	0.018915	
39000	-61.822962	934	1	1	'0 Z 0 0 0 0 0 0 	D	2.540581	0.000000	2.540581	2.540581	2.540581	2.540581	2.540581	2.540581	0.755322	0.217732	0.017706	0.009240	
40000	-63.835985	691	1	4	'0 Z 0 0 Z Z Z 0 	D	2.483056	0.000000	2.483056	2.483056	0.000000	0.000000	0.000000	2.483056	0.849337	0.150663	0.000000	0.000000	
41000	-62.657047	892	1	3	'0 Z 0 0 Z Z 0 0 	D	2.745681	0.000000	2.745681	2.745681	0.000000	0.000000	2.745681	2.745681	0.820057	0.177991	0.000000	0.001952	
42000	-62.869793	591	1	3	'0 Z 0 0 Z Z 0 0 	D	2.327449	0.000000	2.327449	2.327449	0.000000	0.000000	2.327449	2.327449	0.848344	0.150535	0.000000	0.001121	
43000	-62.349010	120	1	2	'0 Z 0 0 Z 0 0 0 	D	2.221833	0.000000	2.221833	2.221833	0.000000	2.221833	2.221833	2.221833	0.817728	0.179675	0.000283	0.002314	
