Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-crow-uni.localresidence.bttrees
Data File Name:                  ./data/austronesian-crow-uni.localresidence.btdata
Log File Name:                   ./output/austronesian-crow-uni.localresidence-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4216943689
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-crow-uni.localresidence-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.535714,0.392857,0.000000,0.071429)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000085
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       84
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-75.353221	951	2	0	'0 1 0 0 	2.412976	28.997651	2.412976	2.412976	0.410007	0.499226	0.000000	0.090767	
12000	-75.763205	686	2	0	'0 1 0 0 	1.820533	25.395058	1.820533	1.820533	0.441794	0.472329	0.000000	0.085877	
13000	-72.002431	470	2	0	'0 1 0 0 	2.605375	29.237151	2.605375	2.605375	0.567876	0.365652	0.000000	0.066472	
14000	-75.200886	799	2	0	'0 1 0 0 	2.773775	25.927039	2.773775	2.773775	0.432042	0.480583	0.000000	0.087375	
15000	-76.300705	40	2	0	'0 1 0 0 	1.851255	16.033423	1.851255	1.851255	0.471259	0.447959	0.000000	0.080782	
16000	-74.643920	484	2	0	'1 0 1 1 	2.639871	30.322803	2.639871	2.639871	0.413920	0.495915	0.000000	0.090165	
17000	-75.123665	449	2	0	'1 0 1 1 	2.237916	29.677192	2.237916	2.237916	0.382407	0.522579	0.000000	0.095014	
18000	-75.484360	57	2	0	'1 0 1 1 	3.647537	30.621287	3.647537	3.647537	0.469273	0.449078	0.000000	0.081650	
19000	-75.592651	541	2	0	'1 0 1 1 	3.459144	26.936138	3.459144	3.459144	0.456395	0.459979	0.000000	0.083626	
20000	-74.673436	798	2	0	'1 0 1 1 	3.659108	35.826844	3.659108	3.659108	0.465985	0.451859	0.000000	0.082156	
21000	-74.704695	435	2	0	'1 0 1 1 	4.782987	60.037356	4.782987	4.782987	0.512045	0.412885	0.000000	0.075070	
22000	-75.109876	979	2	0	'1 0 1 1 	3.135202	25.837114	3.135202	3.135202	0.464542	0.453082	0.000000	0.082376	
23000	-74.086967	318	2	0	'1 0 1 1 	2.351246	39.925637	2.351246	2.351246	0.402222	0.505812	0.000000	0.091966	
24000	-77.890076	84	2	0	'1 0 1 1 	2.718778	14.979350	2.718778	2.718778	0.407479	0.502577	0.000000	0.089944	
25000	-73.102899	27	2	0	'1 0 1 1 	2.115845	30.503036	2.115845	2.115845	0.552532	0.378616	0.000000	0.068852	
26000	-77.039287	883	2	0	'1 0 1 1 	1.929263	15.529305	1.929263	1.929263	0.424010	0.488149	0.000000	0.087842	
27000	-75.887853	804	2	0	'1 0 1 1 	4.112589	30.586324	4.112589	4.112589	0.492464	0.429454	0.000000	0.078082	
28000	-73.886715	92	2	0	'1 0 1 1 	2.757712	37.939119	2.757712	2.757712	0.420742	0.490141	0.000000	0.089117	
29000	-73.983898	462	2	0	'1 0 1 1 	2.853043	37.936148	2.853043	2.853043	0.460307	0.456663	0.000000	0.083030	
30000	-75.185111	822	2	0	'1 0 1 1 	2.762337	43.734256	2.762337	2.762337	0.430241	0.482103	0.000000	0.087655	
31000	-75.527678	726	2	0	'1 0 1 1 	3.127460	29.969926	3.127460	3.127460	0.451432	0.464173	0.000000	0.084395	
32000	-74.308741	973	2	0	'1 0 1 1 	2.125728	30.953523	2.125728	2.125728	0.420834	0.490063	0.000000	0.089102	
33000	-76.667365	464	2	0	'1 0 1 1 	1.704534	32.361508	1.704534	1.704534	0.480734	0.439379	0.000000	0.079887	
34000	-75.122870	975	2	0	'1 0 1 1 	5.428083	71.201197	5.428083	5.428083	0.518701	0.407253	0.000000	0.074046	
35000	-74.617530	778	2	0	'1 0 1 1 	3.253865	29.501129	3.253865	3.253865	0.446657	0.468214	0.000000	0.085129	
36000	-74.714999	724	2	0	'1 0 1 1 	2.449971	51.256628	2.449971	2.449971	0.422844	0.488363	0.000000	0.088793	
37000	-75.886842	990	2	0	'1 0 1 1 	2.644941	24.326166	2.644941	2.644941	0.429604	0.482652	0.000000	0.087745	
38000	-74.538020	64	2	0	'1 0 1 1 	2.173060	43.875855	2.173060	2.173060	0.429794	0.482482	0.000000	0.087724	
39000	-75.132016	987	2	0	'1 0 1 1 	2.461494	27.836966	2.461494	2.461494	0.425347	0.486246	0.000000	0.088407	
40000	-74.085947	232	2	0	'1 0 1 1 	2.215493	29.505769	2.215493	2.215493	0.428789	0.483333	0.000000	0.087878	
41000	-73.927706	318	2	0	'1 0 1 1 	3.248380	40.464358	3.248380	3.248380	0.444756	0.469822	0.000000	0.085422	
42000	-74.540822	503	2	0	'1 0 1 1 	2.384164	39.881224	2.384164	2.384164	0.438419	0.475184	0.000000	0.086397	
43000	-74.538959	554	2	0	'1 0 1 1 	2.266940	32.821349	2.266940	2.266940	0.428977	0.483173	0.000000	0.087850	
44000	-74.966251	797	2	0	'1 0 1 1 	3.902334	43.506127	3.902334	3.902334	0.506747	0.417368	0.000000	0.075885	
45000	-76.532576	851	2	0	'1 0 1 1 	4.505512	34.476408	4.505512	4.505512	0.505084	0.418775	0.000000	0.076141	
46000	-74.748122	962	2	0	'1 0 1 1 	3.702074	69.860257	3.702074	3.702074	0.469746	0.448676	0.000000	0.081578	
47000	-75.760229	842	2	0	'1 0 0 0 	0.431341	11.853481	11.853481	11.853481	0.504566	0.370885	0.000000	0.124549	
48000	-77.748384	863	2	0	'1 0 0 0 	0.453223	3.674540	3.674540	3.674540	0.491363	0.497191	0.000000	0.011446	
49000	-82.392837	45	2	0	'1 0 0 0 	2.638235	13.735054	13.735054	13.735054	0.536247	0.393249	0.000000	0.070503	
50000	-76.063263	470	2	0	'1 0 0 0 	1.574906	10.173548	10.173548	10.173548	0.546665	0.402455	0.000000	0.050880	
51000	-80.006847	324	2	0	'1 0 0 0 	2.442673	23.133739	23.133739	23.133739	0.535718	0.392860	0.000000	0.071422	
52000	-80.765624	14	2	0	'1 0 0 0 	0.787124	24.493038	24.493038	24.493038	0.535654	0.392813	0.000000	0.071534	
53000	-78.692044	885	2	0	'1 0 0 0 	0.738543	8.847568	8.847568	8.847568	0.541932	0.398214	0.000000	0.059854	
54000	-74.798563	198	2	0	'1 0 1 1 	3.922116	47.437533	3.922116	3.922116	0.481831	0.438450	0.000000	0.079718	
55000	-77.302578	634	2	0	'1 0 0 0 	0.215262	3.872532	3.872532	3.872532	0.510890	0.476127	0.000000	0.012982	
56000	-77.927883	958	2	0	'1 0 0 0 	0.570349	2.941311	2.941311	2.941311	0.455934	0.538108	0.000000	0.005958	
57000	-74.476095	27	2	0	'1 0 0 0 	0.706302	6.423714	6.423714	6.423714	0.554734	0.427565	0.000000	0.017701	
58000	-77.841155	723	2	0	'1 0 0 0 	0.389595	6.029338	6.029338	6.029338	0.548334	0.414931	0.000000	0.036735	
59000	-80.037387	391	2	0	'1 0 0 0 	4.962569	48.838969	48.838969	48.838969	0.535714	0.392857	0.000000	0.071429	
60000	-79.878736	867	2	0	'1 0 0 0 	1.132535	5.604127	5.604127	5.604127	0.551135	0.423044	0.000000	0.025821	
61000	-73.682701	27	2	0	'1 0 0 0 	0.611531	3.892311	3.892311	3.892311	0.511027	0.484031	0.000000	0.004941	
62000	-77.488812	19	2	0	'1 0 0 0 	1.969286	12.878565	12.878565	12.878565	0.542065	0.397844	0.000000	0.060091	
