Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/austronesian-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/austronesian-iroquois-uni.linealdescent-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2775906700
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-uni.linealdescent-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.611765,0.211765,0.058824,0.117647)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-88.953105	755	1	0	'0 0 0 0 	1.541487	1.541487	1.541487	1.541487	0.942331	0.054363	0.002479	0.000826	
12000	-88.052165	372	1	0	'0 0 0 0 	1.348396	1.348396	1.348396	1.348396	0.962187	0.034479	0.002762	0.000572	
13000	-86.269205	572	2	0	'0 1 0 1 	1.816722	4.064491	1.816722	4.064491	0.548617	0.367298	0.017272	0.066812	
14000	-88.986970	561	1	0	'0 0 0 0 	1.589983	1.589983	1.589983	1.589983	0.938981	0.055953	0.003769	0.001298	
15000	-89.086243	286	1	0	'0 0 0 0 	1.744545	1.744545	1.744545	1.744545	0.930507	0.062106	0.005331	0.002056	
16000	-88.646473	410	1	0	'0 0 0 0 	1.601607	1.601607	1.601607	1.601607	0.943862	0.051186	0.003771	0.001181	
17000	-89.435106	744	1	0	'0 0 0 0 	1.661571	1.661571	1.661571	1.661571	0.937768	0.055375	0.005113	0.001744	
18000	-91.705728	978	2	0	'0 0 1 0 	2.808432	2.808432	1.269001	2.808432	0.564523	0.383333	0.010591	0.041553	
19000	-89.086449	747	1	0	'0 0 0 0 	1.471436	1.471436	1.471436	1.471436	0.950840	0.044435	0.003721	0.001005	
20000	-89.425335	533	1	0	'0 0 0 0 	1.938461	1.938461	1.938461	1.938461	0.883295	0.096775	0.012204	0.007726	
