Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-exogamy.unilineal.descent.bttrees
Data File Name:                  ./data/uto-iroquois-exogamy.unilineal.descent.btdata
Log File Name:                   ./output/uto-iroquois-exogamy.unilineal.descent-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1368065327
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-exogamy.unilineal.descent-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.736842,0.052632,0.210526,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104400
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-10.002628	276	1	4	'0 0 0 Z Z Z Z 0 	D	6.773464	6.773464	6.773464	0.000000	0.000000	0.000000	0.000000	6.773464	0.999992	0.000008	0.000000	0.000000	
12000	-11.241417	787	1	4	'0 0 0 Z Z 0 Z Z 	D	3.814237	3.814237	3.814237	0.000000	0.000000	3.814237	0.000000	0.000000	0.999999	0.000001	0.000000	0.000000	
13000	-9.670977	812	1	3	'0 0 0 0 0 Z Z Z 	D	11.950394	11.950394	11.950394	11.950394	11.950394	0.000000	0.000000	0.000000	0.999373	0.000004	0.000623	0.000000	
14000	-9.525963	380	1	4	'0 0 Z Z 0 0 Z Z 	D	11.819414	11.819414	0.000000	0.000000	11.819414	11.819414	0.000000	0.000000	0.998406	0.000000	0.001594	0.000000	
15000	-9.481793	536	1	3	'0 0 0 Z 0 0 Z Z 	D	14.059250	14.059250	14.059250	0.000000	14.059250	14.059250	0.000000	0.000000	0.997689	0.000010	0.002302	0.000000	
16000	-9.849107	638	1	3	'0 0 0 0 0 Z Z Z 	D	24.674706	24.674706	24.674706	24.674706	24.674706	0.000000	0.000000	0.000000	0.994415	0.000023	0.005562	0.000000	
17000	-9.916679	58	1	3	'0 0 Z Z 0 0 Z 0 	D	20.076763	20.076763	0.000000	0.000000	20.076763	20.076763	0.000000	20.076763	0.999519	0.000000	0.000481	0.000000	
18000	-9.375107	728	1	4	'0 0 0 Z Z Z 0 Z 	D	24.252194	24.252194	24.252194	0.000000	0.000000	0.000000	24.252194	0.000000	0.999979	0.000021	0.000000	0.000000	
19000	-11.486885	879	1	2	'0 0 0 0 Z Z 0 0 	D	3.477494	3.477494	3.477494	3.477494	0.000000	0.000000	3.477494	3.477494	1.000000	0.000000	0.000000	0.000000	
20000	-9.681912	212	1	2	'0 0 0 0 0 0 Z Z 	D	27.087013	27.087013	27.087013	27.087013	27.087013	27.087013	0.000000	0.000000	0.998622	0.000018	0.001360	0.000000	
21000	-10.336511	482	1	3	'0 0 0 Z Z Z 0 0 	D	12.822003	12.822003	12.822003	0.000000	0.000000	0.000000	12.822003	12.822003	0.999988	0.000012	0.000000	0.000000	
22000	-9.883658	335	1	2	'0 0 0 Z Z 0 0 0 	D	15.437431	15.437431	15.437431	0.000000	0.000000	15.437431	15.437431	15.437431	0.999991	0.000009	0.000000	0.000000	
23000	-9.426737	894	1	3	'0 0 Z Z 0 Z 0 0 	D	7.559996	7.559996	0.000000	0.000000	7.559996	0.000000	7.559996	7.559996	0.999987	0.000000	0.000013	0.000000	
24000	-10.149216	368	1	2	'0 0 0 Z 0 0 Z 0 	D	9.018018	9.018018	9.018018	0.000000	9.018018	9.018018	0.000000	9.018018	0.999725	0.000056	0.000219	0.000000	
25000	-9.515163	868	1	3	'0 0 0 0 Z Z 0 Z 	D	5.635274	5.635274	5.635274	5.635274	0.000000	0.000000	5.635274	0.000000	1.000000	0.000000	0.000000	0.000000	
26000	-9.508730	100	1	4	'0 0 Z Z 0 Z 0 Z 	D	12.682058	12.682058	0.000000	0.000000	12.682058	0.000000	12.682058	0.000000	0.999815	0.000000	0.000185	0.000000	
27000	-9.701802	985	1	0	'0 0 0 0 0 0 0 0 	I	7.751687	7.751687	7.751687	7.751687	7.751687	7.751687	7.751687	7.751687	0.998359	0.000002	0.001639	0.000000	
28000	-10.057814	273	1	1	'0 0 Z 0 0 0 0 0 	D	12.906665	12.906665	0.000000	12.906665	12.906665	12.906665	12.906665	12.906665	0.997056	0.000000	0.002944	0.000000	
29000	-9.972485	322	1	2	'0 0 0 Z Z 0 0 0 	D	34.006339	34.006339	34.006339	0.000000	0.000000	34.006339	34.006339	34.006339	0.999989	0.000011	0.000000	0.000000	
30000	-9.568714	992	1	2	'0 0 Z 0 Z 0 0 0 	D	9.685723	9.685723	0.000000	9.685723	0.000000	9.685723	9.685723	9.685723	1.000000	0.000000	0.000000	0.000000	
31000	-9.595449	362	1	3	'0 0 Z Z 0 0 Z 0 	D	11.888436	11.888436	0.000000	0.000000	11.888436	11.888436	0.000000	11.888436	0.998548	0.000000	0.001452	0.000000	
32000	-10.217057	552	1	3	'0 0 0 Z Z Z 0 0 	D	11.043016	11.043016	11.043016	0.000000	0.000000	0.000000	11.043016	11.043016	0.999991	0.000009	0.000000	0.000000	
33000	-11.844219	701	1	5	'0 0 0 Z Z Z Z Z 	D	1.938883	1.938883	1.938883	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
34000	-10.149107	101	1	4	'0 0 0 Z Z 0 Z Z 	D	9.395675	9.395675	9.395675	0.000000	0.000000	9.395675	0.000000	0.000000	0.999994	0.000006	0.000000	0.000000	
35000	-9.404921	877	1	1	'0 0 Z 0 0 0 0 0 	D	13.978037	13.978037	0.000000	13.978037	13.978037	13.978037	13.978037	13.978037	0.999180	0.000000	0.000820	0.000000	
36000	-11.150501	5	1	4	'0 0 0 Z Z Z 0 Z 	D	2.853657	2.853657	2.853657	0.000000	0.000000	0.000000	2.853657	0.000000	1.000000	0.000000	0.000000	0.000000	
37000	-9.639104	986	1	2	'0 0 0 Z 0 0 Z 0 	D	34.559606	34.559606	34.559606	0.000000	34.559606	34.559606	0.000000	34.559606	0.995080	0.000095	0.004826	0.000000	
38000	-8.987167	840	1	2	'0 0 0 0 Z Z 0 0 	D	13.927204	13.927204	13.927204	13.927204	0.000000	0.000000	13.927204	13.927204	0.999918	0.000082	0.000000	0.000000	
39000	-9.780767	428	1	2	'0 0 0 Z 0 0 Z 0 	D	21.277317	21.277317	21.277317	0.000000	21.277317	21.277317	0.000000	21.277317	0.999167	0.000018	0.000816	0.000000	
40000	-8.970650	559	1	3	'0 0 0 Z Z Z 0 0 	D	15.247015	15.247015	15.247015	0.000000	0.000000	0.000000	15.247015	15.247015	0.999986	0.000014	0.000000	0.000000	
41000	-10.450369	872	1	2	'0 0 0 Z 0 0 Z 0 	D	44.225685	44.225685	44.225685	0.000000	44.225685	44.225685	0.000000	44.225685	0.990508	0.000097	0.009394	0.000000	
42000	-9.265397	144	1	1	'0 0 0 0 0 0 0 Z 	D	17.815190	17.815190	17.815190	17.815190	17.815190	17.815190	17.815190	0.000000	0.997877	0.000021	0.002102	0.000000	
43000	-10.999241	15	1	4	'0 0 Z Z 0 Z 0 Z 	D	4.555526	4.555526	0.000000	0.000000	4.555526	0.000000	4.555526	0.000000	0.999999	0.000000	0.000001	0.000000	
44000	-9.663727	315	1	2	'0 0 Z 0 0 Z 0 0 	D	9.497321	9.497321	0.000000	9.497321	9.497321	0.000000	9.497321	9.497321	0.998735	0.000000	0.001265	0.000000	
45000	-9.822376	40	1	4	'0 0 Z Z 0 Z 0 Z 	D	11.191806	11.191806	0.000000	0.000000	11.191806	0.000000	11.191806	0.000000	0.999174	0.000000	0.000826	0.000000	
46000	-9.465454	890	1	3	'0 0 Z Z Z 0 0 0 	D	12.338704	12.338704	0.000000	0.000000	0.000000	12.338704	12.338704	12.338704	1.000000	0.000000	0.000000	0.000000	
47000	-9.125268	118	1	3	'0 0 0 Z Z Z 0 0 	D	13.386747	13.386747	13.386747	0.000000	0.000000	0.000000	13.386747	13.386747	1.000000	0.000000	0.000000	0.000000	
48000	-9.081222	88	1	3	'0 0 0 Z 0 0 Z Z 	D	14.544940	14.544940	14.544940	0.000000	14.544940	14.544940	0.000000	0.000000	0.999882	0.000024	0.000094	0.000000	
49000	-11.428732	708	1	0	'0 0 0 0 0 0 0 0 	I	2.699517	2.699517	2.699517	2.699517	2.699517	2.699517	2.699517	2.699517	0.999993	0.000001	0.000005	0.000000	
50000	-11.207130	94	1	4	'0 0 0 Z Z Z 0 Z 	D	4.591821	4.591821	4.591821	0.000000	0.000000	0.000000	4.591821	0.000000	0.999997	0.000003	0.000000	0.000000	
51000	-10.012423	82	1	2	'0 0 0 0 0 Z 0 Z 	D	10.174383	10.174383	10.174383	10.174383	10.174383	0.000000	10.174383	0.000000	0.998569	0.000010	0.001420	0.000000	
52000	-10.097438	137	1	3	'0 0 0 Z 0 0 Z Z 	D	8.903628	8.903628	8.903628	0.000000	8.903628	8.903628	0.000000	0.000000	0.999070	0.000006	0.000924	0.000000	
53000	-9.079587	929	1	2	'0 0 0 0 Z Z 0 0 	D	19.274307	19.274307	19.274307	19.274307	0.000000	0.000000	19.274307	19.274307	0.999978	0.000022	0.000000	0.000000	
54000	-11.050543	479	1	4	'0 0 Z Z 0 Z 0 Z 	D	3.209995	3.209995	0.000000	0.000000	3.209995	0.000000	3.209995	0.000000	1.000000	0.000000	0.000000	0.000000	
55000	-10.169395	81	1	2	'0 0 Z 0 0 Z 0 0 	D	46.341595	46.341595	0.000000	46.341595	46.341595	0.000000	46.341595	46.341595	0.999412	0.000000	0.000588	0.000000	
56000	-9.597358	902	1	0	'0 0 0 0 0 0 0 0 	I	8.671123	8.671123	8.671123	8.671123	8.671123	8.671123	8.671123	8.671123	0.999991	0.000002	0.000007	0.000000	
57000	-9.239800	412	1	3	'0 0 Z 0 Z Z 0 0 	D	21.453010	21.453010	0.000000	21.453010	0.000000	0.000000	21.453010	21.453010	1.000000	0.000000	0.000000	0.000000	
58000	-9.712122	150	1	2	'0 0 0 Z Z 0 0 0 	D	7.715346	7.715346	7.715346	0.000000	0.000000	7.715346	7.715346	7.715346	0.999993	0.000007	0.000000	0.000000	
59000	-10.294803	692	1	3	'0 0 0 0 0 Z Z Z 	D	5.727653	5.727653	5.727653	5.727653	5.727653	0.000000	0.000000	0.000000	0.999584	0.000002	0.000414	0.000000	
60000	-9.064026	494	1	3	'0 0 Z Z 0 Z 0 0 	D	13.652643	13.652643	0.000000	0.000000	13.652643	0.000000	13.652643	13.652643	0.997574	0.000000	0.002426	0.000000	
61000	-9.708627	276	1	2	'0 0 0 Z Z 0 0 0 	D	10.569369	10.569369	10.569369	0.000000	0.000000	10.569369	10.569369	10.569369	0.999981	0.000019	0.000000	0.000000	
62000	-9.215960	675	1	3	'0 0 0 0 Z Z 0 Z 	D	22.420764	22.420764	22.420764	22.420764	0.000000	0.000000	22.420764	0.000000	0.999974	0.000026	0.000000	0.000000	
63000	-9.892003	918	1	3	'0 0 Z Z 0 Z 0 0 	D	8.082671	8.082671	0.000000	0.000000	8.082671	0.000000	8.082671	8.082671	0.998284	0.000000	0.001716	0.000000	
64000	-10.266772	243	1	1	'0 0 0 Z 0 0 0 0 	D	5.709902	5.709902	5.709902	0.000000	5.709902	5.709902	5.709902	5.709902	0.999493	0.000002	0.000506	0.000000	
65000	-10.417432	539	1	1	'0 0 0 0 0 Z 0 0 	D	6.226564	6.226564	6.226564	6.226564	6.226564	0.000000	6.226564	6.226564	0.999262	0.000002	0.000736	0.000000	
66000	-9.052958	598	1	4	'0 0 0 0 Z Z Z Z 	D	29.825792	29.825792	29.825792	29.825792	0.000000	0.000000	0.000000	0.000000	0.999918	0.000082	0.000000	0.000000	
67000	-9.156079	212	1	1	'0 0 0 0 Z 0 0 0 	D	12.143488	12.143488	12.143488	12.143488	0.000000	12.143488	12.143488	12.143488	0.999997	0.000003	0.000000	0.000000	
68000	-9.779278	199	1	1	'0 0 0 Z 0 0 0 0 	D	19.111848	19.111848	19.111848	0.000000	19.111848	19.111848	19.111848	19.111848	0.995720	0.000076	0.004204	0.000000	
69000	-9.962146	510	1	1	'0 0 0 0 Z 0 0 0 	D	9.568028	9.568028	9.568028	9.568028	0.000000	9.568028	9.568028	9.568028	0.999996	0.000004	0.000000	0.000000	
70000	-10.791730	135	1	3	'0 0 0 Z 0 0 Z Z 	D	5.926846	5.926846	5.926846	0.000000	5.926846	5.926846	0.000000	0.000000	0.998604	0.000002	0.001393	0.000000	
71000	-9.365260	561	1	1	'0 0 0 0 0 Z 0 0 	D	10.715749	10.715749	10.715749	10.715749	10.715749	0.000000	10.715749	10.715749	0.999590	0.000005	0.000405	0.000000	
72000	-9.494327	909	1	2	'0 0 0 Z 0 Z 0 0 	D	12.360963	12.360963	12.360963	0.000000	12.360963	0.000000	12.360963	12.360963	0.999975	0.000002	0.000023	0.000000	
73000	-9.710922	734	2	4	'1 1 Z Z 1 Z Z 0 	D	19.763762	19.763762	0.000000	0.000000	19.763762	0.000000	0.000000	3.497711	0.997104	0.000000	0.002896	0.000000	
74000	-9.212867	348	1	3	'0 0 Z Z Z 0 0 0 	D	11.492338	11.492338	0.000000	0.000000	0.000000	11.492338	11.492338	11.492338	1.000000	0.000000	0.000000	0.000000	
75000	-10.242396	407	1	1	'0 0 Z 0 0 0 0 0 	D	11.099541	11.099541	0.000000	11.099541	11.099541	11.099541	11.099541	11.099541	0.999987	0.000000	0.000013	0.000000	
76000	-9.645944	774	1	3	'0 0 0 Z Z Z 0 0 	D	8.129565	8.129565	8.129565	0.000000	0.000000	0.000000	8.129565	8.129565	0.999999	0.000001	0.000000	0.000000	
