Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/uto-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/uto-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/uto-iroquois-cross.cousinmarriage.permitted-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            547128224
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-cross.cousinmarriage.permitted-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.736842,0.052632,0.210526,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104381
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-11.529734	94	1	0	'0 0 0 0 	10.258862	10.258862	10.258862	10.258862	0.995641	0.000016	0.004343	0.000000	
12000	-10.901678	37	1	0	'0 0 0 0 	22.203352	22.203352	22.203352	22.203352	0.994688	0.000031	0.005281	0.000000	
13000	-11.097093	554	1	0	'0 0 0 0 	25.592007	25.592007	25.592007	25.592007	0.997318	0.000015	0.002667	0.000000	
14000	-12.219527	658	1	0	'0 0 0 0 	11.314452	11.314452	11.314452	11.314452	0.997623	0.000006	0.002371	0.000000	
15000	-11.936685	493	1	0	'0 0 0 0 	7.330485	7.330485	7.330485	7.330485	0.998886	0.000005	0.001109	0.000000	
16000	-11.227917	474	1	0	'0 0 0 0 	13.758543	13.758543	13.758543	13.758543	0.992704	0.000007	0.007289	0.000000	
17000	-10.890336	457	1	0	'0 0 0 0 	16.561939	16.561939	16.561939	16.561939	0.996357	0.000031	0.003612	0.000000	
18000	-12.813333	660	1	0	'0 0 0 0 	3.958119	3.958119	3.958119	3.958119	0.999214	0.000003	0.000783	0.000000	
19000	-11.337388	61	1	0	'0 0 0 0 	8.515688	8.515688	8.515688	8.515688	0.999940	0.000000	0.000060	0.000000	
20000	-12.049568	736	1	0	'0 0 0 0 	8.096895	8.096895	8.096895	8.096895	0.999229	0.000002	0.000769	0.000000	
21000	-11.213015	60	2	0	'1 0 0 1 	10.372905	14.615158	14.615158	10.372905	0.999287	0.000081	0.000632	0.000000	
22000	-10.867277	805	1	0	'0 0 0 0 	14.190015	14.190015	14.190015	14.190015	0.999402	0.000013	0.000585	0.000000	
23000	-10.943496	489	1	0	'0 0 0 0 	7.931155	7.931155	7.931155	7.931155	0.999894	0.000001	0.000105	0.000000	
24000	-10.839923	819	1	0	'0 0 0 0 	8.098989	8.098989	8.098989	8.098989	0.999893	0.000021	0.000085	0.000000	
25000	-11.869309	893	1	0	'0 0 0 0 	41.244926	41.244926	41.244926	41.244926	0.999480	0.000061	0.000459	0.000000	
26000	-12.010184	568	1	0	'0 0 0 0 	5.079032	5.079032	5.079032	5.079032	0.999999	0.000000	0.000001	0.000000	
27000	-10.230623	943	1	0	'0 0 0 0 	22.588277	22.588277	22.588277	22.588277	0.995292	0.000034	0.004673	0.000000	
28000	-11.564185	858	1	0	'0 0 0 0 	7.583775	7.583775	7.583775	7.583775	0.999998	0.000000	0.000001	0.000000	
29000	-10.898247	209	1	0	'0 0 0 0 	13.850362	13.850362	13.850362	13.850362	0.997277	0.000022	0.002701	0.000000	
30000	-11.143429	824	1	0	'0 0 0 0 	18.374510	18.374510	18.374510	18.374510	0.997679	0.000030	0.002291	0.000000	
31000	-11.719023	689	1	0	'0 0 0 0 	8.506665	8.506665	8.506665	8.506665	0.999959	0.000001	0.000040	0.000000	
32000	-11.652011	958	1	0	'0 0 0 0 	8.052743	8.052743	8.052743	8.052743	0.999934	0.000001	0.000065	0.000000	
33000	-11.865855	379	1	0	'0 0 0 0 	10.974585	10.974585	10.974585	10.974585	0.997378	0.000021	0.002600	0.000000	
34000	-11.587694	562	1	0	'0 0 0 0 	6.831129	6.831129	6.831129	6.831129	0.999518	0.000004	0.000478	0.000000	
35000	-11.131424	828	1	0	'0 0 0 0 	35.612046	35.612046	35.612046	35.612046	0.999185	0.000027	0.000788	0.000000	
36000	-11.138409	797	1	0	'0 0 0 0 	8.358060	8.358060	8.358060	8.358060	0.997785	0.000005	0.002211	0.000000	
37000	-11.821563	683	1	0	'0 0 0 0 	8.331674	8.331674	8.331674	8.331674	0.999150	0.000007	0.000843	0.000000	
38000	-11.282759	637	1	0	'0 0 0 0 	12.357416	12.357416	12.357416	12.357416	0.998511	0.000021	0.001468	0.000000	
39000	-11.225801	534	1	0	'0 0 0 0 	22.163385	22.163385	22.163385	22.163385	0.996986	0.000054	0.002961	0.000000	
40000	-11.288968	853	1	0	'0 0 0 0 	20.514374	20.514374	20.514374	20.514374	0.999309	0.000138	0.000553	0.000000	
41000	-10.642726	556	1	0	'0 0 0 0 	26.030466	26.030466	26.030466	26.030466	0.999731	0.000042	0.000227	0.000000	
42000	-10.940592	931	1	0	'0 0 0 0 	9.187841	9.187841	9.187841	9.187841	0.999328	0.000006	0.000667	0.000000	
43000	-11.709960	904	1	0	'0 0 0 0 	9.659457	9.659457	9.659457	9.659457	0.999957	0.000007	0.000036	0.000000	
44000	-10.977173	801	1	0	'0 0 0 0 	10.897272	10.897272	10.897272	10.897272	0.998441	0.000008	0.001551	0.000000	
45000	-11.563586	773	1	0	'0 0 0 0 	4.276956	4.276956	4.276956	4.276956	0.999997	0.000001	0.000002	0.000000	
46000	-13.393063	819	1	0	'0 0 0 0 	1.368128	1.368128	1.368128	1.368128	0.999997	0.000001	0.000002	0.000000	
47000	-11.704347	740	1	0	'0 0 0 0 	31.777890	31.777890	31.777890	31.777890	0.999379	0.000117	0.000504	0.000000	
48000	-10.891978	690	1	0	'0 0 0 0 	12.578382	12.578382	12.578382	12.578382	0.997231	0.000007	0.002762	0.000000	
49000	-10.676109	618	1	0	'0 0 0 0 	14.201187	14.201187	14.201187	14.201187	0.999045	0.000008	0.000947	0.000000	
50000	-11.137371	488	1	0	'0 0 0 0 	14.742077	14.742077	14.742077	14.742077	0.998997	0.000010	0.000993	0.000000	
51000	-11.517719	54	1	0	'0 0 0 0 	12.425644	12.425644	12.425644	12.425644	0.999500	0.000005	0.000495	0.000000	
52000	-10.331345	20	1	0	'0 0 0 0 	20.923210	20.923210	20.923210	20.923210	0.997019	0.000020	0.002961	0.000000	
53000	-11.340500	280	1	0	'0 0 0 0 	13.382555	13.382555	13.382555	13.382555	0.999402	0.000011	0.000587	0.000000	
54000	-10.996728	309	1	0	'0 0 0 0 	19.874158	19.874158	19.874158	19.874158	0.997862	0.000026	0.002111	0.000000	
55000	-10.899001	217	1	0	'0 0 0 0 	16.673232	16.673232	16.673232	16.673232	0.994860	0.000016	0.005124	0.000000	
56000	-12.136635	651	1	0	'0 0 0 0 	3.430301	3.430301	3.430301	3.430301	0.999945	0.000011	0.000044	0.000000	
57000	-10.782098	13	1	0	'0 0 0 0 	11.060989	11.060989	11.060989	11.060989	0.998091	0.000013	0.001896	0.000000	
58000	-11.238599	861	1	0	'0 0 0 0 	12.762778	12.762778	12.762778	12.762778	0.999991	0.000001	0.000007	0.000000	
59000	-11.355261	869	1	0	'0 0 0 0 	9.293862	9.293862	9.293862	9.293862	0.999350	0.000003	0.000647	0.000000	
60000	-11.579938	175	1	0	'0 0 0 0 	18.061856	18.061856	18.061856	18.061856	0.997844	0.000012	0.002144	0.000000	
61000	-11.565016	524	1	0	'0 0 0 0 	5.433657	5.433657	5.433657	5.433657	0.999610	0.000002	0.000388	0.000000	
62000	-10.312099	761	1	0	'0 0 0 0 	14.354894	14.354894	14.354894	14.354894	0.998895	0.000006	0.001099	0.000000	
63000	-10.602707	62	1	0	'0 0 0 0 	10.312916	10.312916	10.312916	10.312916	0.999614	0.000004	0.000382	0.000000	
64000	-10.774883	389	1	0	'0 0 0 0 	8.894526	8.894526	8.894526	8.894526	0.999147	0.000007	0.000846	0.000000	
65000	-11.213360	366	1	0	'0 0 0 0 	7.813648	7.813648	7.813648	7.813648	0.999519	0.000003	0.000478	0.000000	
66000	-11.147964	35	1	0	'0 0 0 0 	11.649076	11.649076	11.649076	11.649076	0.998518	0.000014	0.001469	0.000000	
67000	-12.183228	753	1	0	'0 0 0 0 	3.132945	3.132945	3.132945	3.132945	0.999553	0.000002	0.000444	0.000000	
68000	-12.094202	464	1	0	'0 0 0 0 	5.054749	5.054749	5.054749	5.054749	0.999307	0.000001	0.000692	0.000000	
69000	-13.253257	701	1	0	'0 0 0 0 	57.119731	57.119731	57.119731	57.119731	0.992133	0.000432	0.007435	0.000000	
70000	-12.166580	2	1	0	'0 0 0 0 	29.904429	29.904429	29.904429	29.904429	0.997353	0.000052	0.002595	0.000000	
71000	-10.607874	538	1	0	'0 0 0 0 	14.257025	14.257025	14.257025	14.257025	0.998751	0.000006	0.001243	0.000000	
72000	-10.805012	810	1	0	'0 0 0 0 	14.981669	14.981669	14.981669	14.981669	0.998923	0.000013	0.001064	0.000000	
73000	-10.994219	859	1	0	'0 0 0 0 	23.629996	23.629996	23.629996	23.629996	0.995292	0.000028	0.004680	0.000000	
74000	-13.709464	558	2	0	'1 0 1 1 	2.496763	6.964858	2.496763	2.496763	0.996168	0.000001	0.003832	0.000000	
75000	-10.905059	20	1	0	'0 0 0 0 	8.040564	8.040564	8.040564	8.040564	0.998896	0.000003	0.001102	0.000000	
76000	-11.806080	469	1	0	'0 0 0 0 	15.629528	15.629528	15.629528	15.629528	0.999851	0.000021	0.000127	0.000000	
77000	-11.237605	691	1	0	'0 0 0 0 	15.128341	15.128341	15.128341	15.128341	0.998586	0.000006	0.001408	0.000000	
78000	-11.205692	290	1	0	'0 0 0 0 	11.704076	11.704076	11.704076	11.704076	0.998725	0.000009	0.001265	0.000000	
79000	-11.424757	905	2	0	'0 0 0 1 	10.639940	10.639940	10.639940	4.383383	0.998990	0.000002	0.001009	0.000000	
80000	-10.227211	294	1	0	'0 0 0 0 	9.967603	9.967603	9.967603	9.967603	0.999920	0.000016	0.000064	0.000000	
81000	-12.150549	165	1	0	'0 0 0 0 	10.313882	10.313882	10.313882	10.313882	0.999881	0.000002	0.000117	0.000000	
82000	-11.743564	543	1	0	'0 0 0 0 	17.455864	17.455864	17.455864	17.455864	0.997608	0.000026	0.002365	0.000000	
83000	-11.121366	46	1	0	'0 0 0 0 	9.519446	9.519446	9.519446	9.519446	0.998867	0.000006	0.001127	0.000000	
84000	-11.281896	529	1	0	'0 0 0 0 	16.023038	16.023038	16.023038	16.023038	0.999812	0.000028	0.000160	0.000000	
85000	-11.712558	147	1	0	'0 0 0 0 	28.216667	28.216667	28.216667	28.216667	0.997741	0.000061	0.002198	0.000000	
86000	-11.706249	34	1	0	'0 0 0 0 	33.850951	33.850951	33.850951	33.850951	0.995927	0.000075	0.003998	0.000000	
87000	-11.266465	774	1	0	'0 0 0 0 	14.275408	14.275408	14.275408	14.275408	0.996660	0.000004	0.003336	0.000000	
