Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-high.polygyny.bttrees
Data File Name:                  ./data/austronesian-iroquois-high.polygyny.btdata
Log File Name:                   ./output/austronesian-iroquois-high.polygyny-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            117996097
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-high.polygyny-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.762500,0.087500,0.100000,0.050000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-66.557343	694	1	1	'0 0 0 0 Z 0 0 0 	D	0.911319	0.911319	0.911319	0.911319	0.000000	0.911319	0.911319	0.911319	0.996770	0.003216	0.000000	0.000013	
12000	-65.385049	417	1	1	'0 0 0 0 0 0 Z 0 	D	0.732861	0.732861	0.732861	0.732861	0.732861	0.732861	0.000000	0.732861	0.999556	0.000207	0.000237	0.000000	
13000	-66.247275	828	1	2	'0 0 0 0 0 0 Z Z 	D	0.710474	0.710474	0.710474	0.710474	0.710474	0.710474	0.000000	0.000000	0.999513	0.000227	0.000260	0.000000	
14000	-66.128656	588	1	2	'0 0 Z 0 Z 0 0 0 	D	0.675797	0.675797	0.000000	0.675797	0.000000	0.675797	0.675797	0.675797	1.000000	0.000000	0.000000	0.000000	
15000	-65.771652	241	1	1	'0 0 Z 0 0 0 0 0 	D	0.713160	0.713160	0.000000	0.713160	0.713160	0.713160	0.713160	0.713160	0.999835	0.000000	0.000165	0.000000	
16000	-68.874903	951	1	3	'0 0 0 0 Z Z 0 Z 	D	0.812524	0.812524	0.812524	0.812524	0.000000	0.000000	0.812524	0.000000	0.999832	0.000168	0.000000	0.000000	
17000	-67.380379	193	1	1	'0 0 Z 0 0 0 0 0 	D	1.058569	1.058569	0.000000	1.058569	1.058569	1.058569	1.058569	1.058569	0.998874	0.000000	0.001126	0.000001	
18000	-65.548149	898	2	3	'0 0 1 1 1 Z Z Z 	D	1.634266	1.634266	7.288486	7.288486	7.288486	0.000000	0.000000	0.000000	0.850270	0.013111	0.136618	0.000000	
19000	-66.569139	714	1	1	'0 0 0 0 0 0 0 Z 	D	0.802418	0.802418	0.802418	0.802418	0.802418	0.802418	0.802418	0.000000	0.999712	0.000134	0.000154	0.000000	
20000	-67.958608	998	1	2	'0 0 0 0 0 Z 0 Z 	D	0.828513	0.828513	0.828513	0.828513	0.828513	0.000000	0.828513	0.000000	0.996773	0.001334	0.001890	0.000003	
21000	-66.354595	736	1	2	'0 0 0 0 0 0 Z Z 	D	0.980428	0.980428	0.980428	0.980428	0.980428	0.980428	0.000000	0.000000	0.999562	0.000204	0.000233	0.000000	
22000	-68.143980	989	1	3	'0 0 0 Z 0 0 Z Z 	D	0.835261	0.835261	0.835261	0.000000	0.835261	0.835261	0.000000	0.000000	0.998607	0.000746	0.000647	0.000000	
23000	-69.604807	90	1	2	'0 0 Z Z 0 0 0 0 	D	0.504363	0.504363	0.000000	0.000000	0.504363	0.504363	0.504363	0.504363	0.999954	0.000000	0.000046	0.000000	
