Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-uni.localresidence.bttrees
Data File Name:                  ./data/bantu-iroquois-uni.localresidence.btdata
Log File Name:                   ./output/bantu-iroquois-uni.localresidence-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1424359133
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-uni.localresidence-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.057971,0.304348,0.072464,0.565217)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-69.776767	246	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.822422	1.822422	1.822422	1.822422	1.822422	0.000000	0.132850	0.094924	0.772226	
12000	-70.428670	860	1	4	'Z Z Z 0 0 Z 0 0 	D	0.000000	0.000000	0.000000	1.362378	1.362378	0.000000	1.362378	1.362378	0.000000	0.090227	0.000000	0.909773	
13000	-69.411487	687	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.476220	1.476220	0.000000	1.476220	1.476220	1.476220	0.000000	0.654606	0.004203	0.341191	
14000	-71.420378	293	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	1.711707	0.000000	0.000000	1.711707	1.711707	1.711707	0.000000	0.000000	0.017299	0.982701	
15000	-70.768898	330	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	0.864963	0.864963	0.000000	0.864963	0.000000	0.864963	0.864963	0.000000	0.000000	0.000000	1.000000	
16000	-69.504313	978	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.597035	1.597035	1.597035	1.597035	1.597035	1.597035	1.597035	0.006500	0.393966	0.029558	0.569977	
17000	-71.625329	445	1	0	'0 0 0 0 0 0 0 0 	I	0.801609	0.801609	0.801609	0.801609	0.801609	0.801609	0.801609	0.801609	0.045182	0.663582	0.012762	0.278474	
18000	-71.097903	884	1	2	'0 0 0 0 Z Z 0 0 	D	0.980510	0.980510	0.980510	0.980510	0.000000	0.000000	0.980510	0.980510	0.049326	0.756681	0.000000	0.193993	
19000	-68.551482	599	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.598351	1.598351	1.598351	1.598351	1.598351	0.000000	0.112677	0.090357	0.796966	
20000	-70.145192	345	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.901038	1.901038	1.901038	1.901038	1.901038	0.000000	0.146226	0.092591	0.761184	
21000	-70.856869	242	1	2	'0 Z 0 0 Z 0 0 0 	D	1.733314	0.000000	1.733314	1.733314	0.000000	1.733314	1.733314	1.733314	0.066461	0.604086	0.004152	0.325301	
22000	-71.577581	498	1	3	'Z Z 0 0 0 Z 0 0 	D	0.000000	0.000000	0.726172	0.726172	0.726172	0.000000	0.726172	0.726172	0.000000	0.704826	0.000000	0.295174	
23000	-69.055409	412	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.172714	1.172714	0.000000	1.172714	1.172714	1.172714	0.000000	0.742328	0.002009	0.255663	
24000	-67.488308	405	2	3	'Z Z Z 1 1 1 0 0 	D	0.000000	0.000000	0.000000	4.504054	4.504054	4.504054	1.650039	1.650039	0.000000	0.271923	0.084352	0.643725	
25000	-76.152412	175	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	2.907762	2.907762	2.907762	0.000000	2.907762	0.000000	1.000000	0.000000	0.000000	
26000	-68.927373	293	1	1	'0 Z 0 0 0 0 0 0 	D	1.569905	0.000000	1.569905	1.569905	1.569905	1.569905	1.569905	1.569905	0.046143	0.447205	0.030404	0.476247	
27000	-70.881324	355	1	1	'0 0 Z 0 0 0 0 0 	D	1.408522	1.408522	0.000000	1.408522	1.408522	1.408522	1.408522	1.408522	0.073001	0.101933	0.104078	0.720987	
28000	-72.410136	600	1	4	'Z Z Z 0 0 Z 0 0 	D	0.000000	0.000000	0.000000	2.453294	2.453294	0.000000	2.453294	2.453294	0.000000	0.252273	0.000000	0.747727	
29000	-70.282828	475	1	1	'0 0 0 0 0 Z 0 0 	D	1.218423	1.218423	1.218423	1.218423	1.218423	0.000000	1.218423	1.218423	0.034836	0.463057	0.005872	0.496234	
30000	-68.258027	500	1	1	'0 Z 0 0 0 0 0 0 	D	1.020710	0.000000	1.020710	1.020710	1.020710	1.020710	1.020710	1.020710	0.058821	0.502763	0.028279	0.410137	
31000	-70.080960	902	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.541663	0.000000	1.541663	1.541663	1.541663	1.541663	1.541663	0.028865	0.111051	0.090980	0.769103	
32000	-70.637294	474	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	0.951217	0.951217	0.000000	0.951217	0.000000	0.951217	0.951217	0.000000	0.000000	0.000000	1.000000	
33000	-68.753912	132	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.074963	1.074963	1.074963	1.074963	1.074963	1.074963	0.000000	0.529942	0.022876	0.447182	
34000	-69.194367	595	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.658690	1.658690	1.658690	1.658690	1.658690	0.000000	0.131767	0.099665	0.768568	
