Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-monogamy.bttrees
Data File Name:                  ./data/austronesian-eskimo-monogamy.btdata
Log File Name:                   ./output/austronesian-eskimo-monogamy-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2392225608
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-monogamy-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.662500,0.162500,0.062500,0.112500)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-62.756786	689	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	8.169692	0.000000	0.000000	8.169692	8.169692	8.169692	0.000000	0.000000	0.596635	0.403365	
12000	-63.847261	755	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	5.242238	0.000000	0.000000	5.242238	5.242238	5.242238	0.000000	0.000000	0.499528	0.500472	
13000	-63.458963	270	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	8.426600	0.000000	0.000000	8.426600	8.426600	8.426600	0.000000	0.000000	0.636098	0.363902	
14000	-62.908817	403	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.057185	0.000000	0.000000	7.057185	7.057185	7.057185	0.000000	0.000000	0.654881	0.345119	
15000	-62.796579	251	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	5.953264	0.000000	0.000000	5.953264	5.953264	5.953264	0.000000	0.000000	0.483877	0.516123	
16000	-63.799880	836	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.495686	0.000000	0.000000	6.495686	6.495686	6.495686	0.000000	0.000000	0.570454	0.429546	
17000	-63.507472	573	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.351124	0.000000	0.000000	6.351124	6.351124	6.351124	0.000000	0.000000	0.518670	0.481330	
18000	-63.791418	891	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	5.572260	0.000000	0.000000	5.572260	5.572260	5.572260	0.000000	0.000000	0.406928	0.593072	
19000	-62.752017	4	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	8.343255	0.000000	0.000000	8.343255	8.343255	8.343255	0.000000	0.000000	0.727422	0.272578	
20000	-62.625133	739	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.945898	0.000000	0.000000	7.945898	7.945898	7.945898	0.000000	0.000000	0.692879	0.307121	
21000	-63.488081	37	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.436001	0.000000	0.000000	7.436001	7.436001	7.436001	0.000000	0.000000	0.673855	0.326145	
22000	-62.092655	600	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	8.927145	0.000000	0.000000	8.927145	8.927145	8.927145	0.000000	0.000000	0.686396	0.313604	
23000	-61.123258	764	2	4	'Z Z 0 Z Z 0 1 1 	D	0.000000	0.000000	9.243097	0.000000	0.000000	9.243097	4.467631	4.467631	0.000000	0.000000	0.497814	0.502186	
24000	-63.731523	380	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.521581	0.000000	0.000000	6.521581	6.521581	6.521581	0.000000	0.000000	0.510568	0.489432	
25000	-63.516207	919	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	8.182064	0.000000	0.000000	8.182064	8.182064	8.182064	0.000000	0.000000	0.708554	0.291446	
26000	-65.089999	814	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.051178	0.000000	0.000000	6.051178	6.051178	6.051178	0.000000	0.000000	0.548772	0.451228	
27000	-64.238680	830	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.088322	0.000000	0.000000	6.088322	6.088322	6.088322	0.000000	0.000000	0.634348	0.365652	
28000	-63.051070	717	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.004970	0.000000	0.000000	6.004970	6.004970	6.004970	0.000000	0.000000	0.511837	0.488163	
29000	-62.876214	17	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.934103	0.000000	0.000000	7.934103	7.934103	7.934103	0.000000	0.000000	0.655640	0.344360	
30000	-63.238845	280	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.821493	0.000000	0.000000	7.821493	7.821493	7.821493	0.000000	0.000000	0.633888	0.366112	
31000	-62.568244	600	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	9.526221	0.000000	0.000000	9.526221	9.526221	9.526221	0.000000	0.000000	0.700145	0.299855	
32000	-65.188106	939	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	10.497067	0.000000	0.000000	10.497067	10.497067	10.497067	0.000000	0.000000	0.706639	0.293361	
33000	-63.063303	643	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	9.106954	0.000000	0.000000	9.106954	9.106954	9.106954	0.000000	0.000000	0.681673	0.318327	
34000	-63.716969	598	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.482701	0.000000	0.000000	6.482701	6.482701	6.482701	0.000000	0.000000	0.561369	0.438631	
35000	-62.699013	448	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.327644	0.000000	0.000000	7.327644	7.327644	7.327644	0.000000	0.000000	0.629368	0.370632	
36000	-62.940334	850	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	8.938602	0.000000	0.000000	8.938602	8.938602	8.938602	0.000000	0.000000	0.616276	0.383724	
37000	-62.569900	458	2	4	'Z Z 0 Z Z 1 1 0 	D	0.000000	0.000000	8.541026	0.000000	0.000000	8.866786	8.866786	8.541026	0.000000	0.000000	0.661653	0.338347	
38000	-63.377823	446	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	5.882732	0.000000	0.000000	5.882732	5.882732	5.882732	0.000000	0.000000	0.523790	0.476210	
39000	-69.878162	872	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	2.705138	2.705138	2.705138	2.705138	2.705138	2.705138	0.000000	0.421425	0.018081	0.560494	
40000	-63.341508	392	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	8.981822	0.000000	0.000000	8.981822	8.981822	8.981822	0.000000	0.000000	0.597607	0.402393	
41000	-62.675162	453	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.208055	0.000000	0.000000	7.208055	7.208055	7.208055	0.000000	0.000000	0.599488	0.400512	
