Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/austronesian-iroquois-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/austronesian-iroquois-matri.anvunclocalresidence-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3849648779
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-matri.anvunclocalresidence-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.595238,0.238095,0.142857,0.023810)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000085
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       84
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-81.677800	795	1	1	'0 0 0 Z 0 0 0 0 	D	1.309918	1.309918	1.309918	0.000000	1.309918	1.309918	1.309918	1.309918	0.963991	0.031664	0.004297	0.000048	
12000	-79.605943	113	1	1	'0 0 0 0 0 Z 0 0 	D	1.010452	1.010452	1.010452	1.010452	1.010452	0.000000	1.010452	1.010452	0.989436	0.007386	0.003168	0.000009	
13000	-82.330569	772	1	2	'0 0 0 0 Z Z 0 0 	D	1.623120	1.623120	1.623120	1.623120	0.000000	0.000000	1.623120	1.623120	0.966364	0.033608	0.000000	0.000028	
14000	-82.420417	987	1	1	'0 0 0 Z 0 0 0 0 	D	1.862162	1.862162	1.862162	0.000000	1.862162	1.862162	1.862162	1.862162	0.922167	0.066633	0.010937	0.000262	
15000	-81.623148	739	1	2	'0 0 0 0 Z Z 0 0 	D	1.515369	1.515369	1.515369	1.515369	0.000000	0.000000	1.515369	1.515369	0.974040	0.025952	0.000000	0.000008	
16000	-81.945647	218	1	0	'0 0 0 0 0 0 0 0 	I	1.508785	1.508785	1.508785	1.508785	1.508785	1.508785	1.508785	1.508785	0.974452	0.018462	0.007031	0.000056	
17000	-80.671782	221	1	2	'0 0 0 0 0 Z 0 Z 	D	1.395904	1.395904	1.395904	1.395904	1.395904	0.000000	1.395904	0.000000	0.978488	0.017008	0.004497	0.000007	
18000	-81.163583	22	1	2	'0 0 0 0 0 Z 0 Z 	D	1.830681	1.830681	1.830681	1.830681	1.830681	0.000000	1.830681	0.000000	0.954740	0.029188	0.016017	0.000054	
19000	-80.465490	112	1	1	'0 0 0 0 0 Z 0 0 	D	1.212131	1.212131	1.212131	1.212131	1.212131	0.000000	1.212131	1.212131	0.990078	0.008189	0.001727	0.000006	
20000	-83.595672	60	1	2	'0 0 Z Z 0 0 0 0 	D	1.294308	1.294308	0.000000	0.000000	1.294308	1.294308	1.294308	1.294308	0.996573	0.000000	0.003425	0.000003	
