Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/uto-iroquois-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/uto-iroquois-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/uto-iroquois-matri.anvunclocalresidence-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2277475494
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-matri.anvunclocalresidence-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.409091,0.409091,0.181818,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.121603
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-23.331068	158	1	0	'0 0 0 0 	33.131351	33.131351	33.131351	33.131351	0.951061	0.038725	0.010214	0.000000	
12000	-22.264671	433	1	0	'0 0 0 0 	38.220905	38.220905	38.220905	38.220905	0.949175	0.028197	0.022629	0.000000	
13000	-22.178602	481	1	0	'0 0 0 0 	78.559229	78.559229	78.559229	78.559229	0.905033	0.082211	0.012756	0.000000	
14000	-23.012518	530	1	0	'0 0 0 0 	23.649401	23.649401	23.649401	23.649401	0.951657	0.036589	0.011754	0.000000	
15000	-21.549678	991	1	0	'0 0 0 0 	45.542868	45.542868	45.542868	45.542868	0.935957	0.053460	0.010583	0.000000	
16000	-22.646655	362	1	0	'0 0 0 0 	34.749696	34.749696	34.749696	34.749696	0.912752	0.078603	0.008645	0.000000	
17000	-23.917786	997	1	0	'0 0 0 0 	20.942962	20.942962	20.942962	20.942962	0.962829	0.036839	0.000332	0.000000	
18000	-24.642860	691	1	0	'0 0 0 0 	24.642920	24.642920	24.642920	24.642920	0.984388	0.011160	0.004452	0.000000	
19000	-24.452382	629	1	0	'0 0 0 0 	24.994557	24.994557	24.994557	24.994557	0.976445	0.020133	0.003421	0.000000	
20000	-24.809423	879	1	0	'0 0 0 0 	23.141071	23.141071	23.141071	23.141071	0.990719	0.007742	0.001539	0.000000	
21000	-23.727004	58	2	0	'1 1 0 0 	2.778325	2.778325	34.714746	34.714746	0.969131	0.030851	0.000018	0.000000	
22000	-23.196396	491	1	0	'0 0 0 0 	24.052381	24.052381	24.052381	24.052381	0.978718	0.016294	0.004988	0.000000	
23000	-22.062396	105	1	0	'0 0 0 0 	47.599403	47.599403	47.599403	47.599403	0.809833	0.187316	0.002852	0.000000	
24000	-21.872721	38	1	0	'0 0 0 0 	47.693165	47.693165	47.693165	47.693165	0.905298	0.071458	0.023244	0.000000	
25000	-25.514619	500	1	0	'0 0 0 0 	13.488419	13.488419	13.488419	13.488419	0.976790	0.023111	0.000099	0.000000	
26000	-24.694124	590	1	0	'0 0 0 0 	13.984901	13.984901	13.984901	13.984901	0.995306	0.002854	0.001841	0.000000	
27000	-22.116560	483	1	0	'0 0 0 0 	31.091292	31.091292	31.091292	31.091292	0.978642	0.020775	0.000583	0.000000	
28000	-22.402066	123	1	0	'0 0 0 0 	34.549211	34.549211	34.549211	34.549211	0.947805	0.040305	0.011890	0.000000	
29000	-24.205646	500	1	0	'0 0 0 0 	18.864741	18.864741	18.864741	18.864741	0.966466	0.033295	0.000238	0.000000	
30000	-22.620935	80	1	0	'0 0 0 0 	42.811883	42.811883	42.811883	42.811883	0.968801	0.025628	0.005571	0.000000	
31000	-22.136572	754	1	0	'0 0 0 0 	53.638896	53.638896	53.638896	53.638896	0.902529	0.095393	0.002078	0.000000	
32000	-23.618904	980	1	0	'0 0 0 0 	23.857404	23.857404	23.857404	23.857404	0.978032	0.018146	0.003822	0.000000	
33000	-22.805795	75	1	0	'0 0 0 0 	23.333056	23.333056	23.333056	23.333056	0.988484	0.006159	0.005357	0.000000	
34000	-23.001009	960	1	0	'0 0 0 0 	33.962313	33.962313	33.962313	33.962313	0.934779	0.057077	0.008144	0.000000	
35000	-23.811303	159	1	0	'0 0 0 0 	23.263784	23.263784	23.263784	23.263784	0.980773	0.011399	0.007828	0.000000	
36000	-25.128431	454	1	0	'0 0 0 0 	15.157773	15.157773	15.157773	15.157773	0.976198	0.015528	0.008274	0.000000	
37000	-24.446731	859	1	0	'0 0 0 0 	18.897660	18.897660	18.897660	18.897660	0.974222	0.019180	0.006598	0.000000	
38000	-23.667690	803	1	0	'0 0 0 0 	24.980012	24.980012	24.980012	24.980012	0.983982	0.015177	0.000841	0.000000	
39000	-23.267583	878	1	0	'0 0 0 0 	31.168917	31.168917	31.168917	31.168917	0.986106	0.013110	0.000784	0.000000	
40000	-26.320001	105	1	0	'0 0 0 0 	11.977928	11.977928	11.977928	11.977928	0.850613	0.149227	0.000161	0.000000	
41000	-22.277002	679	2	0	'1 0 1 1 	34.735569	2.419222	34.735569	34.735569	0.962419	0.037574	0.000007	0.000000	
42000	-22.449465	200	1	0	'0 0 0 0 	23.411430	23.411430	23.411430	23.411430	0.945977	0.050358	0.003666	0.000000	
43000	-23.200426	138	1	0	'0 0 0 0 	38.809385	38.809385	38.809385	38.809385	0.946416	0.038584	0.015000	0.000000	
44000	-22.639155	984	1	0	'0 0 0 0 	31.615260	31.615260	31.615260	31.615260	0.961417	0.035946	0.002637	0.000000	
45000	-22.136384	17	1	0	'0 0 0 0 	39.442556	39.442556	39.442556	39.442556	0.907024	0.086551	0.006425	0.000000	
46000	-23.292451	551	1	0	'0 0 0 0 	27.486279	27.486279	27.486279	27.486279	0.967790	0.029207	0.003004	0.000000	
47000	-26.032636	615	1	0	'0 0 0 0 	12.668728	12.668728	12.668728	12.668728	0.992069	0.005801	0.002130	0.000000	
48000	-22.278988	613	1	0	'0 0 0 0 	44.039761	44.039761	44.039761	44.039761	0.956318	0.036119	0.007564	0.000000	
49000	-22.416946	298	1	0	'0 0 0 0 	29.091145	29.091145	29.091145	29.091145	0.970545	0.023501	0.005954	0.000000	
50000	-23.124646	168	1	0	'0 0 0 0 	28.368527	28.368527	28.368527	28.368527	0.979150	0.014704	0.006146	0.000000	
51000	-21.675784	650	1	0	'0 0 0 0 	39.193661	39.193661	39.193661	39.193661	0.928649	0.050513	0.020837	0.000000	
52000	-21.858951	854	1	0	'0 0 0 0 	39.415886	39.415886	39.415886	39.415886	0.934214	0.056935	0.008852	0.000000	
53000	-23.211730	353	1	0	'0 0 0 0 	17.029325	17.029325	17.029325	17.029325	0.988970	0.004499	0.006531	0.000000	
54000	-26.332409	973	1	0	'0 0 0 0 	13.911846	13.911846	13.911846	13.911846	0.995878	0.003097	0.001025	0.000000	
55000	-23.718138	324	1	0	'0 0 0 0 	17.845415	17.845415	17.845415	17.845415	0.994070	0.004370	0.001560	0.000000	
56000	-22.205129	854	1	0	'0 0 0 0 	29.727706	29.727706	29.727706	29.727706	0.958998	0.035475	0.005527	0.000000	
57000	-24.046392	982	1	0	'0 0 0 0 	18.144046	18.144046	18.144046	18.144046	0.991375	0.006627	0.001998	0.000000	
