Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/austronesian-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/austronesian-iroquois-uni.linealdescent-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2757032716
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-uni.linealdescent-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.611765,0.211765,0.058824,0.117647)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-85.675180	554	1	2	'0 Z 0 0 0 0 Z 0 	D	3.256888	0.000000	3.256888	3.256888	3.256888	3.256888	0.000000	3.256888	0.926708	0.059465	0.012111	0.001716	
12000	-85.297509	342	1	2	'0 Z 0 0 0 0 Z 0 	D	2.629848	0.000000	2.629848	2.629848	2.629848	2.629848	0.000000	2.629848	0.961780	0.034701	0.003439	0.000080	
13000	-87.119962	385	1	2	'0 Z 0 0 0 0 Z 0 	D	4.094374	0.000000	4.094374	4.094374	4.094374	4.094374	0.000000	4.094374	0.932580	0.054642	0.011276	0.001501	
14000	-86.229325	457	1	1	'0 Z 0 0 0 0 0 0 	D	3.077839	0.000000	3.077839	3.077839	3.077839	3.077839	3.077839	3.077839	0.904981	0.079065	0.009487	0.006467	
15000	-85.391596	707	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	4.914836	4.914836	4.914836	4.914836	4.914836	4.914836	0.000000	0.569705	0.063443	0.366851	
16000	-85.085168	64	1	1	'0 Z 0 0 0 0 0 0 	D	3.493521	0.000000	3.493521	3.493521	3.493521	3.493521	3.493521	3.493521	0.878318	0.094895	0.014713	0.012074	
17000	-85.379746	631	1	4	'0 Z 0 0 Z Z Z 0 	D	3.109591	0.000000	3.109591	3.109591	0.000000	0.000000	0.000000	3.109591	0.982270	0.017730	0.000000	0.000000	
18000	-84.253908	166	1	2	'0 Z 0 0 Z 0 0 0 	D	2.051989	0.000000	2.051989	2.051989	0.000000	2.051989	2.051989	2.051989	0.972515	0.027324	0.000000	0.000160	
19000	-85.215919	423	1	3	'0 Z 0 0 Z Z 0 0 	D	2.519127	0.000000	2.519127	2.519127	0.000000	0.000000	2.519127	2.519127	0.945092	0.053668	0.000000	0.001240	
20000	-84.668501	288	1	4	'0 Z 0 0 Z Z Z 0 	D	2.164886	0.000000	2.164886	2.164886	0.000000	0.000000	0.000000	2.164886	0.973524	0.026476	0.000000	0.000000	
21000	-87.825696	997	1	3	'0 Z 0 0 Z Z 0 0 	D	1.560083	0.000000	1.560083	1.560083	0.000000	0.000000	1.560083	1.560083	0.974056	0.025878	0.000000	0.000066	
22000	-85.376966	30	1	1	'0 Z 0 0 0 0 0 0 	D	4.130663	0.000000	4.130663	4.130663	4.130663	4.130663	4.130663	4.130663	0.847471	0.112787	0.020336	0.019405	
23000	-85.138042	507	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	4.080764	4.080764	4.080764	4.080764	4.080764	4.080764	0.000000	0.651250	0.052887	0.295863	
24000	-84.952940	526	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	3.119298	3.119298	3.119298	3.119298	3.119298	3.119298	0.000000	0.857194	0.009962	0.132844	
