"","Absent","Present","D_Estimate","Brownian_Prob","Random_Prob","MG_z.stat","MG_p","MG_bonferroni","MLG_z.stat","MLG_p","MLG_bonferroni","GM_G_CtlP_statistic","GM_G_CtlP_signif","GM_G_CtlP_bonferroni","MP_z.stat","MP_p","MP_bonferroni","PM_P_CtlG_statistic","PM_P_CtlG_signif","PM_P_CtlG_bonferroni"
"nameDescriptive",0,0,0.104235480542705,0.00682058644101806,0.132678290706599,0,0.0197186472418635,0,0,0.0186731167534852,0,0.000298682351569576,0.016344867870549,0,2547.14939050173,0.113648717841721,0,0.00821962412923952,0.0601075600467593,0.0100479817345045
"nameEskimo",0,0,0.0807934959346472,0.0742847051311131,0.00107098927072965,0,0.00128325786603892,0.00641628933019458,0,0.00173463106882845,0.00867315534414227,0.000136385143680684,0.000876803732191409,0.00438401866095705,2955.8301230344,0.0675204955648381,0,0.0035019686383581,0.0412422274049465,0
"nameHawaiian",0,0,0.122198702611199,0.0599194030248872,0.0617621055071528,0,0.0220032848580512,0,0,0.0258674430241686,0,0.00088951596945864,0.0131174046710965,0.0315051690310602,1485.06789518199,0.0281163485014156,0.127599886779362,0.0154986482224079,0.0154876289550935,0
"nameIroquois",0,0,2.74856167836583,0.160369938068318,0.128738249855962,0,0.0249031633240346,0,0,0.0274282304172876,0,0.000844719359839144,0.0164752923876713,0,375.300341086997,0.155762543938182,0,0.019333237388103,0.120879496904032,0.00635704428268452
"nameMixed",0,0,3.28538805116834,0.280615708704933,0.270783524085045,0,0.0306659383645075,0,0,0.0315998488991712,0,0.000649443371539507,0.0161172497883709,0,334.151213220503,0.240604650199654,0.0270692948138979,0.0154729151116827,0.128362271609585,0
