"","Absent","Present","D_Estimate","Brownian_Prob","Random_Prob","MG_z.stat","MG_p","MG_bonferroni","MLG_z.stat","MLG_p","MLG_bonferroni","GM_G_CtlP_statistic","GM_G_CtlP_signif","GM_G_CtlP_bonferroni","MP_z.stat","MP_p","MP_bonferroni","PM_P_CtlG_statistic","PM_P_CtlG_signif","PM_P_CtlG_bonferroni"
"nameCrow",0,0,0.13752935760636,0.0571581903993621,0.0149375616064586,0,0.00869240783407877,0.0521544470044726,0,0.0238163335075268,0,0.00329072264700446,0.027206409165851,0,0.5444507276733,0.0101789985760885,0.0564718615519902,0.00582772960883552,0.00841048275785762,0
"nameEskimo",0,0,0.115000863492948,0.0463968581311757,0.000334159636495287,0,0.0197503310244557,0.0054251422256166,0,0.0181550698859179,0.0367888888979587,0.00537227208600332,0.0481451521409443,0,1.43462788559141,0.01602061622236,0.09612369733416,0.0126867515624094,0.0117653669666466,0.0705922017998798
"nameHawaiian",0,0,0.0570597292225314,0.0210631994096189,0.0326286868753128,0,0.0265015209868153,0,0,0.0315530421745744,0,0.000724953690621798,0.0241743095297723,0,2.3947718525975,0.0689291696339541,0,0.0015180853196016,0.0387787779283672,0
"nameIroquois",0,0,0.10269781999369,0.0758346622330185,0.0053508899281356,0,0.00795339679134145,0.0477203807480487,0,0.0276708174461496,0,0.00349925396831248,0.0272950209593099,0,1.28471924718942,0.00614700623764818,0.0368820374258891,0.00686203846941624,0.00428833462008433,0
"nameOmaha",0,0,0.856911820508512,0.0821645702697191,0.0959237439879233,0,0.024443876597281,0,0,0.024543106732606,0,0.00251529609986323,0.0157100565523131,0.044717760924963,0.131765468323565,0.0519997273805128,0,0.00553036656710845,0.0251471083040587,0
"nameSudanese",0,0,1.53238492893933,0.11153081185481,0.0965621707959635,0,0.0211320003179405,0,0,0.0222659307389489,0,0.00201651924638164,0.0101679423213869,0.0610076539283215,0.12473660751928,0.0393899582738141,0,0.00449198301609606,0.0342740345662054,0
