"","Absent","Present","D_Estimate","Brownian_Prob","Random_Prob","MG_z.stat","MG_p","MG_bonferroni","MLG_z.stat","MLG_p","MLG_bonferroni","GM_G_CtlP_statistic","GM_G_CtlP_signif","GM_G_CtlP_bonferroni","MP_z.stat","MP_p","MP_bonferroni","PM_P_CtlG_statistic","PM_P_CtlG_signif","PM_P_CtlG_bonferroni"
"nameCrow",79,6,-0.114961698717699,0.603177,0.035872,1752616.52680568,0.038902,0.233412,3789.80651350289,0.400074,1,0.012335625073937,0.367933,1,32.7733323051,0.02786,0.166882,-0.115524586225397,0.977246,1
"nameEskimo",71,14,-0.494043831396844,0.806168,0.000107,4905208.28709178,0.21885,0.999708,8155.12598409287,0.179638,0.985226,-0.00389604707629269,0.499591,1,78.03300733796,0.038246,0.229476,0.132540511857655,0.030742,0.184452
"nameHawaiian",37,48,0.660785437414531,0.054233,0.081132,8021595.70226853,0.959346,1,14388.1677669704,0.853818,1,-0.00057868233009422,0.446034,1,131.9687540519,0.595702,1,-0.0096086444875117,0.665224,1
"nameIroquois",70,15,0.0965397896330072,0.46813,0.006853,4216334.10576053,0.031644,0.189864,8460.86429787958,0.483756,1,0.0282607550632454,0.248043,1,74.75083693332,0.00501,0.03006,-0.124786321406934,0.997476,1
"nameOmaha",84,1,2.85977064939915,0.230097,0.700448,430380.24869792,0.37628,1,702.379654448507,0.377326,1,0.0438487283343483,0.170923,0.974744,6.32835467383,0.866518,1,-0.0135241692178785,0.625639,1
"nameSudanese",84,1,-2.06292963530468,0.713623,0.171368,498098.383076019,0.259682,1,709.856090140855,0.28091,1,0.0668424455527474,0.118344,0.710064,6.21983174557,0.825766,1,-0.0347831133351054,0.673792,1
