"","Absent","Present","D_Estimate","Brownian_Prob","Random_Prob","MG_z.stat","MG_p","MG_bonferroni","MLG_z.stat","MLG_p","MLG_bonferroni","GM_G_CtlP_statistic","GM_G_CtlP_signif","GM_G_CtlP_bonferroni","MP_z.stat","MP_p","MP_bonferroni","PM_P_CtlG_statistic","PM_P_CtlG_signif","PM_P_CtlG_bonferroni"
"nameCrow",0,0,0.128964883855303,0.0423291660950497,0.0947233641279263,0,0.0319260885661105,0,0,0.0314669414529662,0,0.00106697142607697,0.0162930402061481,0,379.60503715038,0.0647928522114724,0,0.00592988612406011,0.0304672506860131,0
"nameDescriptive",0,0,0.55108782555909,0.0532019598090853,0.0777755027487951,0,0.0317354641321611,0,0,0.0316917728198418,0,0.0022314091672918,0.0236154100449599,0,241.512972783155,0.0199680223837494,0,0.0163482077298197,0.0119786292437223,0.083850404706056
"nameHawaiian",0,0,0.104848659098877,0.0620060212049255,0.0311380251880657,0,0.0286638825381727,0,0,0.0271994155857844,0,0.00106082658872441,0.0156428685136498,0,819.357643735665,0.0417900699442576,0,0.00709483692843093,0.021340028134958,0
"nameIroquois",0,0,0.0799061637957419,0.0737801175232308,0.00524533101886787,0,0.00637245699932202,0.0446071989952542,0,0.00354657217241863,0.0248260052069304,0.00122612028165059,0.00213801663115962,0.0149661164181173,1676.27269264367,0.0500331572141997,0.155531050464718,0.00940356433275526,0.0427690983277854,0.166950316993842
"nameMixed",0,0,0.506236685019044,0.0515481354295795,0.0361847358717749,0,0.023035158313294,0,0,0.0217122781628972,0,0.000561742384031643,0.0101391596574153,0.0701353723127599,70.6514141336983,0.112250668651071,0.0101509112891405,0.00367974339344183,0.0727222696531365,0
"nameOmaha",0,0,0.110689506138599,0.0456040600088335,0.0801396315910645,0,0.0253004889031564,0,0,0.0225081187888151,0,0.00174640590811251,0.0140466973237735,0,778.502743518912,0.0484921151243089,0,0.0125254112406755,0.0266344372805068,0.00335355726749169
"nameSudanese",0,0,0.252871617272634,0.0741414828451554,0.107691320711358,0,0.0316814999872393,0,0,0.0296655211169995,0,0.00301054926831749,0.0216295940632121,0,210.97770682336,0.0300492136209792,0.0012744156053404,0.0169107749743766,0.0143414103578083,0.100389872504658
