"","Absent","Present","D_Estimate","Brownian_Prob","Random_Prob","MG_z.stat","MG_p","MG_bonferroni","MLG_z.stat","MLG_p","MLG_bonferroni","GM_G_CtlP_statistic","GM_G_CtlP_signif","GM_G_CtlP_bonferroni","MP_z.stat","MP_p","MP_bonferroni","PM_P_CtlG_statistic","PM_P_CtlG_signif","PM_P_CtlG_bonferroni"
"nameCrow",0,0,2.11220584348609,0.20094491492405,0.190396939562049,0,0.0250645292520451,0,0,0.0273526119663439,0,0.00471264146319744,0.0317325118972846,0,0.00365243189049875,0.226199785939685,0.0503276343053672,0.0355681515231879,0.117452708025923,0.152229366799301
"nameEskimo",0,0,2.76051367735278,0.173747387876174,0.177570463728033,0,0.0313170300694745,0,0,0.0308073469910771,0,0.00491670855143424,0.0284208468476141,0,0.00358279254023506,0.214547985164014,0.0822453499815862,0.0358472842861104,0.11081903357367,0.225334218631095
"nameHawaiian",0,0,0.140476401564719,0.0500757087579158,0.00280214346670687,0,0.021418599870683,0.0368951789564738,0,0.029119903584744,0,0.00493089528128169,0.0287773759812873,0,0.0155768736321698,0.0390714830123555,0.154807793075145,0.0219671144229317,0.0203507088414716,0.0814028353658864
"nameIroquois",0,0,0.15524262410274,0.00991251900543112,9.98697850902563e-05,0,0.0299941987050156,0,0,0.0201933515654893,0,0.00672639363817117,0.0294883627646321,0,0.0117720557612017,0.0803461151158798,0.190125798131435,0.0347312561042564,0.0412004392232922,0.163810232061761
