"","Absent","Present","D_Estimate","Brownian_Prob","Random_Prob","MG_z.stat","MG_p","MG_bonferroni","MLG_z.stat","MLG_p","MLG_bonferroni","GM_G_CtlP_statistic","GM_G_CtlP_signif","GM_G_CtlP_bonferroni","MP_z.stat","MP_p","MP_bonferroni","PM_P_CtlG_statistic","PM_P_CtlG_signif","PM_P_CtlG_bonferroni"
"nameCrow",65,4,1.10484182143791,0.129384,0.524702,348598.288423607,0.886988,1,1823.44606107126,0.857042,1,-0.0107044190972696,0.511548,1,15359.5656658819,0.627304,1,-0.0629458170501879,0.670167,1
"nameDescriptive",68,1,2.94059451931189,0.066339,0.881399,93014.6421250127,0.783384,1,477.29666919329,0.899648,1,-0.0312070256440821,0.603064,1,5417.87862589004,0.232702,1,0.135999463781787,0.076673,0.536711
"nameHawaiian",60,9,0.404786590435728,0.296509,0.083342,792380.620081795,0.523616,1,3835.77444811527,0.49646,1,0.0311518894682491,0.283558,1,35032.6235710817,0.541908,1,0.0400425157333898,0.287686,1
"nameIroquois",25,44,0.165594810423861,0.362458,0.007996,1636008.45553295,0.02278,0.15946,7853.27693587172,0.006602,0.046214,0.104868758974503,0.005384,0.037688,71119.7151790792,0.151136,0.891807,0.0511595567459243,0.138132,0.863492
"nameMixed",68,1,-2.43182341826586,0.833712,0.039885,116322.817635045,0.31961,1,500.445874489402,0.29018,1,0.0858619263312019,0.120662,0.844289,3836.25827251485,0.91614,0.999679,-0.066793918277741,0.854255,1
"nameOmaha",61,8,0.766562574122219,0.140021,0.274053,733279.948290159,0.392624,1,3484.3201882192,0.309198,1,0.051275637629913,0.197402,1,32352.9140866898,0.396484,1,0.0673819271283153,0.218488,0.99987
"nameSudanese",67,2,1.05140586863765,0.287191,0.458692,169263.564058002,0.717826,1,929.735578408386,0.62327,1,-0.0655336572861136,0.83995,1,10075.7466053909,0.223346,0.999933,0.147588615958107,0.082825,0.579775
