Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3042932780
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.772152,0.050633,0.101266,0.075949)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000084
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       79
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-70.538332	670	1	0	'0 0 0 0 	0.931102	0.931102	0.931102	0.931102	0.996626	0.001115	0.002230	0.000029	
12000	-70.606401	160	1	0	'0 0 0 0 	1.119366	1.119366	1.119366	1.119366	0.997976	0.000671	0.001343	0.000010	
13000	-74.876040	85	1	0	'0 0 0 0 	1.585791	1.585791	1.585791	1.585791	0.994281	0.001879	0.003759	0.000081	
14000	-68.878377	944	2	0	'0 0 0 1 	1.970609	1.970609	1.970609	10.297231	0.935728	0.055246	0.005387	0.003638	
15000	-66.780146	939	2	0	'0 0 0 1 	0.832512	0.832512	0.832512	7.779206	0.952912	0.046524	0.000362	0.000202	
16000	-72.834424	665	1	0	'0 0 0 0 	0.403657	0.403657	0.403657	0.403657	0.999655	0.000115	0.000230	0.000000	
17000	-71.495213	827	1	0	'0 0 0 0 	0.869871	0.869871	0.869871	0.869871	0.997581	0.000801	0.001603	0.000015	
18000	-71.443811	62	1	0	'0 0 0 0 	0.677632	0.677632	0.677632	0.677632	0.998983	0.000338	0.000677	0.000003	
19000	-70.772073	38	1	0	'0 0 0 0 	0.663290	0.663290	0.663290	0.663290	0.999838	0.000054	0.000108	0.000000	
20000	-67.750710	169	2	0	'1 0 1 0 	5.545175	32.722660	5.545175	32.722660	0.772152	0.050633	0.101266	0.075949	
