Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/austronesian-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/austronesian-iroquois-uni.linealdescent-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            663061948
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/austronesian-iroquois-uni.linealdescent-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.611765,0.211765,0.058824,0.117647)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.085378
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-88.517490	546	6.389137	20.459647	0.628446	4.265820	0.066395	0.596110	0.006383	0.331112	
12000	-85.426559	536	2.028361	5.669178	0.963394	2.771159	0.332307	0.473406	0.021047	0.173240	
13000	-85.923237	72	1.314422	5.426339	1.553448	2.454207	0.682843	0.163383	0.064545	0.089229	
14000	-90.183132	380	3.172492	15.333320	5.464041	10.163769	0.608864	0.213113	0.058903	0.119120	
15000	-86.820770	487	1.293853	1.525633	2.282251	2.426543	0.894448	0.101683	0.002335	0.001534	
16000	-84.741871	856	2.027336	7.234408	0.502027	2.911130	0.098077	0.577139	0.009280	0.315505	
17000	-86.269462	763	0.727026	5.381743	0.679039	4.753620	0.084992	0.378695	0.020054	0.516259	
18000	-88.057185	380	4.913539	13.485147	1.942883	4.100436	0.450319	0.326648	0.042965	0.180068	
19000	-84.601522	333	0.881963	6.130422	0.256019	2.459848	0.009548	0.410129	0.002329	0.577994	
20000	-84.942819	28	1.446374	9.023801	0.662614	2.753920	0.143021	0.469189	0.019434	0.368356	
21000	-85.941552	476	2.284472	8.443396	1.568026	2.317533	0.694882	0.152341	0.067401	0.085376	
22000	-85.327454	241	1.825702	5.599169	0.178222	3.875510	0.004473	0.720899	0.000295	0.274334	
23000	-85.217709	476	1.416771	4.445967	0.295347	4.095532	0.031648	0.751181	0.001572	0.215599	
24000	-88.335162	613	3.219483	8.488670	3.127636	4.087447	0.657554	0.188726	0.057827	0.095893	
25000	-88.221308	386	2.645587	11.800711	1.600940	5.562289	0.366460	0.382324	0.035746	0.215471	
26000	-85.613296	167	1.181286	6.300472	2.441203	3.930105	0.516812	0.207555	0.083012	0.192620	
27000	-84.998414	344	0.381905	4.264780	0.631009	2.781754	0.095322	0.371984	0.022622	0.510072	
28000	-86.105101	133	1.096609	3.290186	1.136899	2.360687	0.641915	0.308921	0.013004	0.036159	
29000	-84.818812	1	1.036507	5.617801	0.582787	3.609526	0.051594	0.456419	0.009441	0.482546	
30000	-85.936515	469	0.706193	5.168146	2.582762	4.708290	0.389365	0.201475	0.102554	0.306605	
31000	-84.443784	107	1.540100	6.428280	1.016061	3.860250	0.248183	0.452434	0.025959	0.273424	
32000	-85.131494	708	1.099883	6.997934	0.150463	2.989537	0.001911	0.457850	0.000390	0.539849	
33000	-85.528782	983	2.493062	8.637096	0.044391	3.500898	0.000189	0.650637	0.000018	0.349156	
34000	-92.060496	489	2.565471	10.983477	6.915161	7.422881	0.616381	0.205908	0.060649	0.117061	
35000	-86.190010	624	0.609123	4.657759	2.213627	4.655230	0.387221	0.235000	0.083830	0.293949	
36000	-89.511034	903	0.847613	2.818199	1.422934	0.370150	0.979534	0.003809	0.016291	0.000366	
37000	-85.663532	536	1.207812	7.420982	1.508684	4.083143	0.280898	0.321183	0.052314	0.345605	
38000	-84.505987	943	1.365108	7.936733	0.324153	3.235779	0.014183	0.517215	0.002214	0.466389	
39000	-86.692405	161	5.366330	25.363326	1.424319	3.748281	0.357851	0.390689	0.034409	0.217051	
40000	-85.805549	313	1.043044	1.807547	0.522292	2.018588	0.342496	0.647461	0.000842	0.009201	
41000	-87.455653	828	2.778619	9.254433	0.978269	1.856505	0.701511	0.150864	0.065830	0.081796	
42000	-85.062709	440	1.664129	6.699081	0.820005	3.032733	0.198173	0.485632	0.020859	0.295336	
43000	-86.457024	885	1.490918	3.456665	1.574957	2.675721	0.679611	0.283265	0.010892	0.026231	
44000	-84.989593	872	1.841183	6.439048	0.445416	3.771420	0.040940	0.635408	0.003569	0.320082	
45000	-87.461346	45	4.146318	24.407708	0.080757	3.027728	0.001031	0.642125	0.000099	0.356745	
46000	-88.747707	866	0.766381	0.253403	3.860726	8.417887	0.722958	0.276689	0.000110	0.000243	
47000	-87.182837	499	6.558275	22.961461	0.565669	2.582920	0.133645	0.548685	0.012850	0.304820	
48000	-87.289032	491	1.062406	6.890892	0.681757	1.843038	0.437702	0.195997	0.102113	0.264187	
49000	-84.614252	487	2.233051	6.856564	0.573285	3.373987	0.072836	0.625670	0.005955	0.295540	
50000	-85.407206	596	1.679593	8.331389	0.019283	2.502967	0.001126	0.600328	0.000129	0.398417	
51000	-86.365624	102	2.376556	12.970838	1.365101	3.525988	0.379100	0.371875	0.037348	0.211677	
52000	-87.181815	647	3.922337	24.678830	0.277844	3.191634	0.015606	0.631840	0.001501	0.351053	
53000	-84.975503	727	0.845632	5.047894	0.032328	3.545306	0.000091	0.510655	0.000015	0.489239	
54000	-84.772345	904	1.450490	5.339246	0.951549	2.583587	0.414923	0.365521	0.036053	0.183503	
55000	-88.713397	46	0.678664	4.165828	4.483769	6.342958	0.552453	0.185657	0.089028	0.172863	
56000	-86.358906	741	0.907295	2.786505	0.856199	3.884234	0.258531	0.668736	0.004561	0.068172	
57000	-85.852148	582	0.527935	5.052788	1.477022	3.800288	0.241730	0.253838	0.071377	0.433056	
58000	-85.569725	870	0.780005	6.571596	1.289079	4.551380	0.174865	0.268586	0.056363	0.500186	
59000	-86.347220	82	0.618629	5.697059	1.716746	5.002080	0.202301	0.230793	0.074676	0.492230	
60000	-89.126639	864	1.900133	1.884853	2.665125	4.220526	0.721040	0.271017	0.002504	0.005439	
61000	-84.437739	788	2.007443	8.061220	0.375620	3.084238	0.027051	0.608092	0.002788	0.362070	
62000	-85.372938	745	1.966443	8.345723	1.904880	3.896877	0.422989	0.329385	0.045029	0.202596	
63000	-85.331289	546	2.121959	6.804715	0.856487	3.210051	0.175680	0.550595	0.014325	0.259399	
64000	-87.969307	562	2.170930	9.435096	1.469110	1.733267	0.828573	0.053309	0.086109	0.032009	
65000	-84.681855	643	1.588663	4.254389	0.694660	3.368682	0.137918	0.725650	0.004345	0.132086	
66000	-86.737255	252	0.897100	6.480398	1.716846	4.058548	0.198428	0.275380	0.058346	0.467846	
67000	-85.351546	552	0.912617	0.175664	1.606660	3.519529	0.579782	0.420066	0.000029	0.000123	
68000	-85.222635	561	0.512961	4.388154	0.523549	2.860740	0.072583	0.416026	0.014989	0.496402	
