Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/austronesian-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/austronesian-iroquois-uni.linealdescent-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2127952645
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-uni.linealdescent-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.611765,0.211765,0.058824,0.117647)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-88.425141	760	1	1	'0 Z 0 0 0 0 0 0 	D	5.563483	0.000000	5.563483	5.563483	5.563483	5.563483	5.563483	5.563483	0.726882	0.165519	0.043219	0.064380	
12000	-84.087761	414	1	2	'0 Z 0 0 0 0 Z 0 	D	2.596469	0.000000	2.596469	2.596469	2.596469	2.596469	0.000000	2.596469	0.964917	0.033078	0.001973	0.000033	
13000	-86.505476	510	1	2	'0 Z 0 0 0 0 Z 0 	D	3.248847	0.000000	3.248847	3.248847	3.248847	3.248847	0.000000	3.248847	0.967514	0.029383	0.003035	0.000068	
14000	-84.483644	653	1	1	'0 Z 0 0 0 0 0 0 	D	2.768004	0.000000	2.768004	2.768004	2.768004	2.768004	2.768004	2.768004	0.923001	0.065315	0.007593	0.004091	
15000	-83.849366	442	1	4	'0 Z 0 0 Z Z Z 0 	D	2.035801	0.000000	2.035801	2.035801	0.000000	0.000000	0.000000	2.035801	0.976545	0.023455	0.000000	0.000000	
16000	-85.020608	223	1	2	'0 Z 0 0 0 0 Z 0 	D	2.236371	0.000000	2.236371	2.236371	2.236371	2.236371	0.000000	2.236371	0.975568	0.023198	0.001225	0.000009	
17000	-84.398143	638	1	3	'0 Z 0 0 Z Z 0 0 	D	2.168659	0.000000	2.168659	2.168659	0.000000	0.000000	2.168659	2.168659	0.965391	0.034316	0.000000	0.000294	
18000	-85.210978	32	1	1	'0 Z 0 0 0 0 0 0 	D	1.954444	0.000000	1.954444	1.954444	1.954444	1.954444	1.954444	1.954444	0.935871	0.056013	0.005723	0.002392	
19000	-84.693760	442	1	3	'Z Z 0 0 0 Z 0 0 	D	0.000000	0.000000	3.143511	3.143511	3.143511	0.000000	3.143511	3.143511	0.000000	0.905863	0.000000	0.094137	
20000	-84.355591	879	1	2	'0 Z 0 0 Z 0 0 0 	D	3.031775	0.000000	3.031775	3.031775	0.000000	3.031775	3.031775	3.031775	0.948301	0.050729	0.000009	0.000962	
