Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-absenceofcousinmarriage.preference.bttrees
Data File Name:                  ./data/austronesian-eskimo-absenceofcousinmarriage.preference.btdata
Log File Name:                   ./output/austronesian-eskimo-absenceofcousinmarriage.preference-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4167731715
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      65000000
Burn in:                         55000000
MCMC ML Start:                   False
Schedule File:                   ./output/austronesian-eskimo-absenceofcousinmarriage.preference-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.683544,0.151899,0.164557,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.083703
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - exp 10.00 
        q13 - exp 10.00 
        q21 - exp 10.00 
        q24 - exp 10.00 
        q31 - exp 10.00 
        q34 - exp 10.00 
        q42 - exp 10.00 
        q43 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       79
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
55001000	-63.294540	722	9.299493	0.848682	49.467727	9.079035	2.407498	1.161904	69.741574	14.657166	0.574366	0.129514	0.296120	0.000000	
55002000	-60.485344	819	4.758168	0.188043	20.682520	0.047544	2.985873	0.221471	19.423852	0.785305	0.032244	0.001890	0.965867	0.000000	
55003000	-68.862349	368	7.671926	2.404715	45.554897	7.856637	0.824557	13.600729	52.148757	39.114787	0.690635	0.153272	0.156094	0.000000	
55004000	-62.465163	70	5.103259	0.168051	20.861004	0.988594	4.767292	0.471321	4.896028	27.668394	0.040661	0.018438	0.940900	0.000000	
55005000	-63.168235	149	8.019961	0.986969	40.224130	0.558210	4.338302	0.577495	12.393250	0.627537	0.460625	0.096126	0.443250	0.000000	
55006000	-64.284507	760	5.975382	0.742241	23.539523	2.809073	5.871100	2.794534	0.743705	42.231699	0.599919	0.143374	0.256707	0.000000	
55007000	-65.136183	630	2.339087	1.078816	6.626377	3.088924	6.514298	0.088223	49.191447	12.970040	0.576442	0.102453	0.321106	0.000000	
55008000	-64.260786	470	2.447440	2.410688	8.353579	1.309890	7.776203	0.348860	0.458779	28.293683	0.661249	0.119533	0.219218	0.000000	
55009000	-64.567333	780	4.686104	1.690751	26.460610	1.219249	5.808333	0.962725	12.877966	12.810055	0.645968	0.141261	0.212771	0.000000	
55010000	-62.243468	546	6.934114	0.184783	16.929810	0.631785	3.606050	0.015994	26.072484	2.102321	0.016249	0.000788	0.982963	0.000000	
55011000	-66.556344	434	0.985069	1.730420	3.402762	0.814418	5.715349	0.795133	28.930431	7.325636	0.726988	0.026023	0.246989	0.000000	
55012000	-68.135127	674	17.511822	0.718321	35.340509	1.130993	3.210374	3.524961	6.640608	16.931726	0.391564	0.089202	0.519234	0.000000	
55013000	-65.366181	300	3.888593	0.929131	17.602270	2.329954	1.525308	3.327541	15.761694	14.423274	0.645810	0.147116	0.207074	0.000000	
55014000	-64.428522	198	3.024007	1.088805	12.901382	0.798908	3.610157	2.436971	28.657102	9.194112	0.475174	0.084411	0.440415	0.000000	
55015000	-65.439886	584	2.985098	0.381332	10.101340	2.972277	1.656539	6.146575	12.187602	42.688382	0.554574	0.164784	0.280642	0.000000	
55016000	-65.262244	215	6.848176	0.139653	17.916994	3.009400	5.114437	3.860188	8.666437	35.400405	0.333567	0.112098	0.554335	0.000000	
55017000	-63.752182	844	3.506036	0.743734	14.760398	0.544559	4.433164	1.027572	26.488857	5.545805	0.228528	0.034005	0.737467	0.000000	
55018000	-61.577769	811	6.258671	0.194755	24.973654	2.116346	1.889617	1.001748	54.198315	3.602484	0.006856	0.001327	0.991818	0.000000	
55019000	-64.231176	504	5.737217	0.075318	11.434499	0.360170	2.365064	0.730353	8.107793	21.497857	0.002419	0.001201	0.996380	0.000000	
55020000	-64.706278	439	6.779283	0.726638	36.727147	0.770907	3.424085	3.876179	4.643105	15.591962	0.383646	0.085324	0.531030	0.000000	
55021000	-65.795616	616	3.449372	1.717318	19.170003	1.638499	12.734827	4.633098	1.055200	34.106858	0.645640	0.146421	0.207939	0.000000	
55022000	-64.246125	859	5.138801	0.730104	23.870735	3.274977	2.342273	2.752054	16.751859	15.974803	0.543876	0.132379	0.323745	0.000000	
55023000	-61.515422	745	9.268974	0.108567	42.270983	0.871792	3.086919	3.576488	0.946788	29.572954	0.011722	0.006424	0.981854	0.000000	
55024000	-68.324299	524	12.007915	1.342942	40.618676	3.704126	5.929849	5.145186	4.246943	19.823084	0.666869	0.149532	0.183599	0.000000	
55025000	-63.066518	103	4.859539	0.425324	13.601017	2.552724	3.258904	0.015617	20.523328	9.029654	0.146841	0.040767	0.812392	0.000000	
