Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-uni.localresidence.bttrees
Data File Name:                  ./data/uto-iroquois-uni.localresidence.btdata
Log File Name:                   ./output/uto-iroquois-uni.localresidence-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2869921199
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-uni.localresidence-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.409091,0.409091,0.000000,0.181818)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.121603
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-19.135416	318	1	5	'0 Z 0 0 Z Z Z Z 	D	57.955030	0.000000	57.955030	57.955030	0.000000	0.000000	0.000000	0.000000	0.767785	0.232215	0.000000	0.000000	
12000	-25.562484	66	1	1	'0 0 0 0 Z 0 0 0 	D	19.480883	19.480883	19.480883	19.480883	0.000000	19.480883	19.480883	19.480883	0.334403	0.663582	0.000000	0.002015	
13000	-21.593555	617	1	2	'0 Z 0 0 0 0 Z 0 	D	35.693041	0.000000	35.693041	35.693041	35.693041	35.693041	0.000000	35.693041	0.775976	0.224005	0.000000	0.000019	
14000	-24.132930	564	1	5	'0 Z 0 0 Z Z Z Z 	D	18.713148	0.000000	18.713148	18.713148	0.000000	0.000000	0.000000	0.000000	0.303410	0.696590	0.000000	0.000000	
15000	-20.982644	936	1	3	'0 Z 0 0 0 0 Z Z 	D	45.843569	0.000000	45.843569	45.843569	45.843569	45.843569	0.000000	0.000000	0.571489	0.428511	0.000000	0.000000	
16000	-19.638346	799	1	4	'0 Z 0 0 0 Z Z Z 	D	40.919796	0.000000	40.919796	40.919796	40.919796	0.000000	0.000000	0.000000	0.345209	0.654791	0.000000	0.000000	
17000	-25.512040	15	1	3	'0 0 0 0 0 Z Z Z 	D	20.563104	20.563104	20.563104	20.563104	20.563104	0.000000	0.000000	0.000000	0.611664	0.388336	0.000000	0.000000	
18000	-20.810842	512	1	3	'0 Z 0 0 0 0 Z Z 	D	31.418220	0.000000	31.418220	31.418220	31.418220	31.418220	0.000000	0.000000	0.450840	0.549160	0.000000	0.000000	
19000	-23.469495	297	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	45.096771	45.096771	45.096771	45.096771	45.096771	45.096771	0.000000	0.990023	0.000000	0.009977	
20000	-23.321092	134	1	1	'0 0 0 Z 0 0 0 0 	D	26.800842	26.800842	26.800842	0.000000	26.800842	26.800842	26.800842	26.800842	0.969024	0.030640	0.000000	0.000337	
21000	-20.640622	773	1	2	'0 Z 0 0 0 0 0 Z 	D	64.317462	0.000000	64.317462	64.317462	64.317462	64.317462	64.317462	0.000000	0.717853	0.280675	0.000000	0.001472	
22000	-21.538317	222	1	2	'0 Z 0 0 Z 0 0 0 	D	47.829399	0.000000	47.829399	47.829399	0.000000	47.829399	47.829399	47.829399	0.733162	0.264562	0.000000	0.002276	
23000	-19.819435	29	1	3	'0 Z 0 0 0 0 Z Z 	D	51.851584	0.000000	51.851584	51.851584	51.851584	51.851584	0.000000	0.000000	0.709198	0.290802	0.000000	0.000000	
24000	-23.665893	238	1	3	'0 0 0 0 0 Z Z Z 	D	19.420933	19.420933	19.420933	19.420933	19.420933	0.000000	0.000000	0.000000	0.571494	0.428506	0.000000	0.000000	
25000	-19.413758	799	1	2	'0 Z 0 0 0 0 0 Z 	D	53.284093	0.000000	53.284093	53.284093	53.284093	53.284093	53.284093	0.000000	0.374624	0.614323	0.000000	0.011054	
26000	-22.959089	722	1	2	'0 Z 0 0 0 0 0 Z 	D	27.083459	0.000000	27.083459	27.083459	27.083459	27.083459	27.083459	0.000000	0.538327	0.459578	0.000000	0.002095	
27000	-24.295413	111	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	66.074391	66.074391	0.000000	66.074391	66.074391	66.074391	0.000000	0.976841	0.000000	0.023159	
