Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-hawaiian-bi.linealdescent.bttrees
Data File Name:                  ./data/uto-hawaiian-bi.linealdescent.btdata
Log File Name:                   ./output/uto-hawaiian-bi.linealdescent-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2795537216
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-hawaiian-bi.linealdescent-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.304348,0.000000,0.652174,0.043478)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.127349
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       23
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-16.129451	732	1	2	'Z 0 0 0 0 0 Z 0 	D	0.000000	7.491537	7.491537	7.491537	7.491537	7.491537	0.000000	7.491537	0.011965	0.000000	0.988028	0.000007	
12000	-12.227119	536	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	46.273353	46.273353	46.273353	0.000000	46.273353	0.000000	0.000000	0.999757	0.000243	
13000	-13.225051	282	2	0	'1 0 0 0 1 1 0 1 	D	42.531918	24.145020	24.145020	24.145020	42.531918	42.531918	24.145020	42.531918	0.013489	0.000000	0.986285	0.000226	
14000	-12.907773	316	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	24.219243	24.219243	24.219243	24.219243	0.000000	24.219243	0.000000	0.000000	0.999899	0.000101	
15000	-13.870005	727	1	2	'0 0 0 0 0 0 Z Z 	D	24.315725	24.315725	24.315725	24.315725	24.315725	24.315725	0.000000	0.000000	0.019394	0.000000	0.980606	0.000000	
16000	-15.190541	522	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	7.881333	7.881333	7.881333	7.881333	7.881333	0.000000	0.000000	0.999991	0.000009	
17000	-13.941921	432	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	17.007541	0.000000	17.007541	17.007541	17.007541	0.000000	0.000000	0.058815	0.000000	0.941185	0.000000	
18000	-13.414695	792	1	3	'0 0 0 Z 0 0 Z Z 	D	21.687527	21.687527	21.687527	0.000000	21.687527	21.687527	0.000000	0.000000	0.016001	0.000000	0.983999	0.000000	
19000	-14.945415	91	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	6.950767	6.950767	6.950767	0.000000	6.950767	0.000000	0.000000	0.999989	0.000011	
20000	-13.046182	489	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	27.909651	0.000000	0.000000	27.909651	27.909651	27.909651	0.000000	0.005402	0.000000	0.994598	0.000000	
21000	-18.278875	496	1	1	'0 0 Z 0 0 0 0 0 	D	5.508971	5.508971	0.000000	5.508971	5.508971	5.508971	5.508971	5.508971	0.001883	0.000000	0.998115	0.000002	
22000	-14.840824	980	1	2	'0 0 0 0 0 0 Z Z 	D	11.163771	11.163771	11.163771	11.163771	11.163771	11.163771	0.000000	0.000000	0.007242	0.000000	0.992758	0.000000	
23000	-13.692446	722	1	2	'0 Z 0 0 0 0 0 Z 	D	16.303871	0.000000	16.303871	16.303871	16.303871	16.303871	16.303871	0.000000	0.000000	0.000000	1.000000	0.000000	
24000	-12.335558	105	1	5	'Z 0 Z Z 0 0 Z Z 	D	0.000000	29.290172	0.000000	0.000000	29.290172	29.290172	0.000000	0.000000	0.002858	0.000000	0.997142	0.000000	
25000	-12.904419	243	2	1	'0 Z 1 0 1 0 1 1 	D	3.412876	0.000000	35.963670	3.412876	35.963670	3.412876	35.963670	35.963670	0.000000	0.000000	0.999639	0.000361	
26000	-13.451590	822	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	19.182543	19.182543	19.182543	19.182543	0.000000	19.182543	0.000000	0.000000	0.999953	0.000047	
27000	-15.834674	691	1	1	'0 0 0 0 0 0 Z 0 	D	9.620424	9.620424	9.620424	9.620424	9.620424	9.620424	0.000000	9.620424	0.021962	0.000000	0.978034	0.000003	
28000	-13.577925	492	1	1	'0 0 0 Z 0 0 0 0 	D	27.414913	27.414913	27.414913	0.000000	27.414913	27.414913	27.414913	27.414913	0.034417	0.000000	0.965497	0.000087	
29000	-12.491018	986	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	34.092814	0.000000	34.092814	34.092814	34.092814	0.000000	0.000000	0.026040	0.000000	0.973960	0.000000	
30000	-14.065153	706	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	11.978074	0.000000	0.000000	11.978074	11.978074	11.978074	0.000000	0.019074	0.000000	0.980926	0.000000	
31000	-14.044443	841	1	2	'0 0 Z Z 0 0 0 0 	D	13.228886	13.228886	0.000000	0.000000	13.228886	13.228886	13.228886	13.228886	0.015694	0.000000	0.984265	0.000041	
32000	-12.231457	293	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	32.108190	32.108190	32.108190	32.108190	32.108190	32.108190	0.000000	0.000000	0.999874	0.000126	
33000	-13.196367	165	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	19.164464	0.000000	19.164464	19.164464	19.164464	0.000000	0.000000	0.003295	0.000000	0.996705	0.000000	
34000	-12.812108	363	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	23.707704	23.707704	23.707704	23.707704	23.707704	0.000000	0.000000	0.000000	1.000000	0.000000	
35000	-13.106478	536	1	2	'0 Z 0 0 0 0 Z 0 	D	24.172773	0.000000	24.172773	24.172773	24.172773	24.172773	0.000000	24.172773	0.000000	0.000000	0.999948	0.000052	
36000	-13.563080	333	1	2	'0 0 0 Z 0 0 Z 0 	D	23.614979	23.614979	23.614979	0.000000	23.614979	23.614979	0.000000	23.614979	0.039294	0.000000	0.960587	0.000119	
37000	-14.013696	440	1	1	'0 Z 0 0 0 0 0 0 	D	10.251990	0.000000	10.251990	10.251990	10.251990	10.251990	10.251990	10.251990	0.000000	0.000000	0.997922	0.002078	
38000	-12.865691	394	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	24.194363	24.194363	24.194363	24.194363	24.194363	0.000000	0.000000	0.000000	1.000000	0.000000	
39000	-12.849902	664	1	2	'0 Z 0 0 0 0 Z 0 	D	16.053099	0.000000	16.053099	16.053099	16.053099	16.053099	0.000000	16.053099	0.000000	0.000000	0.999948	0.000052	
40000	-11.778729	597	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	37.466535	37.466535	37.466535	37.466535	0.000000	37.466535	0.000000	0.000000	0.999768	0.000232	
41000	-13.485195	985	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	11.279695	11.279695	11.279695	11.279695	11.279695	11.279695	0.000000	0.000000	0.999989	0.000011	
42000	-12.844702	259	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	21.558681	21.558681	21.558681	21.558681	0.000000	21.558681	0.000000	0.000000	0.999891	0.000109	
43000	-12.401015	140	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	57.674852	57.674852	57.674852	0.000000	57.674852	0.000000	0.000000	0.999495	0.000505	
44000	-13.411602	410	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	19.273315	19.273315	19.273315	19.273315	19.273315	0.000000	0.000000	0.000000	1.000000	0.000000	
45000	-12.144587	176	1	2	'Z 0 0 0 0 0 Z 0 	D	0.000000	36.113814	36.113814	36.113814	36.113814	36.113814	0.000000	36.113814	0.023947	0.000000	0.975958	0.000095	
46000	-15.699808	648	1	2	'0 0 0 0 0 0 Z Z 	D	9.076578	9.076578	9.076578	9.076578	9.076578	9.076578	0.000000	0.000000	0.017754	0.000000	0.982246	0.000000	
47000	-12.295988	242	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	22.983748	22.983748	22.983748	22.983748	22.983748	0.000000	0.000000	0.999911	0.000089	
48000	-13.551219	329	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	11.724026	11.724026	11.724026	11.724026	11.724026	11.724026	0.000000	0.006583	0.000000	0.993417	0.000000	
49000	-12.622879	637	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	27.795411	27.795411	27.795411	27.795411	27.795411	0.000000	0.000000	0.000000	1.000000	0.000000	
50000	-13.036324	258	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	19.589926	19.589926	19.589926	19.589926	19.589926	19.589926	0.000000	0.000000	0.999961	0.000039	
51000	-15.663177	640	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	7.991935	7.991935	7.991935	0.000000	7.991935	0.000000	0.000000	0.999972	0.000028	
52000	-12.732063	859	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	23.791194	23.791194	23.791194	23.791194	0.000000	23.791194	0.000000	0.000000	0.999958	0.000042	
53000	-14.605886	39	1	5	'Z 0 Z Z 0 0 Z Z 	D	0.000000	13.655276	0.000000	0.000000	13.655276	13.655276	0.000000	0.000000	0.008990	0.000000	0.991010	0.000000	
54000	-14.569570	939	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	12.352397	12.352397	12.352397	0.000000	12.352397	0.000000	0.000000	0.999990	0.000010	
55000	-13.425609	86	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	19.037514	0.000000	0.000000	19.037514	19.037514	19.037514	0.000000	0.054510	0.000000	0.945490	0.000000	
56000	-12.599224	860	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	19.960535	0.000000	0.000000	19.960535	19.960535	19.960535	19.960535	0.024074	0.000000	0.975875	0.000051	
57000	-13.277811	287	2	3	'Z 0 Z Z 0 0 1 1 	D	0.000000	23.545601	0.000000	0.000000	23.545601	23.545601	2.399890	2.399890	0.034582	0.000000	0.965418	0.000000	
58000	-12.288384	280	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	42.191090	42.191090	42.191090	0.000000	42.191090	0.000000	0.000000	0.999541	0.000459	
59000	-14.024741	121	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	19.309124	0.000000	0.000000	19.309124	19.309124	19.309124	19.309124	0.034416	0.000000	0.965564	0.000020	
60000	-15.510425	900	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	10.070888	10.070888	10.070888	10.070888	10.070888	0.000000	0.000000	0.999996	0.000004	
61000	-14.919152	853	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	9.555225	0.000000	9.555225	9.555225	9.555225	9.555225	9.555225	0.000285	0.000000	0.999250	0.000465	
62000	-13.145277	776	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	23.429447	0.000000	23.429447	23.429447	23.429447	23.429447	23.429447	0.077985	0.000000	0.921983	0.000032	
63000	-12.746217	594	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	20.291301	20.291301	20.291301	20.291301	20.291301	0.000000	0.000000	0.999951	0.000049	
64000	-14.962526	914	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	11.681295	0.000000	11.681295	11.681295	11.681295	0.000000	0.000000	0.000159	0.000000	0.999841	0.000000	
65000	-13.676006	214	1	0	'0 0 0 0 0 0 0 0 	I	22.237325	22.237325	22.237325	22.237325	22.237325	22.237325	22.237325	22.237325	0.010324	0.000000	0.989627	0.000049	
66000	-13.257736	207	1	1	'0 0 0 0 0 0 Z 0 	D	29.723731	29.723731	29.723731	29.723731	29.723731	29.723731	0.000000	29.723731	0.002887	0.000000	0.991038	0.006075	
67000	-12.603562	622	1	3	'0 Z 0 0 0 0 Z Z 	D	27.547949	0.000000	27.547949	27.547949	27.547949	27.547949	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
68000	-11.544144	954	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	31.367857	31.367857	31.367857	31.367857	0.000000	31.367857	0.000000	0.000000	0.999699	0.000301	
69000	-13.380069	229	2	4	'Z 0 Z 1 0 0 Z Z 	D	0.000000	19.982933	0.000000	9.290330	19.982933	19.982933	0.000000	0.000000	0.035909	0.000000	0.964091	0.000000	
70000	-15.092650	884	1	2	'0 0 0 0 0 0 Z Z 	D	9.261271	9.261271	9.261271	9.261271	9.261271	9.261271	0.000000	0.000000	0.023594	0.000000	0.976406	0.000000	
71000	-15.696332	733	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	5.905572	0.000000	0.000000	5.905572	5.905572	5.905572	0.000000	0.009929	0.000000	0.990071	0.000000	
72000	-12.933142	684	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	23.848598	0.000000	0.000000	23.848598	23.848598	23.848598	23.848598	0.022053	0.000000	0.977857	0.000090	
73000	-12.638199	161	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	25.752736	25.752736	25.752736	25.752736	25.752736	25.752736	25.752736	0.042054	0.000000	0.957751	0.000195	
74000	-14.248625	38	1	2	'0 Z 0 0 0 0 Z 0 	D	13.280698	0.000000	13.280698	13.280698	13.280698	13.280698	0.000000	13.280698	0.000000	0.000000	0.999986	0.000014	
75000	-12.325341	806	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	48.532743	48.532743	48.532743	48.532743	0.000000	48.532743	0.000000	0.000000	0.999665	0.000335	
76000	-12.739375	227	1	2	'0 Z 0 0 0 0 Z 0 	D	22.120936	0.000000	22.120936	22.120936	22.120936	22.120936	0.000000	22.120936	0.000000	0.000000	0.999928	0.000072	
77000	-12.608537	966	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	26.467400	26.467400	26.467400	26.467400	26.467400	26.467400	0.000000	0.000698	0.000000	0.999302	0.000000	
78000	-13.605904	333	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	13.364374	13.364374	0.000000	13.364374	13.364374	0.000000	0.000000	0.028141	0.000000	0.971859	0.000000	
79000	-11.659189	127	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	19.087271	19.087271	19.087271	0.000000	19.087271	0.000000	0.000000	0.999956	0.000044	
80000	-13.890486	868	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	9.437082	9.437082	0.000000	9.437082	9.437082	0.000000	0.000000	0.000300	0.000000	0.999700	0.000000	
81000	-13.855898	830	1	2	'0 Z 0 0 0 0 Z 0 	D	19.849083	0.000000	19.849083	19.849083	19.849083	19.849083	0.000000	19.849083	0.000000	0.000000	0.999987	0.000013	
82000	-12.706725	845	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	29.835767	29.835767	29.835767	29.835767	29.835767	0.000000	0.000000	0.000000	1.000000	0.000000	
83000	-14.281102	762	1	2	'0 0 Z Z 0 0 0 0 	D	17.672514	17.672514	0.000000	0.000000	17.672514	17.672514	17.672514	17.672514	0.000284	0.000000	0.997648	0.002069	
84000	-13.083565	759	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	24.935492	24.935492	24.935492	24.935492	24.935492	24.935492	0.000000	0.000000	0.999987	0.000013	
85000	-14.620140	77	1	1	'0 0 0 0 0 0 0 Z 	D	13.759530	13.759530	13.759530	13.759530	13.759530	13.759530	13.759530	0.000000	0.011791	0.000000	0.988209	0.000000	
86000	-13.310957	438	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	35.831816	35.831816	35.831816	35.831816	35.831816	35.831816	35.831816	0.001609	0.000000	0.996082	0.002309	
87000	-13.706942	361	1	2	'0 Z 0 0 0 0 0 Z 	D	30.268313	0.000000	30.268313	30.268313	30.268313	30.268313	30.268313	0.000000	0.000000	0.000000	1.000000	0.000000	
88000	-12.805244	258	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	25.113846	0.000000	25.113846	25.113846	25.113846	0.000000	0.000000	0.065357	0.000000	0.934643	0.000000	
89000	-13.034962	340	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	25.353593	25.353593	25.353593	25.353593	25.353593	25.353593	0.000000	0.013051	0.000000	0.986949	0.000000	
90000	-12.867776	980	1	2	'Z 0 0 0 0 0 Z 0 	D	0.000000	32.069016	32.069016	32.069016	32.069016	32.069016	0.000000	32.069016	0.028524	0.000000	0.971337	0.000139	
91000	-14.126657	268	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	12.547855	12.547855	0.000000	12.547855	12.547855	0.000000	0.000000	0.008308	0.000000	0.991692	0.000000	
92000	-12.857648	963	1	5	'Z 0 Z Z 0 0 Z Z 	D	0.000000	29.033545	0.000000	0.000000	29.033545	29.033545	0.000000	0.000000	0.032797	0.000000	0.967203	0.000000	
93000	-12.539532	157	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	25.042879	25.042879	25.042879	25.042879	25.042879	0.000000	0.000000	0.999942	0.000058	
