Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/ie-eskimo-neo.localresidence.bttrees
Data File Name:                  ./data/ie-eskimo-neo.localresidence.btdata
Log File Name:                   ./output/ie-eskimo-neo.localresidence-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2283210684
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/ie-eskimo-neo.localresidence-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.468750,0.031250,0.312500,0.187500)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000066
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       32
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-36.167391	437	4.476873	4.557654	4.182128	5.806534	0.523431	0.029481	0.296692	0.150396	
12000	-32.664842	11	1.905640	0.737838	1.143797	7.917856	0.836788	0.061241	0.061477	0.040493	
13000	-32.709816	293	3.360599	1.720557	2.011694	8.464598	0.676941	0.045247	0.173463	0.104349	
14000	-34.992970	803	3.424145	1.635934	9.346896	23.373900	0.700790	0.046712	0.157820	0.094678	
15000	-35.599466	778	2.424495	5.690046	2.595575	16.959040	0.452826	0.030231	0.322920	0.194023	
16000	-34.176709	428	3.289605	2.938535	3.505631	8.749797	0.537096	0.035384	0.268387	0.159133	
17000	-34.214755	834	1.455704	0.255041	1.582218	7.859261	0.931825	0.062447	0.003573	0.002155	
18000	-34.245180	348	2.720903	0.970828	2.458882	7.103875	0.822203	0.052294	0.079815	0.045688	
19000	-34.583826	515	0.978480	1.606841	2.328108	4.739680	0.185281	0.008321	0.574271	0.232127	
20000	-36.004759	474	4.198586	4.279115	3.202463	5.551634	0.507153	0.029664	0.303442	0.159741	
21000	-33.267169	407	4.296009	6.967555	1.385346	6.456288	0.475067	0.031373	0.309570	0.183991	
22000	-34.175513	745	1.643955	3.513258	2.411966	11.271254	0.305805	0.020859	0.417214	0.256122	
23000	-35.522102	770	2.749041	8.027227	1.547589	4.244641	0.493995	0.023104	0.339849	0.143052	
24000	-33.651986	466	6.352657	4.409893	1.487606	4.085796	0.550432	0.022031	0.314315	0.113222	
25000	-35.078450	343	5.464327	6.862968	3.469618	14.391241	0.477567	0.031871	0.306484	0.184079	
26000	-32.667089	83	2.722238	3.933985	1.702551	6.531105	0.496008	0.029878	0.307440	0.166674	
27000	-35.130470	869	6.895733	7.574206	0.853670	11.425832	0.465302	0.034272	0.300935	0.199491	
28000	-32.908726	638	2.872788	3.992534	1.238716	5.720132	0.478104	0.031263	0.308863	0.181769	
29000	-34.439129	738	4.942376	2.311272	1.830330	3.575272	0.592627	0.024080	0.280660	0.102634	
30000	-34.932508	570	1.681918	0.071009	2.065370	9.377010	0.936338	0.062917	0.000464	0.000281	
31000	-34.017970	513	2.054238	0.352333	2.172806	5.985621	0.923514	0.055089	0.013923	0.007475	
32000	-33.788413	931	4.980381	3.972488	2.069557	7.689738	0.515937	0.033617	0.283938	0.166507	
