Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            899643832
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.772152,0.050633,0.101266,0.075949)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000084
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       79
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-70.102834	100	1	1	'0 0 0 0 Z 0 0 0 	D	0.936510	0.936510	0.936510	0.936510	0.000000	0.936510	0.936510	0.936510	0.999861	0.000139	0.000000	0.000000	
12000	-61.412263	505	2	2	'1 Z 0 0 0 0 Z 0 	D	2.963098	0.000000	14.606105	14.606105	14.606105	14.606105	0.000000	14.606105	0.774652	0.050699	0.101433	0.073216	
13000	-62.721367	785	2	2	'1 Z 0 0 0 0 Z 0 	D	2.877118	0.000000	11.226873	11.226873	11.226873	11.226873	0.000000	11.226873	0.847470	0.037592	0.075528	0.039410	
14000	-61.652674	556	2	1	'1 1 0 1 0 0 Z 0 	D	3.010062	3.010062	32.172132	3.010062	32.172132	32.172132	0.000000	32.172132	0.767855	0.050454	0.103153	0.078539	
15000	-61.894772	257	2	1	'1 1 Z 0 0 0 1 0 	D	1.770729	1.770729	0.000000	33.982645	33.982645	33.982645	1.770729	33.982645	0.772489	0.050478	0.101196	0.075836	
16000	-63.373636	609	2	1	'1 1 1 0 1 0 Z 0 	D	0.612650	0.612650	0.612650	16.017860	0.612650	16.017860	0.000000	16.017860	0.999523	0.000146	0.000293	0.000038	
17000	-63.975984	421	2	1	'1 1 0 0 Z 0 1 0 	D	0.697683	0.697683	3.471686	3.471686	0.000000	3.471686	0.697683	3.471686	0.996896	0.003102	0.000000	0.000001	
18000	-65.059658	513	2	2	'1 1 1 0 1 Z 1 Z 	D	0.951056	0.951056	0.951056	33.724970	0.951056	0.000000	0.951056	0.000000	0.998442	0.000041	0.001517	0.000000	
19000	-61.311582	338	2	1	'1 1 0 0 Z 1 1 1 	D	0.642623	0.642623	10.655889	10.655889	0.000000	0.642623	0.642623	0.642623	0.996613	0.003386	0.000000	0.000001	
20000	-62.438541	980	2	1	'1 1 0 0 0 1 Z 1 	D	1.398405	1.398405	11.005949	11.005949	11.005949	1.398405	0.000000	1.398405	0.890648	0.011416	0.096949	0.000988	
21000	-63.919128	632	2	3	'0 0 Z 1 Z Z 0 0 	D	0.481959	0.481959	0.000000	13.919139	0.000000	0.000000	0.481959	0.481959	1.000000	0.000000	0.000000	0.000000	
22000	-62.356649	765	2	1	'0 0 1 1 1 0 Z 1 	D	0.982901	0.982901	5.549701	5.549701	5.549701	0.982901	0.000000	5.549701	0.905782	0.012194	0.072543	0.009482	
23000	-61.909576	940	2	1	'1 1 0 0 0 1 Z 0 	D	3.748926	3.748926	33.594133	33.594133	33.594133	3.748926	0.000000	33.594133	0.772153	0.050633	0.101266	0.075949	
24000	-59.639863	225	2	2	'1 Z 0 0 0 1 Z 0 	D	1.733395	0.000000	10.569623	10.569623	10.569623	1.733395	0.000000	10.569623	0.679608	0.078975	0.113390	0.128026	
25000	-61.004396	649	2	2	'1 Z 0 0 0 1 Z 0 	D	1.359950	0.000000	12.568725	12.568725	12.568725	1.359950	0.000000	12.568725	0.611200	0.111031	0.096617	0.181152	
26000	-60.193325	725	2	2	'1 Z 0 0 0 1 Z 0 	D	2.247071	0.000000	11.340313	11.340313	11.340313	2.247071	0.000000	11.340313	0.714938	0.067392	0.108615	0.109055	
27000	-62.207213	335	2	2	'0 0 Z 1 1 1 Z 1 	D	0.861838	0.861838	0.000000	18.731631	18.731631	18.731631	0.000000	18.731631	0.748027	0.055582	0.109502	0.086888	
28000	-62.115022	653	2	1	'0 Z 0 1 1 1 0 1 	D	1.970327	0.000000	1.970327	24.447990	24.447990	24.447990	1.970327	24.447990	0.754801	0.057227	0.105512	0.082459	
29000	-61.921911	637	2	3	'0 Z Z 1 1 1 Z 1 	D	1.683123	0.000000	0.000000	19.216430	19.216430	19.216430	0.000000	19.216430	0.749287	0.057844	0.107754	0.085115	
30000	-62.315718	698	2	2	'0 Z 1 1 1 1 Z 1 	D	2.048311	0.000000	12.059216	12.059216	12.059216	12.059216	0.000000	12.059216	0.760016	0.054144	0.108460	0.077380	
31000	-62.445972	818	2	0	'0 0 1 1 1 0 1 0 	D	1.914728	1.914728	15.214543	15.214543	15.214543	1.914728	15.214543	1.914728	0.800857	0.041930	0.103021	0.054192	
32000	-60.805255	142	2	1	'0 0 1 1 Z 0 1 0 	D	0.824338	0.824338	14.652370	14.652370	0.000000	0.824338	14.652370	0.824338	0.919733	0.040767	0.000107	0.039394	
33000	-61.369267	575	2	2	'0 Z 1 1 Z 0 1 0 	D	5.004783	0.000000	30.592600	30.592600	0.000000	5.004783	30.592600	5.004783	0.855269	0.051289	0.025521	0.067920	
34000	-60.740616	267	2	1	'0 Z 1 1 0 0 1 0 	D	2.557408	0.000000	24.948532	24.948532	2.557408	2.557408	24.948532	2.557408	0.348399	0.080195	0.393282	0.178124	
35000	-59.459401	839	2	3	'1 Z 0 0 1 Z Z 0 	D	3.165044	0.000000	15.260855	15.260855	3.165044	0.000000	0.000000	15.260855	0.939959	0.027389	0.024585	0.008066	
36000	-59.552147	44	2	3	'1 Z 0 0 1 Z Z 0 	D	3.217536	0.000000	14.527126	14.527126	3.217536	0.000000	0.000000	14.527126	0.953461	0.022828	0.018695	0.005016	
37000	-61.104851	164	2	3	'1 Z 0 0 Z Z 0 1 	D	2.881421	0.000000	19.414453	19.414453	0.000000	0.000000	19.414453	2.881421	0.870196	0.059307	0.000000	0.070497	
38000	-63.558281	489	2	3	'1 Z 0 0 1 Z 0 Z 	D	2.924280	0.000000	26.038759	26.038759	2.924280	0.000000	26.038759	0.000000	0.000000	0.000000	1.000000	0.000000	
39000	-61.544712	29	2	2	'1 Z 0 0 1 Z 0 0 	D	4.455993	0.000000	23.439222	23.439222	4.455993	0.000000	23.439222	23.439222	0.893385	0.038472	0.032685	0.035459	
40000	-60.880327	555	2	1	'1 Z 0 0 1 1 1 0 	D	2.494782	0.000000	35.081127	35.081127	2.494782	2.494782	2.494782	35.081127	0.962893	0.023811	0.008400	0.004897	
41000	-60.951320	735	2	2	'1 Z Z 0 1 1 1 0 	D	1.739000	0.000000	0.000000	20.864020	1.739000	1.739000	1.739000	20.864020	0.992353	0.000363	0.005670	0.001614	
42000	-59.210097	67	2	1	'1 Z 0 0 1 1 1 0 	D	2.267458	0.000000	14.574730	14.574730	2.267458	2.267458	2.267458	14.574730	0.971552	0.018649	0.006696	0.003104	
43000	-58.160001	174	2	2	'1 Z 0 0 1 1 Z 0 	D	2.427362	0.000000	17.126210	17.126210	2.427362	2.427362	0.000000	17.126210	0.971820	0.018886	0.007226	0.002068	
44000	-61.120139	895	2	2	'1 Z 0 0 Z 0 0 0 	D	1.848547	0.000000	22.734361	22.734361	0.000000	22.734361	22.734361	22.734361	0.667056	0.073317	0.144370	0.115257	
45000	-62.782202	821	2	1	'1 1 0 1 Z 0 0 0 	D	0.919301	0.919301	18.388018	0.919301	0.000000	18.388018	18.388018	18.388018	0.753564	0.048894	0.115775	0.081767	
46000	-62.875230	85	2	1	'1 1 0 0 Z 0 0 0 	D	1.488795	1.488795	21.843490	21.843490	0.000000	21.843490	21.843490	21.843490	0.902446	0.037497	0.027760	0.032297	
47000	-60.913805	754	2	3	'1 Z 0 0 Z Z 0 0 	D	2.099532	0.000000	12.813752	12.813752	0.000000	0.000000	12.813752	12.813752	0.988367	0.010753	0.000000	0.000880	
48000	-62.072385	581	2	2	'1 Z 1 0 0 0 Z 0 	D	1.689559	0.000000	1.689559	21.268796	21.268796	21.268796	0.000000	21.268796	0.732293	0.065603	0.111411	0.090692	
49000	-61.902174	561	2	1	'1 1 1 0 0 0 Z 0 	D	1.172364	1.172364	1.172364	16.521509	16.521509	16.521509	0.000000	16.521509	0.797311	0.039259	0.095927	0.067503	
50000	-67.218796	36	2	2	'1 Z Z 0 0 0 1 0 	D	1.079363	0.000000	0.000000	34.903294	34.903294	34.903294	1.079363	34.903294	0.753701	0.058560	0.105425	0.082314	
51000	-62.280846	75	2	1	'1 Z 1 0 1 0 1 0 	D	1.371299	0.000000	1.371299	17.901025	1.371299	17.901025	1.371299	17.901025	0.998694	0.000405	0.000810	0.000091	
52000	-61.369673	985	2	3	'1 Z 0 0 Z Z 0 0 	D	1.686697	0.000000	15.935157	15.935157	0.000000	0.000000	15.935157	15.935157	0.979555	0.017150	0.000000	0.003295	
53000	-61.675399	184	2	1	'1 Z 0 0 1 1 0 0 	D	5.602249	0.000000	25.242580	25.242580	5.602249	5.602249	25.242580	25.242580	0.803748	0.047713	0.083196	0.065342	
54000	-61.271867	833	2	2	'0 Z 1 1 0 Z 1 1 	D	2.469836	0.000000	10.244709	10.244709	2.469836	0.000000	10.244709	10.244709	0.953754	0.026538	0.006898	0.012810	
55000	-62.604190	26	2	2	'1 Z 0 0 Z 0 0 0 	D	1.678400	0.000000	37.557810	37.557810	0.000000	37.557810	37.557810	37.557810	0.453921	0.081641	0.283032	0.181407	
56000	-59.096676	324	2	2	'1 Z 0 0 1 1 Z 0 	D	2.222626	0.000000	15.909781	15.909781	2.222626	2.222626	0.000000	15.909781	0.963575	0.023126	0.010380	0.002919	
57000	-59.718935	384	2	2	'1 Z 0 0 Z 1 1 0 	D	2.383228	0.000000	13.843712	13.843712	0.000000	2.383228	2.383228	13.843712	0.983017	0.016699	0.000005	0.000280	
58000	-59.878869	287	2	2	'1 Z 0 0 1 1 Z 0 	D	2.828959	0.000000	11.932503	11.932503	2.828959	2.828959	0.000000	11.932503	0.972887	0.016094	0.009027	0.001992	
59000	-61.885057	933	2	1	'1 Z 0 0 1 1 0 0 	D	7.298261	0.000000	44.944272	44.944272	7.298261	7.298261	44.944272	44.944272	0.784822	0.049574	0.093754	0.071850	
60000	-61.548455	36	2	2	'1 Z 0 0 Z 1 1 0 	D	2.495279	0.000000	30.041197	30.041197	0.000000	2.495279	2.495279	30.041197	0.980945	0.018691	0.000029	0.000335	
61000	-61.189256	33	2	2	'1 Z 0 0 Z 0 1 0 	D	2.727862	0.000000	14.804282	14.804282	0.000000	14.804282	2.727862	14.804282	0.989827	0.010022	0.000021	0.000130	
62000	-61.321612	372	2	1	'1 Z 0 0 1 0 0 0 	D	3.199500	0.000000	22.252564	22.252564	3.199500	22.252564	22.252564	22.252564	0.740899	0.054324	0.117809	0.086968	
63000	-60.586691	752	2	2	'1 Z 0 0 Z 0 0 0 	D	2.799274	0.000000	27.902699	27.902699	0.000000	27.902699	27.902699	27.902699	0.742011	0.053495	0.118571	0.085923	
64000	-60.739010	338	2	2	'1 Z 0 0 Z 0 1 0 	D	2.516013	0.000000	15.852470	15.852470	0.000000	15.852470	2.516013	15.852470	0.993691	0.006273	0.000005	0.000031	
65000	-60.440154	999	2	1	'1 Z 0 0 1 1 0 0 	D	3.566405	0.000000	25.248576	25.248576	3.566405	3.566405	25.248576	25.248576	0.875906	0.040764	0.041398	0.041932	
66000	-60.798827	765	2	1	'1 Z 0 0 1 1 1 0 	D	1.599195	0.000000	9.301339	9.301339	1.599195	1.599195	1.599195	9.301339	0.985168	0.012068	0.002173	0.000590	
67000	-59.966992	975	2	2	'1 Z 0 0 Z 1 1 0 	D	2.454920	0.000000	10.208474	10.208474	0.000000	2.454920	2.454920	10.208474	0.992522	0.007450	0.000000	0.000028	
68000	-61.326304	412	2	0	'1 1 0 0 0 1 1 0 	D	1.205943	1.205943	12.047714	12.047714	12.047714	1.205943	1.205943	12.047714	0.757722	0.056031	0.101617	0.084630	
69000	-60.341658	102	2	1	'1 Z 0 0 0 1 1 0 	D	2.480816	0.000000	11.179300	11.179300	11.179300	2.480816	2.480816	11.179300	0.717695	0.065582	0.110193	0.106530	
70000	-62.563867	354	2	2	'1 Z 0 0 0 1 Z 0 	D	6.330823	0.000000	22.718431	22.718431	22.718431	6.330823	0.000000	22.718431	0.772107	0.050647	0.101270	0.075977	
71000	-60.903442	572	2	2	'1 Z 0 0 Z 1 0 0 	D	3.193226	0.000000	14.987853	14.987853	0.000000	3.193226	14.987853	14.987853	0.971389	0.021744	0.000323	0.006544	
72000	-62.760477	620	2	2	'1 Z 0 0 1 1 Z 0 	D	5.657282	0.000000	38.527128	38.527128	5.657282	5.657282	0.000000	38.527128	0.857851	0.040770	0.061178	0.040201	
73000	-60.170213	738	2	2	'1 Z 0 0 Z 1 0 0 	D	2.196020	0.000000	12.421638	12.421638	0.000000	2.196020	12.421638	12.421638	0.975352	0.019542	0.000143	0.004962	
74000	-60.268907	810	2	1	'1 Z 0 0 1 1 1 0 	D	1.413567	0.000000	13.088790	13.088790	1.413567	1.413567	1.413567	13.088790	0.982385	0.014630	0.002197	0.000788	
75000	-60.011280	83	2	4	'1 Z Z 0 1 Z Z 0 	D	1.359433	0.000000	0.000000	19.566230	1.359433	0.000000	0.000000	19.566230	0.995000	0.000199	0.003829	0.000972	
76000	-65.349882	7	2	1	'0 Z 0 1 0 1 1 1 	D	1.521092	0.000000	1.521092	15.559178	1.521092	15.559178	15.559178	15.559178	0.997612	0.000693	0.001387	0.000308	
77000	-62.575593	120	2	3	'0 Z Z 1 0 1 Z 1 	D	1.573693	0.000000	0.000000	16.178821	1.573693	16.178821	0.000000	16.178821	0.995955	0.000121	0.003161	0.000763	
78000	-60.069312	666	2	2	'0 Z 0 1 0 0 Z 1 	D	1.294951	0.000000	1.294951	18.506174	1.294951	1.294951	0.000000	18.506174	0.998596	0.000315	0.000936	0.000152	
79000	-60.934855	85	2	3	'0 Z 0 1 Z Z 0 1 	D	1.280113	0.000000	1.280113	13.405728	0.000000	0.000000	1.280113	13.405728	0.999836	0.000164	0.000000	0.000000	
80000	-59.356837	375	2	3	'0 Z 1 1 0 Z Z 1 	D	1.830619	0.000000	11.000103	11.000103	1.830619	0.000000	0.000000	11.000103	0.976604	0.016187	0.006129	0.001080	
81000	-58.436545	174	2	3	'0 Z 1 1 0 Z Z 1 	D	2.141820	0.000000	16.877623	16.877623	2.141820	0.000000	0.000000	16.877623	0.973247	0.018350	0.006596	0.001807	
82000	-61.036827	438	2	2	'0 Z 1 1 0 Z 0 1 	D	1.340577	0.000000	9.981246	9.981246	1.340577	0.000000	1.340577	9.981246	0.979242	0.017160	0.002661	0.000937	
83000	-60.742756	691	2	2	'0 Z 0 1 Z 0 0 1 	D	0.937554	0.000000	0.937554	12.852339	0.000000	0.937554	0.937554	12.852339	0.999976	0.000024	0.000000	0.000000	
84000	-59.949785	511	2	2	'0 Z 1 1 Z 0 0 1 	D	2.068954	0.000000	22.113703	22.113703	0.000000	2.068954	2.068954	22.113703	0.988371	0.011579	0.000000	0.000050	
85000	-61.094783	562	2	2	'0 Z 1 1 0 Z 1 1 	D	2.222068	0.000000	10.730280	10.730280	2.222068	0.000000	10.730280	10.730280	0.956951	0.026869	0.004449	0.011730	
86000	-61.230305	914	2	1	'0 Z 1 1 0 1 1 1 	D	1.203125	0.000000	20.921376	20.921376	1.203125	20.921376	20.921376	20.921376	0.555421	0.077355	0.215910	0.151314	
87000	-62.540070	936	2	2	'0 Z 1 1 Z 1 1 1 	D	7.906902	0.000000	51.177737	51.177737	0.000000	51.177737	51.177737	51.177737	0.775086	0.050382	0.099540	0.074992	
88000	-61.709592	728	2	2	'0 Z 1 1 0 0 Z 1 	D	1.040060	0.000000	14.117870	14.117870	1.040060	1.040060	0.000000	14.117870	0.985989	0.013060	0.000833	0.000118	
89000	-59.394788	65	2	2	'0 Z 1 1 0 0 Z 1 	D	2.336845	0.000000	23.888346	23.888346	2.336845	2.336845	0.000000	23.888346	0.973996	0.018313	0.005623	0.002068	
90000	-59.537411	170	2	2	'0 Z 1 1 Z 0 0 1 	D	1.972973	0.000000	14.011136	14.011136	0.000000	1.972973	1.972973	14.011136	0.986136	0.013689	0.000004	0.000172	
91000	-59.785541	914	2	3	'0 Z Z 1 0 0 Z 1 	D	1.221658	0.000000	0.000000	20.663360	1.221658	1.221658	0.000000	20.663360	0.995329	0.000180	0.003549	0.000942	
92000	-60.861843	492	2	4	'0 Z 0 1 Z Z Z 1 	D	1.480818	0.000000	1.480818	17.183761	0.000000	0.000000	0.000000	17.183761	0.999987	0.000013	0.000000	0.000000	
93000	-61.616497	543	2	2	'0 Z 0 1 0 0 Z 1 	D	1.296306	0.000000	1.296306	10.629476	1.296306	1.296306	0.000000	10.629476	0.998749	0.000252	0.000914	0.000085	
94000	-61.085435	841	2	2	'0 Z 0 1 0 Z 0 1 	D	1.025539	0.000000	1.025539	15.274049	1.025539	0.000000	1.025539	15.274049	0.999188	0.000169	0.000563	0.000080	
95000	-63.517081	802	2	3	'0 Z 0 1 Z Z 1 1 	D	1.054510	0.000000	1.054510	29.105841	0.000000	0.000000	29.105841	29.105841	0.999971	0.000028	0.000000	0.000002	
96000	-63.186183	119	2	3	'0 Z 0 1 Z Z 1 1 	D	1.673778	0.000000	1.673778	17.895575	0.000000	0.000000	17.895575	17.895575	0.999667	0.000301	0.000000	0.000032	
97000	-60.226028	458	2	3	'0 Z 0 1 0 Z Z 1 	D	1.291123	0.000000	1.291123	12.334635	1.291123	0.000000	0.000000	12.334635	0.998650	0.000225	0.000986	0.000139	
98000	-60.842167	671	2	2	'0 Z 1 1 Z 1 0 1 	D	2.446241	0.000000	16.532306	16.532306	0.000000	16.532306	2.446241	16.532306	0.986754	0.012924	0.000060	0.000261	
99000	-60.153444	166	2	1	'0 Z 1 1 0 0 0 1 	D	1.851223	0.000000	8.070240	8.070240	1.851223	1.851223	1.851223	8.070240	0.984447	0.011926	0.002880	0.000747	
100000	-59.377408	688	2	1	'0 Z 1 1 0 0 0 1 	D	2.365286	0.000000	15.051354	15.051354	2.365286	2.365286	2.365286	15.051354	0.967946	0.019957	0.008333	0.003764	
101000	-59.428469	891	2	3	'0 Z 1 1 0 Z Z 1 	D	2.589926	0.000000	15.711602	15.711602	2.589926	0.000000	0.000000	15.711602	0.970690	0.018755	0.008672	0.001884	
102000	-62.562090	592	2	1	'1 Z 0 0 1 0 0 0 	D	2.006320	0.000000	16.959378	16.959378	2.006320	16.959378	16.959378	16.959378	0.791436	0.065159	0.071086	0.072318	
103000	-61.760861	42	2	1	'1 1 0 0 Z 0 0 0 	D	0.860476	0.860476	13.109339	13.109339	0.000000	13.109339	13.109339	13.109339	0.962533	0.023356	0.004309	0.009802	
104000	-60.336885	843	2	3	'1 Z 0 0 Z Z 1 0 	D	2.305701	0.000000	21.005619	21.005619	0.000000	0.000000	2.305701	21.005619	0.988980	0.010983	0.000000	0.000037	
105000	-60.313232	924	2	2	'1 Z 0 0 1 0 Z 0 	D	2.476101	0.000000	17.005956	17.005956	2.476101	17.005956	0.000000	17.005956	0.979910	0.016478	0.003086	0.000526	
106000	-60.469003	556	2	4	'1 Z 0 0 Z Z Z 0 	D	1.199177	0.000000	12.129975	12.129975	0.000000	0.000000	0.000000	12.129975	0.996866	0.003134	0.000000	0.000000	
107000	-60.903600	158	2	4	'1 Z 0 0 Z Z Z 0 	D	2.681110	0.000000	12.695844	12.695844	0.000000	0.000000	0.000000	12.695844	0.989864	0.010136	0.000000	0.000000	
108000	-59.527921	809	2	2	'1 Z 0 0 1 1 Z 0 	D	1.680843	0.000000	13.919907	13.919907	1.680843	1.680843	0.000000	13.919907	0.974854	0.018907	0.005222	0.001016	
109000	-61.489046	171	2	2	'1 Z 1 0 Z 1 1 0 	D	0.926675	0.000000	0.926675	13.831774	0.000000	0.926675	0.926675	13.831774	0.999856	0.000144	0.000000	0.000000	
110000	-61.236913	677	2	2	'1 Z Z 0 1 1 1 0 	D	1.158211	0.000000	0.000000	15.115985	1.158211	1.158211	1.158211	15.115985	0.997141	0.000052	0.002406	0.000400	
111000	-63.905244	709	2	2	'1 1 Z 0 1 1 Z 0 	D	0.413928	0.413928	0.000000	16.219825	0.413928	0.413928	0.000000	16.219825	0.999782	0.000001	0.000198	0.000019	
112000	-61.464916	921	2	3	'1 1 0 0 Z Z 0 Z 	D	0.768660	0.768660	15.342665	15.342665	0.000000	0.000000	15.342665	0.000000	0.892972	0.048135	0.000000	0.058894	
113000	-61.055133	388	2	2	'1 Z 0 0 Z 1 0 1 	D	2.431892	0.000000	20.477269	20.477269	0.000000	2.431892	20.477269	2.431892	0.798939	0.078551	0.003737	0.118773	
114000	-61.675772	425	2	2	'1 Z 0 1 Z 1 1 1 	D	7.859573	0.000000	44.923759	7.859573	0.000000	7.859573	7.859573	7.859573	0.903210	0.052720	0.014350	0.029719	
115000	-62.664199	517	2	1	'1 Z 0 1 1 1 1 1 	D	4.383578	0.000000	26.855271	4.383578	4.383578	4.383578	4.383578	4.383578	0.583778	0.049885	0.228744	0.137594	
116000	-60.245653	668	2	2	'1 Z 0 1 1 Z 1 1 	D	5.636563	0.000000	36.931199	5.636563	5.636563	0.000000	5.636563	5.636563	0.624919	0.053176	0.157190	0.164715	
117000	-61.372258	825	2	2	'1 Z 0 1 1 Z 1 1 	D	8.006958	0.000000	52.815548	8.006958	8.006958	0.000000	8.006958	8.006958	0.610258	0.048950	0.183689	0.157104	
118000	-61.743678	329	2	2	'1 Z 0 1 1 Z 1 1 	D	2.948262	0.000000	74.584311	2.948262	2.948262	0.000000	2.948262	2.948262	0.835675	0.056817	0.009148	0.098361	
119000	-62.506297	517	2	2	'1 Z 0 1 1 Z 1 1 	D	2.816325	0.000000	26.915836	2.816325	2.816325	0.000000	2.816325	2.816325	0.881275	0.062688	0.017154	0.038883	
120000	-61.562191	759	2	1	'1 Z 0 1 1 1 1 1 	D	4.128972	0.000000	29.926079	4.128972	4.128972	4.128972	4.128972	4.128972	0.635013	0.049913	0.198859	0.116215	
121000	-59.888487	715	2	1	'1 Z 0 1 1 1 1 1 	D	4.301482	0.000000	53.527576	4.301482	4.301482	4.301482	4.301482	4.301482	0.524276	0.041835	0.260507	0.173381	
122000	-59.763191	608	2	1	'1 Z 0 1 1 1 1 1 	D	3.892625	0.000000	58.204300	3.892625	3.892625	3.892625	3.892625	3.892625	0.521164	0.040330	0.276650	0.161857	
123000	-62.103994	251	2	3	'1 Z 0 1 Z Z 1 1 	D	5.494993	0.000000	32.109136	5.494993	0.000000	0.000000	5.494993	5.494993	0.946317	0.048445	0.000000	0.005239	
124000	-60.234532	601	2	2	'1 Z 0 1 1 Z 1 1 	D	6.233684	0.000000	41.949327	6.233684	6.233684	0.000000	6.233684	6.233684	0.579700	0.053956	0.171613	0.194731	
125000	-58.453139	853	2	4	'1 Z 0 1 Z Z Z 1 	D	8.015573	0.000000	71.360514	8.015573	0.000000	0.000000	0.000000	8.015573	0.953631	0.046369	0.000000	0.000000	
