Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/uto-iroquois-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/uto-iroquois-matri.anvunclocalresidence-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2381579570
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-matri.anvunclocalresidence-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.409091,0.409091,0.181818,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.121603
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-26.422816	895	1	1	'0 0 0 0 0 Z 0 0 	D	10.834132	10.834132	10.834132	10.834132	10.834132	0.000000	10.834132	10.834132	0.998574	0.001336	0.000090	0.000000	
12000	-19.856466	753	1	5	'0 0 0 Z Z Z Z Z 	D	83.471718	83.471718	83.471718	0.000000	0.000000	0.000000	0.000000	0.000000	0.579118	0.420882	0.000000	0.000000	
13000	-21.336859	209	1	2	'0 0 0 Z 0 Z 0 0 	D	41.261093	41.261093	41.261093	0.000000	41.261093	0.000000	41.261093	41.261093	0.952226	0.032091	0.015683	0.000000	
14000	-23.351281	790	1	2	'0 0 0 Z Z 0 0 0 	D	23.944706	23.944706	23.944706	0.000000	0.000000	23.944706	23.944706	23.944706	0.984241	0.015757	0.000002	0.000000	
15000	-21.011981	769	1	3	'0 0 0 Z Z Z 0 0 	D	44.080842	44.080842	44.080842	0.000000	0.000000	0.000000	44.080842	44.080842	0.790880	0.209120	0.000000	0.000000	
16000	-21.262604	617	1	1	'0 0 0 0 0 Z 0 0 	D	38.253879	38.253879	38.253879	38.253879	38.253879	0.000000	38.253879	38.253879	0.920613	0.070674	0.008713	0.000000	
17000	-21.353322	100	1	2	'0 0 0 0 Z Z 0 0 	D	52.202004	52.202004	52.202004	52.202004	0.000000	0.000000	52.202004	52.202004	0.888617	0.111383	0.000000	0.000000	
18000	-20.683177	729	1	3	'0 0 0 0 Z Z 0 Z 	D	54.171190	54.171190	54.171190	54.171190	0.000000	0.000000	54.171190	0.000000	0.954726	0.045274	0.000000	0.000000	
19000	-23.632934	93	1	3	'0 0 0 0 0 Z Z Z 	D	19.826211	19.826211	19.826211	19.826211	19.826211	0.000000	0.000000	0.000000	0.935976	0.063748	0.000276	0.000000	
20000	-22.413494	12	1	3	'0 0 0 0 0 Z Z Z 	D	36.376644	36.376644	36.376644	36.376644	36.376644	0.000000	0.000000	0.000000	0.964042	0.020065	0.015893	0.000000	
21000	-19.558895	111	1	4	'0 0 0 Z Z Z Z 0 	D	57.760366	57.760366	57.760366	0.000000	0.000000	0.000000	0.000000	57.760366	0.901632	0.098368	0.000000	0.000000	
22000	-22.667659	988	1	4	'0 0 0 Z Z Z Z 0 	D	26.803888	26.803888	26.803888	0.000000	0.000000	0.000000	0.000000	26.803888	0.983651	0.016349	0.000000	0.000000	
23000	-20.644606	595	1	4	'0 0 0 Z Z Z Z 0 	D	43.155398	43.155398	43.155398	0.000000	0.000000	0.000000	0.000000	43.155398	0.957094	0.042906	0.000000	0.000000	
24000	-18.995792	318	1	4	'0 0 0 Z Z Z Z 0 	D	53.565520	53.565520	53.565520	0.000000	0.000000	0.000000	0.000000	53.565520	0.931014	0.068986	0.000000	0.000000	
25000	-22.289874	397	1	3	'0 0 0 Z 0 0 Z Z 	D	24.100278	24.100278	24.100278	0.000000	24.100278	24.100278	0.000000	0.000000	0.987126	0.004593	0.008281	0.000000	
26000	-22.593765	83	1	2	'0 0 0 0 0 0 Z Z 	D	22.708281	22.708281	22.708281	22.708281	22.708281	22.708281	0.000000	0.000000	0.985038	0.012463	0.002499	0.000000	
27000	-21.086421	296	1	2	'0 0 0 Z 0 Z 0 0 	D	37.090556	37.090556	37.090556	0.000000	37.090556	0.000000	37.090556	37.090556	0.963243	0.027259	0.009498	0.000000	
28000	-19.375752	914	1	3	'0 0 0 Z Z Z 0 0 	D	67.288905	67.288905	67.288905	0.000000	0.000000	0.000000	67.288905	67.288905	0.840926	0.159074	0.000000	0.000000	
29000	-22.498592	568	1	3	'0 0 0 Z 0 0 Z Z 	D	34.129415	34.129415	34.129415	0.000000	34.129415	34.129415	0.000000	0.000000	0.873178	0.126514	0.000308	0.000000	
30000	-20.936342	946	1	5	'0 0 0 Z Z Z Z Z 	D	38.827813	38.827813	38.827813	0.000000	0.000000	0.000000	0.000000	0.000000	0.971800	0.028200	0.000000	0.000000	
31000	-22.776932	923	2	2	'0 1 0 0 Z Z 0 0 	D	22.285085	7.961764	22.285085	22.285085	0.000000	0.000000	22.285085	22.285085	0.971696	0.028304	0.000000	0.000000	
32000	-22.615827	60	1	4	'0 0 0 Z Z Z Z 0 	D	22.626208	22.626208	22.626208	0.000000	0.000000	0.000000	0.000000	22.626208	0.968903	0.031097	0.000000	0.000000	
33000	-22.528637	511	1	2	'0 0 0 0 Z Z 0 0 	D	24.377819	24.377819	24.377819	24.377819	0.000000	0.000000	24.377819	24.377819	0.983590	0.016410	0.000000	0.000000	
34000	-22.282964	237	1	1	'0 0 0 0 0 0 Z 0 	D	26.633284	26.633284	26.633284	26.633284	26.633284	26.633284	0.000000	26.633284	0.969035	0.026899	0.004065	0.000000	
35000	-22.219989	38	1	0	'0 0 0 0 0 0 0 0 	I	34.594153	34.594153	34.594153	34.594153	34.594153	34.594153	34.594153	34.594153	0.940016	0.043877	0.016107	0.000000	
36000	-22.691481	860	1	1	'0 0 0 0 0 0 Z 0 	D	36.527973	36.527973	36.527973	36.527973	36.527973	36.527973	0.000000	36.527973	0.940126	0.045460	0.014413	0.000000	
37000	-22.884579	788	1	1	'0 0 0 0 0 Z 0 0 	D	21.992519	21.992519	21.992519	21.992519	21.992519	0.000000	21.992519	21.992519	0.977690	0.015556	0.006754	0.000000	
38000	-20.174803	861	1	4	'0 0 0 Z Z Z 0 Z 	D	40.105585	40.105585	40.105585	0.000000	0.000000	0.000000	40.105585	0.000000	0.970033	0.029967	0.000000	0.000000	
39000	-21.435911	255	1	3	'0 0 0 Z Z Z 0 0 	D	34.659157	34.659157	34.659157	0.000000	0.000000	0.000000	34.659157	34.659157	0.936735	0.063265	0.000000	0.000000	
40000	-21.687758	235	1	3	'0 0 0 Z Z Z 0 0 	D	27.368892	27.368892	27.368892	0.000000	0.000000	0.000000	27.368892	27.368892	0.988710	0.011290	0.000000	0.000000	
41000	-22.379261	394	1	2	'0 0 0 0 Z Z 0 0 	D	25.994804	25.994804	25.994804	25.994804	0.000000	0.000000	25.994804	25.994804	0.992006	0.007994	0.000000	0.000000	
42000	-23.155705	394	1	1	'0 0 0 0 0 Z 0 0 	D	22.345417	22.345417	22.345417	22.345417	22.345417	0.000000	22.345417	22.345417	0.987274	0.005682	0.007044	0.000000	
43000	-20.942259	650	1	3	'0 0 0 Z 0 0 Z Z 	D	33.175827	33.175827	33.175827	0.000000	33.175827	33.175827	0.000000	0.000000	0.953561	0.034160	0.012279	0.000000	
44000	-23.914401	245	1	2	'0 0 0 0 Z Z 0 0 	D	17.078778	17.078778	17.078778	17.078778	0.000000	0.000000	17.078778	17.078778	0.985000	0.015000	0.000000	0.000000	
45000	-23.632475	350	1	3	'0 0 0 0 0 Z Z Z 	D	17.254237	17.254237	17.254237	17.254237	17.254237	0.000000	0.000000	0.000000	0.985664	0.011123	0.003213	0.000000	
46000	-21.361620	303	1	3	'0 0 0 Z Z Z 0 0 	D	29.302415	29.302415	29.302415	0.000000	0.000000	0.000000	29.302415	29.302415	0.982778	0.017222	0.000000	0.000000	
47000	-23.182485	749	1	1	'0 0 0 0 0 Z 0 0 	D	27.153150	27.153150	27.153150	27.153150	27.153150	0.000000	27.153150	27.153150	0.984094	0.010623	0.005283	0.000000	
