Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-hawaiian-absenceofcousinmarriage.preference.bttrees
Data File Name:                  ./data/bantu-hawaiian-absenceofcousinmarriage.preference.btdata
Log File Name:                   ./output/bantu-hawaiian-absenceofcousinmarriage.preference-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4000799690
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-hawaiian-absenceofcousinmarriage.preference-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.727273,0.136364,0.136364,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.101827
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-52.155549	984	0.321651	0.656296	1.125928	6.207416	0.758249	0.132648	0.109103	0.000000	
12000	-49.398340	465	0.524776	0.666276	4.211812	22.118297	0.772375	0.144820	0.082805	0.000000	
13000	-54.439751	178	1.725217	8.455816	1.031575	2.278672	0.780460	0.073063	0.146477	0.000000	
14000	-50.078220	47	0.531329	0.974086	4.956148	27.111202	0.739507	0.138658	0.121835	0.000000	
15000	-50.063046	127	1.026919	2.619920	5.230255	26.999884	0.726503	0.136219	0.137278	0.000000	
16000	-51.842671	326	2.399247	15.891781	1.686508	11.210753	0.727337	0.136284	0.136379	0.000000	
17000	-52.334918	270	1.899498	7.009231	1.678303	8.477102	0.728721	0.135361	0.135918	0.000000	
18000	-52.489669	466	2.069172	14.046804	2.211838	17.872993	0.727267	0.136363	0.136370	0.000000	
19000	-52.541951	638	0.833171	7.379513	3.587917	21.688337	0.714122	0.133898	0.151980	0.000000	
20000	-53.054735	868	2.651995	16.040112	8.784017	36.142714	0.727272	0.136363	0.136365	0.000000	
21000	-48.386170	508	0.486318	0.260590	1.461543	10.262600	0.809769	0.151619	0.038612	0.000000	
22000	-54.544649	964	4.272633	11.467340	4.950506	34.029037	0.727364	0.136381	0.136256	0.000000	
23000	-52.731249	78	1.135791	4.725816	2.098506	6.900856	0.725742	0.133042	0.141216	0.000000	
24000	-50.119367	484	0.832015	0.990036	2.012704	10.657859	0.778772	0.145690	0.075537	0.000000	
25000	-50.142464	418	0.842146	0.645687	3.891307	20.942329	0.801898	0.150356	0.047747	0.000000	
26000	-53.857040	77	6.053735	26.305752	5.128006	19.716823	0.727273	0.136364	0.136364	0.000000	
27000	-50.423043	573	0.494400	0.045520	3.759889	32.423050	0.837035	0.156944	0.006021	0.000000	
28000	-51.964617	872	1.246131	4.445248	1.083915	6.420362	0.728723	0.133282	0.137995	0.000000	
29000	-49.318064	859	0.688159	1.490926	2.211439	10.827389	0.734391	0.137341	0.128268	0.000000	
30000	-51.038272	848	1.515415	6.756923	2.365887	12.423827	0.726014	0.136017	0.137969	0.000000	
31000	-51.993119	701	1.014265	3.409029	1.530102	7.000466	0.726872	0.133307	0.139821	0.000000	
32000	-51.154072	389	1.100380	5.326830	6.493539	47.709504	0.720715	0.135134	0.144150	0.000000	
33000	-50.424718	114	0.729242	1.115196	1.245418	12.180601	0.759819	0.142533	0.097648	0.000000	
34000	-52.226588	217	0.669613	1.252222	0.439170	0.933694	0.822200	0.014644	0.163156	0.000000	
35000	-51.736309	969	1.654051	4.590109	2.400695	15.774747	0.728021	0.136505	0.135474	0.000000	
36000	-51.488305	146	1.185627	3.839865	1.428425	5.198275	0.735030	0.123016	0.141954	0.000000	
37000	-51.860882	795	1.066391	2.492393	0.859004	4.299416	0.753321	0.108753	0.137925	0.000000	
38000	-52.386224	296	2.253641	19.074934	1.444407	15.818593	0.727229	0.136413	0.136359	0.000000	
39000	-54.827436	423	7.134094	25.849730	0.788663	4.895568	0.748875	0.110711	0.140414	0.000000	
40000	-50.489183	933	1.175577	3.294276	1.849672	16.619189	0.726285	0.136184	0.137530	0.000000	
41000	-49.152593	888	0.660020	0.523625	3.126902	27.024943	0.788599	0.147862	0.063538	0.000000	
42000	-53.234666	977	1.451632	3.430466	0.827832	3.322495	0.778397	0.087196	0.134407	0.000000	
43000	-52.362994	209	1.117511	8.313396	5.550866	47.305144	0.724265	0.135800	0.139935	0.000000	
44000	-52.965748	441	1.005006	8.762206	2.376778	21.303077	0.725387	0.136010	0.138603	0.000000	
45000	-52.272877	559	1.854859	13.370413	4.561909	25.889616	0.727230	0.136356	0.136414	0.000000	
46000	-48.410444	342	0.765221	0.184960	1.859260	15.699712	0.825868	0.154853	0.019279	0.000000	
47000	-51.528461	96	0.724694	3.345230	2.067182	6.441621	0.707169	0.129760	0.163071	0.000000	
48000	-50.798026	217	0.701326	1.958402	0.627985	7.139863	0.688962	0.133323	0.177714	0.000000	
49000	-51.027895	944	1.024843	4.841920	6.392291	32.585421	0.718961	0.134805	0.146234	0.000000	
50000	-50.237172	585	1.132486	2.001960	1.762687	14.403072	0.754272	0.141457	0.104271	0.000000	
51000	-52.522904	49	1.158060	8.620215	1.679872	6.854650	0.729199	0.131216	0.139585	0.000000	
52000	-48.987322	379	0.833670	0.986712	4.322125	25.649208	0.771313	0.144621	0.084066	0.000000	
53000	-51.859095	945	1.149730	1.448946	1.300853	13.872115	0.769231	0.144348	0.086421	0.000000	
54000	-51.668556	634	0.712090	1.792015	0.991090	4.115400	0.756475	0.103078	0.140447	0.000000	
55000	-50.106717	508	1.192541	4.164979	1.241096	12.400545	0.723778	0.135870	0.140352	0.000000	
56000	-54.390194	201	0.705387	5.124856	0.508329	7.431672	0.691786	0.144290	0.163924	0.000000	
57000	-49.791402	427	0.663763	0.494662	3.230690	14.387853	0.799656	0.149922	0.050422	0.000000	
58000	-51.644206	263	1.491523	1.559556	5.148760	27.117391	0.772554	0.144854	0.082592	0.000000	
59000	-54.826137	769	3.248535	22.841320	2.872266	43.028834	0.727273	0.136364	0.136364	0.000000	
60000	-53.798833	155	2.614021	31.420087	4.065549	24.434502	0.727273	0.136364	0.136364	0.000000	
61000	-51.161363	745	1.663330	6.446333	3.700718	22.456483	0.727403	0.136388	0.136209	0.000000	
62000	-52.123018	100	1.125301	4.961660	5.092856	19.898569	0.721681	0.135315	0.143004	0.000000	
63000	-52.358226	19	0.233058	0.845697	4.302153	25.030841	0.572546	0.107352	0.320101	0.000000	
64000	-49.576717	179	1.004418	1.708902	1.755286	13.191951	0.759561	0.142469	0.097970	0.000000	
