Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2626838184
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	5
	ANC5	2	R11_Umbundu G61_Sangu 
	ANC4	2	JD53_Shi G61_Sangu 
	ANC3	2	L11_Pende G61_Sangu 
	ANC2	2	C83_Bushong G61_Sangu 
	ANC1	2	C41_Ngombe G61_Sangu 
Scale Tree:                      0.101827
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - exp 10.00 
        q13 - exp 10.00 
        q21 - exp 10.00 
        q24 - exp 10.00 
        q31 - exp 10.00 
        q34 - exp 10.00 
        q42 - exp 10.00 
        q43 - exp 10.00 
Node reconstruction / fossilisation:
	MRCA RecNodeUmbundu ANC5
	MRCA RecNodeShi ANC4
	MRCA RecNodePende ANC3
	MRCA RecNodeBushong ANC2
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RecNodeUmbundu - P(0,0)	RecNodeUmbundu - P(0,1)	RecNodeUmbundu - P(1,0)	RecNodeUmbundu - P(1,1)	RecNodeShi - P(0,0)	RecNodeShi - P(0,1)	RecNodeShi - P(1,0)	RecNodeShi - P(1,1)	RecNodePende - P(0,0)	RecNodePende - P(0,1)	RecNodePende - P(1,0)	RecNodePende - P(1,1)	RecNodeBushong - P(0,0)	RecNodeBushong - P(0,1)	RecNodeBushong - P(1,0)	RecNodeBushong - P(1,1)	
86000	-79.032246	666	12.921930	1.335562	16.813423	0.044948	5.771547	27.656567	2.653736	8.862510	0.157877	0.075568	0.141966	0.624589	0.002111	0.000189	0.156397	0.841303	0.000895	0.000059	0.156481	0.842566	0.021844	0.003807	0.173533	0.800815	0.026902	0.005014	0.179135	0.788949	
87000	-75.569855	434	6.806952	1.178401	10.414882	0.954312	4.257570	7.780629	1.313702	2.812098	0.199175	0.099687	0.129724	0.571414	0.001359	0.000939	0.087996	0.909706	0.000628	0.000699	0.063245	0.935429	0.001938	0.001940	0.076169	0.919953	0.028917	0.024485	0.141630	0.804967	
88000	-76.338660	680	12.614932	1.614346	27.027668	8.377969	4.204184	14.566406	2.311097	2.942104	0.245229	0.122263	0.120756	0.511752	0.035254	0.032546	0.155969	0.776231	0.039760	0.036442	0.150721	0.773077	0.053965	0.046560	0.149695	0.749779	0.132097	0.094199	0.147139	0.626565	
89000	-78.574383	285	2.658035	3.993054	5.835705	25.791042	15.367650	15.637066	7.575628	5.323062	0.233841	0.122580	0.120033	0.523546	0.049849	0.150666	0.077975	0.721510	0.043820	0.151007	0.073665	0.731507	0.058925	0.149751	0.082281	0.709043	0.121723	0.143085	0.109959	0.625232	
90000	-73.885437	196	2.139407	1.618845	0.837146	63.230762	13.879034	5.276123	12.710377	3.424270	0.258616	0.116726	0.127131	0.497527	0.017642	0.189763	0.020479	0.772116	0.006934	0.196400	0.010250	0.786416	0.034107	0.181927	0.033915	0.750051	0.144124	0.141386	0.101762	0.612728	
91000	-77.784879	718	9.810612	3.459119	20.315613	12.992069	11.958040	33.146281	2.506755	9.881980	0.241552	0.120984	0.121299	0.516165	0.118714	0.085230	0.131900	0.664156	0.127921	0.087185	0.130271	0.654623	0.163503	0.099719	0.128738	0.608040	0.205639	0.112462	0.125501	0.556398	
92000	-75.078744	902	12.068001	2.107541	32.815766	0.239753	2.592749	11.236891	1.763098	1.938911	0.247662	0.123897	0.120149	0.508292	0.004116	0.000942	0.175650	0.819292	0.004267	0.000790	0.172702	0.822241	0.019558	0.005930	0.169955	0.804557	0.106176	0.037259	0.165543	0.691022	
93000	-76.515253	440	11.117947	0.299616	22.069929	5.314531	22.403191	1.950525	0.091086	3.834672	0.219532	0.113314	0.109935	0.557219	0.000605	0.004398	0.000787	0.994210	0.000605	0.004398	0.000787	0.994210	0.007059	0.019436	0.006833	0.966672	0.042837	0.062213	0.030561	0.864390	
94000	-74.569338	966	6.322426	0.801139	20.355611	4.538336	1.078412	2.919501	2.254297	0.893133	0.237710	0.122596	0.087902	0.551793	0.000615	0.004720	0.019155	0.975510	0.002745	0.011479	0.043806	0.941970	0.018423	0.044637	0.046331	0.890609	0.055082	0.092392	0.030897	0.821629	
95000	-75.433277	226	0.897983	2.857245	9.086768	2.117039	2.749311	12.002495	3.308771	2.415248	0.242648	0.120695	0.121432	0.515226	0.018965	0.008013	0.174845	0.798177	0.027575	0.010075	0.190116	0.772234	0.057240	0.021944	0.182523	0.738292	0.148273	0.061665	0.152396	0.637667	
96000	-75.995556	896	2.053954	3.148544	6.011984	3.432780	11.988996	9.638480	1.894690	2.374500	0.230168	0.118231	0.120013	0.531588	0.001862	0.007918	0.033655	0.956565	0.005351	0.014618	0.046165	0.933866	0.009679	0.021701	0.060174	0.908447	0.047669	0.059689	0.133791	0.758852	
97000	-76.473615	28	5.194083	0.998061	15.097907	3.244649	0.379596	21.001962	2.445475	1.831046	0.226502	0.114916	0.126040	0.532542	0.009349	0.010037	0.217107	0.763508	0.005517	0.006520	0.225615	0.762347	0.010720	0.011594	0.218087	0.759598	0.052763	0.048015	0.169491	0.729731	
98000	-77.458517	40	1.720522	8.139768	12.588489	3.763770	6.390026	7.562952	2.263501	2.656731	0.234306	0.116881	0.120943	0.527869	0.044801	0.026832	0.077662	0.850705	0.056292	0.032880	0.084839	0.825989	0.075684	0.042622	0.093982	0.787712	0.120159	0.067992	0.109429	0.702419	
99000	-76.955906	934	2.548458	0.421489	6.534495	3.611668	2.509623	5.852389	4.491168	1.743036	0.167624	0.106868	0.140499	0.585008	0.001598	0.011581	0.162347	0.824473	0.000823	0.008312	0.193404	0.797461	0.004659	0.020067	0.184981	0.790293	0.028113	0.056720	0.183167	0.732000	
100000	-76.430330	48	1.537384	1.323140	1.674838	21.391211	3.297295	17.209740	4.502613	4.956082	0.532205	0.076410	0.091958	0.299427	0.004728	0.152830	0.133878	0.708564	0.002501	0.151796	0.123424	0.722279	0.026475	0.152535	0.141867	0.679123	0.383400	0.111779	0.168284	0.336537	
101000	-78.136660	434	6.345650	3.693805	14.263385	5.420452	16.637318	17.917399	2.766812	3.485851	0.226311	0.115616	0.120394	0.537679	0.043982	0.040198	0.094200	0.821621	0.026089	0.028556	0.082377	0.862978	0.036290	0.036731	0.092278	0.834701	0.080624	0.065891	0.119568	0.733917	
102000	-73.714785	196	2.244421	0.216431	13.508283	24.907359	2.818624	5.338077	5.236403	1.538683	0.270838	0.122351	0.115913	0.490897	0.005364	0.090063	0.068654	0.835920	0.001208	0.069753	0.050918	0.878120	0.014018	0.113289	0.065839	0.806854	0.104425	0.189430	0.091812	0.614333	
103000	-75.848671	642	16.496306	0.711798	26.154319	2.319960	7.848829	46.677675	1.227104	12.922080	0.202981	0.102958	0.129913	0.564148	0.000297	0.000486	0.147542	0.851675	0.004123	0.004279	0.159960	0.831638	0.010456	0.008747	0.164250	0.816547	0.052259	0.038900	0.177519	0.731322	
104000	-74.846644	507	2.080513	1.287042	4.971358	19.872540	4.492032	15.369148	5.062043	4.435466	0.308564	0.115206	0.116182	0.460048	0.007701	0.124533	0.115031	0.752734	0.007701	0.124533	0.115031	0.752734	0.028556	0.136230	0.128515	0.706699	0.195288	0.151955	0.150773	0.501984	
105000	-75.357435	703	1.592881	2.599591	7.194966	12.798909	7.160154	14.698957	3.666357	3.858080	0.245403	0.121294	0.121191	0.512112	0.026548	0.097308	0.106062	0.770082	0.017433	0.088311	0.099471	0.794785	0.029082	0.099311	0.109445	0.762161	0.107459	0.137452	0.142962	0.612128	
106000	-76.335883	461	3.188207	4.491423	16.611767	26.632628	0.312593	22.373250	7.484982	3.356161	0.246499	0.121620	0.119964	0.511917	0.117838	0.104714	0.160316	0.617132	0.120327	0.104776	0.161479	0.613418	0.164451	0.114449	0.144387	0.576713	0.230960	0.122862	0.122759	0.523420	
107000	-78.280927	236	9.489878	3.736983	6.485435	32.454144	13.816892	22.721120	5.135265	9.050506	0.242437	0.121210	0.121213	0.515139	0.237120	0.122017	0.120801	0.520062	0.236217	0.122177	0.120634	0.520972	0.237115	0.122040	0.120719	0.520126	0.245124	0.120784	0.121497	0.512596	
108000	-77.821602	409	10.518904	2.174214	18.633919	11.834388	0.965232	32.273539	3.342322	7.715518	0.256286	0.125192	0.117468	0.501053	0.095955	0.074542	0.160630	0.668873	0.076352	0.064105	0.168689	0.690854	0.110939	0.080995	0.157462	0.650604	0.232361	0.132541	0.118696	0.516402	
109000	-79.243585	430	25.002881	5.160661	18.204259	11.610934	18.535724	10.521203	2.964174	3.815589	0.242342	0.121189	0.121185	0.515284	0.196403	0.107701	0.106027	0.589869	0.201076	0.109142	0.107485	0.582297	0.221731	0.115348	0.114412	0.548508	0.231210	0.118159	0.117644	0.532986	
110000	-74.571795	216	4.859404	0.880321	11.858092	0.507415	5.381238	14.120469	1.768790	2.487600	0.185121	0.091366	0.133180	0.590332	0.000411	0.000177	0.109049	0.890363	0.000491	0.000224	0.105331	0.893955	0.002878	0.001332	0.124846	0.870945	0.036225	0.016853	0.186598	0.760323	
111000	-73.589505	204	0.534194	0.229422	7.580397	0.836816	3.084121	19.631305	2.628269	5.350531	0.113628	0.069807	0.153764	0.662801	0.000002	0.000018	0.158885	0.841096	0.000084	0.000376	0.167547	0.831993	0.002321	0.004453	0.179115	0.814111	0.007695	0.012367	0.201348	0.778590	
112000	-75.532161	830	4.153685	1.725696	7.699694	4.343525	6.109390	8.639557	1.428258	3.697485	0.244141	0.122296	0.121553	0.512009	0.004936	0.015862	0.070941	0.908261	0.001836	0.009595	0.051825	0.936744	0.015276	0.033783	0.087102	0.863839	0.096391	0.098761	0.140881	0.663967	
113000	-79.828910	452	9.918932	10.336559	4.492112	19.772192	15.345575	5.466677	3.826536	3.032744	0.243663	0.120862	0.122034	0.513441	0.240814	0.122911	0.117920	0.518354	0.234126	0.124217	0.114603	0.527054	0.245893	0.120583	0.122929	0.510596	0.256107	0.117497	0.129984	0.496412	
114000	-74.619728	586	6.260140	0.348747	13.239953	12.947237	12.790801	5.851072	2.278940	3.544666	0.233925	0.120560	0.118565	0.526949	0.027343	0.075171	0.033272	0.864214	0.031499	0.078470	0.036614	0.853417	0.044256	0.088022	0.045725	0.821997	0.099664	0.115572	0.078366	0.706399	
115000	-74.824739	793	2.319730	0.147996	11.396897	3.960483	1.620504	5.261410	1.568674	1.309314	0.298288	0.143501	0.105652	0.452558	0.000147	0.006392	0.063054	0.930408	0.000079	0.004253	0.076492	0.919177	0.002674	0.024419	0.096999	0.875908	0.027919	0.152261	0.111076	0.708745	
116000	-80.871154	719	5.522360	2.392308	11.259801	31.855569	0.657023	26.657434	4.860946	4.530886	0.276427	0.121351	0.114160	0.488062	0.275184	0.127382	0.109977	0.487457	0.226989	0.124834	0.121321	0.526856	0.261175	0.123180	0.115592	0.500053	0.439490	0.120546	0.080933	0.359031	
117000	-72.848040	33	0.803875	0.291352	8.345573	5.870387	4.594828	8.236560	2.726560	1.375668	0.183153	0.118340	0.128402	0.570106	0.000026	0.009789	0.051517	0.938668	0.000098	0.012413	0.057430	0.930058	0.001367	0.037898	0.088603	0.872131	0.018126	0.133688	0.163300	0.684886	
118000	-73.848362	93	1.313670	0.922555	5.806459	2.326761	7.105666	4.568612	1.428305	1.553231	0.184443	0.115157	0.123596	0.576803	0.000135	0.004149	0.015518	0.980198	0.000336	0.005907	0.020071	0.973687	0.001364	0.014170	0.037075	0.947391	0.014433	0.058450	0.119569	0.807549	
119000	-75.764275	153	0.530655	1.000068	4.078492	15.866910	1.351682	4.140587	5.563119	1.324856	0.364649	0.114005	0.096012	0.425334	0.000762	0.128480	0.035616	0.835141	0.002186	0.126584	0.052170	0.819061	0.005547	0.137117	0.054362	0.802973	0.091251	0.258873	0.074770	0.575106	
120000	-76.070400	110	9.797423	0.059833	18.449579	1.345855	0.920334	24.250451	2.328736	3.004473	0.163366	0.085483	0.144719	0.606432	0.000025	0.000237	0.219500	0.780238	0.000015	0.000159	0.225246	0.774580	0.010529	0.017015	0.192473	0.779982	0.016450	0.028516	0.172393	0.782642	
121000	-74.096248	431	3.470548	0.325814	8.732425	18.866441	1.380624	5.508435	5.838482	1.186054	0.284793	0.122555	0.107893	0.484759	0.015022	0.094117	0.143989	0.746872	0.009377	0.081829	0.184633	0.724161	0.032691	0.108573	0.150768	0.707968	0.131858	0.168232	0.116713	0.583196	
122000	-75.116062	460	1.044321	2.167255	4.702073	1.716287	5.153831	0.698948	1.475669	0.986810	0.192439	0.122396	0.102406	0.582759	0.000002	0.000767	0.000092	0.999140	0.000013	0.001636	0.000343	0.998008	0.000116	0.006455	0.001271	0.992159	0.014289	0.081416	0.038167	0.866128	
123000	-74.504666	788	0.201365	0.518603	4.840921	9.700129	7.028526	4.145015	3.155251	2.117951	0.149535	0.130975	0.111981	0.607510	0.000160	0.073270	0.014418	0.912153	0.000047	0.064410	0.009566	0.925977	0.000125	0.081069	0.015327	0.903478	0.015408	0.178159	0.107489	0.698944	
124000	-74.038542	912	4.221926	1.766949	13.620171	0.266362	2.045080	30.978415	2.128444	7.038866	0.230142	0.113275	0.125120	0.531463	0.003758	0.000413	0.191586	0.804243	0.005696	0.000681	0.191266	0.802358	0.012586	0.001793	0.189041	0.796579	0.071022	0.013421	0.172373	0.743185	
125000	-75.927654	570	5.070901	0.170723	15.301037	20.143197	5.767897	5.563422	4.546316	1.855325	0.237791	0.121135	0.120375	0.520699	0.020225	0.085288	0.048385	0.846102	0.013985	0.077917	0.044792	0.863306	0.046497	0.105841	0.064493	0.783169	0.127192	0.136132	0.097059	0.639617	
126000	-73.855449	263	0.320690	0.237879	10.859792	4.477475	1.447170	2.426904	2.655574	0.921300	0.078399	0.099916	0.102839	0.718846	0.000003	0.005041	0.007715	0.987242	0.000047	0.010993	0.023399	0.965562	0.001746	0.054697	0.033617	0.909940	0.003036	0.108267	0.027584	0.861113	
127000	-77.860210	169	1.898376	0.678373	8.706946	10.620008	2.363959	16.582028	7.422808	2.390259	0.215449	0.119648	0.127019	0.537885	0.002328	0.039348	0.240326	0.717998	0.003969	0.042129	0.240556	0.713347	0.006798	0.051207	0.230028	0.711967	0.048215	0.104831	0.193055	0.653898	
128000	-74.642362	753	1.182328	0.567228	5.527796	32.455434	10.247552	1.934987	5.221469	1.858557	0.230304	0.123963	0.116860	0.528873	0.000668	0.148696	0.001065	0.849571	0.001589	0.152640	0.002171	0.843601	0.026949	0.173799	0.023071	0.776181	0.055784	0.190103	0.044055	0.710059	
129000	-74.513958	516	1.032421	0.657521	7.751466	0.546185	3.027742	12.430644	0.727593	2.038704	0.375026	0.183728	0.096379	0.344867	0.000222	0.000118	0.134132	0.865528	0.000503	0.000288	0.129577	0.869632	0.019472	0.011144	0.183486	0.785898	0.076501	0.036533	0.268672	0.618295	
130000	-75.235920	732	0.541825	4.366121	3.287864	7.033559	17.773613	2.247746	2.250471	2.428297	0.190848	0.131654	0.099470	0.578028	0.000081	0.077225	0.000665	0.922028	0.000340	0.074851	0.001766	0.923042	0.001034	0.084543	0.004027	0.910395	0.026893	0.124932	0.048589	0.799587	
131000	-75.747779	728	5.844135	3.560335	21.468211	0.962461	2.857204	30.482137	2.792686	8.942105	0.235173	0.116847	0.123458	0.524522	0.023661	0.006221	0.185883	0.784234	0.034673	0.009800	0.182992	0.772535	0.070241	0.024007	0.173171	0.732581	0.130660	0.049086	0.156017	0.664237	
132000	-75.021587	460	5.215055	3.572057	20.481549	2.084561	1.705399	28.194025	2.114585	5.546529	0.255903	0.128712	0.117059	0.498325	0.020415	0.007106	0.189277	0.783201	0.023194	0.007994	0.188874	0.779939	0.052821	0.019998	0.179262	0.747919	0.193919	0.086157	0.135672	0.584252	
133000	-76.916859	962	1.694771	2.613096	17.012099	23.785039	2.025009	13.345695	6.747680	2.911695	0.242334	0.121313	0.121084	0.515269	0.015357	0.065143	0.197037	0.722464	0.033946	0.081400	0.192154	0.692500	0.052737	0.093113	0.180497	0.673653	0.137337	0.126834	0.146871	0.588957	
134000	-75.792781	977	1.115373	0.323723	4.744635	3.824723	0.141797	9.312053	3.301845	1.248892	0.348503	0.143052	0.082925	0.425521	0.000431	0.007346	0.339331	0.652892	0.000915	0.008388	0.400532	0.590165	0.002882	0.015846	0.339482	0.641790	0.089387	0.113565	0.146757	0.650291	
135000	-79.776360	503	13.898402	14.857258	10.993850	6.291518	24.115407	10.330724	0.318980	6.665347	0.241188	0.120764	0.120829	0.517219	0.147158	0.084393	0.088808	0.679641	0.160268	0.089986	0.094299	0.655447	0.178861	0.097440	0.100948	0.622750	0.210544	0.109689	0.111611	0.568156	
136000	-74.938182	980	2.141700	2.476093	11.628131	4.323387	3.431053	18.295479	2.164959	3.591673	0.264670	0.129892	0.116376	0.489062	0.014448	0.015170	0.161176	0.809206	0.014119	0.014882	0.160104	0.810894	0.036348	0.031724	0.162205	0.769723	0.128336	0.090602	0.155697	0.625364	
137000	-77.515224	513	3.845171	4.829712	4.865861	18.574041	23.192414	9.391676	2.539135	3.764705	0.239604	0.121761	0.120245	0.518390	0.054831	0.154190	0.045060	0.745919	0.048316	0.153563	0.041598	0.756523	0.069643	0.151266	0.055067	0.724025	0.128291	0.144682	0.087577	0.639450	
138000	-74.416869	505	2.238369	1.334276	25.071741	0.125807	0.482240	31.697202	2.850273	6.172759	0.210964	0.103877	0.131731	0.553428	0.003017	0.000517	0.215359	0.781107	0.003390	0.000471	0.217448	0.778691	0.014785	0.003502	0.205315	0.776398	0.070417	0.020657	0.170094	0.738831	
139000	-74.219663	281	3.709683	0.190927	18.007404	0.661851	3.567038	4.192930	1.932244	0.994621	0.109069	0.058132	0.139929	0.692870	0.000003	0.000069	0.019603	0.980325	0.000006	0.000094	0.021280	0.978620	0.000150	0.000687	0.040692	0.958471	0.006809	0.019563	0.097850	0.875777	
140000	-75.476340	540	7.974544	4.100036	13.888214	2.929713	2.851415	8.633777	2.789785	1.112257	0.244379	0.122236	0.120765	0.512621	0.078068	0.030340	0.205098	0.686494	0.041590	0.015631	0.205438	0.737342	0.102327	0.041274	0.181536	0.674863	0.176835	0.079930	0.147876	0.595358	
141000	-73.452446	538	2.319699	0.445945	6.247168	15.391295	10.102666	1.398260	3.325582	2.316482	0.228332	0.123866	0.113054	0.534749	0.006006	0.120773	0.002637	0.870585	0.003616	0.112179	0.001709	0.882496	0.014405	0.128588	0.006821	0.850187	0.083743	0.158421	0.039167	0.718669	
142000	-73.734797	474	1.387719	0.502837	5.567036	14.165587	8.824448	0.060843	2.102229	1.507642	0.246809	0.123699	0.114951	0.514542	0.000809	0.110279	0.000025	0.888887	0.000827	0.100203	0.000030	0.898940	0.012391	0.135648	0.001355	0.850606	0.066783	0.193897	0.009552	0.729768	
143000	-76.391672	332	1.066235	1.753293	8.710454	4.738799	0.393506	14.636052	2.258356	3.978748	0.366555	0.159184	0.084724	0.389537	0.003763	0.010449	0.193555	0.792233	0.009535	0.016271	0.206811	0.767384	0.019575	0.027323	0.195655	0.757446	0.165901	0.136776	0.109047	0.588276	
144000	-74.775847	395	1.183308	0.283240	0.633654	19.038229	7.858050	16.792576	3.588140	5.434469	0.297270	0.109252	0.121737	0.471741	0.003251	0.196672	0.077771	0.722306	0.002858	0.201392	0.071772	0.723978	0.013799	0.185714	0.094998	0.705489	0.108307	0.128866	0.187101	0.575726	
145000	-76.986672	858	0.701151	15.425025	14.831580	8.689159	22.773559	12.792314	5.447588	0.965614	0.240424	0.120679	0.120733	0.518165	0.092774	0.073349	0.077865	0.756012	0.108127	0.080175	0.085001	0.726698	0.130966	0.088268	0.092236	0.688530	0.172611	0.103596	0.106693	0.617100	
146000	-75.065818	756	8.092965	1.922317	13.035228	2.263778	2.953045	11.191690	1.945120	1.840571	0.256192	0.127761	0.118550	0.497497	0.009672	0.005417	0.185118	0.799793	0.015857	0.009087	0.173036	0.802020	0.023558	0.013674	0.169269	0.793498	0.120259	0.066103	0.160243	0.653395	
147000	-75.936294	436	8.609124	1.052558	15.507549	16.865903	6.754158	14.796095	4.614394	2.336760	0.242976	0.121286	0.121190	0.514547	0.094140	0.094176	0.126512	0.685173	0.080556	0.088831	0.124353	0.706259	0.122197	0.103127	0.125392	0.649284	0.188423	0.119354	0.126859	0.565364	
148000	-75.532926	684	3.189424	1.732049	5.193992	40.304479	19.398139	0.387773	6.921003	2.950040	0.229428	0.125026	0.112606	0.532940	0.011214	0.175123	0.001663	0.812001	0.015668	0.175205	0.002372	0.806754	0.041605	0.173569	0.008997	0.775830	0.096929	0.165021	0.026675	0.711374	
149000	-76.222845	343	2.145263	2.248568	3.520351	19.857794	12.462707	8.854921	2.470879	5.029204	0.233692	0.123078	0.119467	0.523763	0.017499	0.180623	0.038563	0.763315	0.018081	0.179561	0.038531	0.763826	0.036639	0.173453	0.056008	0.733900	0.105003	0.155216	0.099070	0.640710	
150000	-75.872586	815	0.281692	0.928600	7.822644	11.278810	0.170434	33.659939	4.956966	9.535578	0.307940	0.126151	0.106154	0.459756	0.004516	0.053890	0.196575	0.745019	0.001534	0.039951	0.205859	0.752656	0.005579	0.062008	0.191890	0.740524	0.098131	0.188398	0.124568	0.588904	
151000	-78.995669	614	0.954234	4.552331	4.747052	10.215775	19.913604	5.159438	1.294685	2.850586	0.201578	0.127446	0.106984	0.563991	0.002643	0.124066	0.008384	0.864907	0.002211	0.110654	0.007989	0.879147	0.004220	0.112152	0.012944	0.870684	0.027867	0.144563	0.056338	0.771232	
152000	-76.311196	530	7.012533	1.891467	20.550428	5.469384	1.808165	20.073842	2.090243	7.546215	0.263105	0.129529	0.115677	0.491689	0.010003	0.011189	0.186612	0.792196	0.013818	0.014977	0.185571	0.785633	0.031229	0.028606	0.179554	0.760611	0.127708	0.095053	0.148557	0.628682	
153000	-80.708700	453	19.309002	1.360939	13.302356	29.630930	6.466108	2.013953	14.638784	2.770946	0.243329	0.121518	0.119564	0.515589	0.269499	0.133911	0.055869	0.540720	0.267563	0.132775	0.061039	0.538622	0.261548	0.128669	0.081611	0.528172	0.257412	0.126551	0.092196	0.523840	
154000	-75.131716	997	2.498246	0.534054	9.368032	10.112977	2.983302	17.860185	3.349079	6.177240	0.251027	0.122818	0.119605	0.506549	0.001395	0.033193	0.166376	0.799036	0.008234	0.052947	0.165640	0.773179	0.017300	0.072232	0.165167	0.745301	0.072263	0.142545	0.161289	0.623903	
155000	-76.510879	968	1.415639	4.232345	15.537730	6.686849	7.389479	11.052546	2.960047	3.949169	0.229923	0.117311	0.121798	0.530968	0.011805	0.023259	0.082089	0.882847	0.014085	0.025527	0.084608	0.875779	0.039077	0.046967	0.105764	0.808192	0.088188	0.081282	0.126398	0.704132	
156000	-76.939159	398	8.236475	3.809177	36.469097	1.631725	3.996039	25.944310	2.521104	5.291297	0.234895	0.117128	0.123212	0.524765	0.022790	0.008474	0.172302	0.796434	0.031205	0.011850	0.171002	0.785943	0.095786	0.041272	0.160050	0.702892	0.132136	0.059561	0.152382	0.655921	
157000	-73.968823	337	2.328928	0.161313	11.281658	2.061600	0.835830	7.149123	3.242364	2.130799	0.159291	0.091680	0.146563	0.602466	0.000079	0.001261	0.229840	0.768820	0.000222	0.001809	0.279982	0.717988	0.000658	0.003556	0.258368	0.737418	0.017408	0.040823	0.167879	0.773890	
158000	-76.508382	546	5.088820	7.496434	11.545531	6.750005	7.854406	6.503301	3.204052	1.665230	0.237771	0.119904	0.120335	0.521990	0.054340	0.058428	0.067642	0.819590	0.064756	0.060876	0.071086	0.803282	0.075112	0.066503	0.075887	0.782498	0.129568	0.095264	0.100603	0.674566	
159000	-80.747072	20	4.736112	3.129099	7.938316	0.755891	13.199188	9.674678	1.027326	0.688410	0.312497	0.156013	0.129872	0.401618	0.010952	0.002197	0.079796	0.907055	0.004869	0.001234	0.050107	0.943791	0.005497	0.001850	0.058319	0.934333	0.085040	0.035883	0.229036	0.650041	
160000	-75.078291	350	1.444352	0.197433	10.457965	0.049239	6.443816	0.799019	1.108393	1.998729	0.013846	0.007492	0.052566	0.926097	0.000000	0.000001	0.000429	0.999570	0.000000	0.000001	0.000252	0.999747	0.000001	0.000005	0.001288	0.998705	0.000186	0.001103	0.017539	0.981172	
161000	-74.520409	55	1.660457	0.356291	2.381639	19.167615	8.101701	2.327097	3.838021	1.414954	0.296321	0.108150	0.144075	0.451453	0.006467	0.174432	0.006154	0.812947	0.005593	0.172069	0.005589	0.816748	0.040300	0.175588	0.029249	0.754862	0.108595	0.177833	0.069392	0.644181	
162000	-76.501727	105	1.489122	4.044676	14.107914	1.077559	1.769608	7.288720	1.949749	1.278855	0.240287	0.120959	0.119643	0.519111	0.008913	0.001605	0.124329	0.865153	0.012156	0.002249	0.145966	0.839629	0.045317	0.012172	0.142202	0.800308	0.133902	0.047460	0.117131	0.701506	
163000	-77.567554	395	7.746779	0.579679	9.578272	10.674704	1.924280	17.350526	3.414514	6.098139	0.253606	0.123065	0.118752	0.504577	0.053942	0.073674	0.166382	0.706002	0.042972	0.066568	0.170142	0.720318	0.072701	0.084542	0.161189	0.681567	0.180122	0.128992	0.133229	0.557658	
164000	-75.651146	303	0.666341	2.629585	8.446347	25.818212	7.513055	8.155225	8.457022	3.343281	0.215854	0.123846	0.119557	0.540743	0.003118	0.127406	0.039313	0.830164	0.005200	0.130075	0.045601	0.819124	0.016264	0.139633	0.066946	0.777157	0.049613	0.159873	0.102571	0.687943	
165000	-74.438239	591	1.066151	0.021324	5.096684	15.625348	2.205195	5.513742	8.757266	1.419832	0.228938	0.125918	0.119539	0.525604	0.000745	0.110684	0.090387	0.798184	0.001208	0.105553	0.115263	0.777975	0.007644	0.131668	0.125503	0.735185	0.056879	0.184698	0.131792	0.626632	
166000	-77.339269	302	3.693162	4.629761	10.931769	4.422204	6.018913	24.065636	2.533448	3.202693	0.247079	0.123399	0.120321	0.509201	0.102217	0.054365	0.147311	0.696108	0.059227	0.032287	0.148737	0.759750	0.087086	0.046819	0.148042	0.718053	0.176523	0.091210	0.140250	0.592017	
167000	-75.394752	968	0.640231	5.864788	8.281012	7.816515	12.383849	6.523627	3.465656	2.248899	0.221048	0.120051	0.116407	0.542495	0.003696	0.044377	0.021909	0.930018	0.004680	0.044945	0.024227	0.926148	0.017569	0.069171	0.045204	0.868056	0.055542	0.109615	0.089301	0.745541	
168000	-77.114395	522	11.432698	1.079026	33.472823	8.285788	1.575520	33.240315	1.653672	8.887204	0.294883	0.141170	0.107544	0.456403	0.013107	0.016678	0.183987	0.786227	0.014660	0.019474	0.183174	0.782693	0.049072	0.043841	0.172265	0.734822	0.197117	0.138986	0.127485	0.536412	
169000	-73.888431	968	1.720472	0.148818	3.099647	54.097837	13.294499	0.042483	9.623033	2.309864	0.240323	0.122275	0.117957	0.519446	0.002882	0.186331	0.000158	0.810629	0.004158	0.186437	0.000222	0.809183	0.022225	0.184235	0.002735	0.790806	0.088162	0.170927	0.015865	0.725046	
