Options:
Model:                           MultiState
Tree File Name:                  ./austronesian_realtime.nex
Data File Name:                  data/anc-state/austronesian.btdata
Log File Name:                   ./an-reallength.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4194014311
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      100000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./an-reallength.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     30
Base frequency (PI's):           None
Character Symbols:               1,3,4,5,6,7
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q36                          RJ MCMC
    q37                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q61                          RJ MCMC
    q63                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q71                          RJ MCMC
    q73                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      300
     Taxa:                       85
     Sites:                      1
     States:                     6
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q16	q17	q31	q34	q35	q36	q37	q41	q43	q45	q46	q47	q51	q53	q54	q56	q57	q61	q63	q64	q65	q67	q71	q73	q74	q75	q76	Root P(1)	Root P(3)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	
3115000	-98.895244	120	1	11	'0 0 0 0 0 Z 0 Z 0 Z 0 Z 0 Z Z 0 Z 0 Z Z 0 0 0 0 0 0 0 0 Z Z 	0.000123	0.000123	0.000123	0.000123	0.000123	0.000000	0.000123	0.000000	0.000123	0.000000	0.000123	0.000000	0.000123	0.000000	0.000000	0.000123	0.000000	0.000123	0.000000	0.000000	0.000123	0.000123	0.000123	0.000123	0.000123	0.000123	0.000123	0.000123	0.000000	0.000000	0.050462	0.830564	0.003643	0.001478	0.050461	0.063392	
3120000	-97.194693	271	1	16	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 Z Z 0 Z Z 0 Z Z Z 0 0 0 0 0 0 0 0 	0.000000	0.000146	0.000146	0.000000	0.000000	0.000000	0.000146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000146	0.000000	0.000000	0.000146	0.000000	0.000000	0.000146	0.000000	0.000000	0.000000	0.000146	0.000146	0.000146	0.000146	0.000146	0.000146	0.000146	0.000146	0.000000	0.965583	0.000001	0.000006	0.000835	0.033576	
3125000	-92.720308	212	1	16	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 Z Z 0 Z 0 0 Z 0 0 0 0 0 0 Z Z 0 Z 	0.000000	0.000227	0.000227	0.000000	0.000000	0.000000	0.000227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000227	0.000000	0.000000	0.000227	0.000000	0.000227	0.000227	0.000000	0.000227	0.000227	0.000227	0.000227	0.000227	0.000227	0.000000	0.000000	0.000227	0.000000	0.000065	0.963100	0.000082	0.001616	0.035090	0.000047	
3130000	-94.521095	157	1	14	'0 0 0 Z 0 Z 0 Z Z Z Z Z 0 Z Z 0 Z 0 0 Z Z 0 0 0 0 0 Z 0 0 Z 	0.000276	0.000276	0.000276	0.000000	0.000276	0.000000	0.000276	0.000000	0.000000	0.000000	0.000000	0.000000	0.000276	0.000000	0.000000	0.000276	0.000000	0.000276	0.000276	0.000000	0.000000	0.000276	0.000276	0.000276	0.000276	0.000276	0.000000	0.000276	0.000276	0.000000	0.082921	0.810393	0.001319	0.015437	0.082069	0.007862	
3135000	-97.699883	31	1	16	'Z Z 0 Z 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 Z 0 Z Z 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000133	0.000000	0.000133	0.000000	0.000133	0.000000	0.000000	0.000000	0.000133	0.000000	0.000133	0.000000	0.000000	0.000000	0.000000	0.000133	0.000133	0.000000	0.000133	0.000000	0.000000	0.000133	0.000133	0.000133	0.000133	0.000133	0.000133	0.000000	0.000115	0.983169	0.000000	0.000000	0.000115	0.016601	
3140000	-94.130318	139	1	15	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 0 Z Z Z 0 0 0 0 Z 	0.000181	0.000181	0.000181	0.000181	0.000181	0.000000	0.000181	0.000000	0.000000	0.000000	0.000181	0.000000	0.000181	0.000000	0.000000	0.000000	0.000000	0.000181	0.000000	0.000000	0.000181	0.000181	0.000000	0.000000	0.000000	0.000181	0.000181	0.000181	0.000181	0.000000	0.039121	0.875068	0.001906	0.000023	0.040529	0.043352	
3145000	-105.321638	135	1	15	'0 0 Z Z 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z 0 0 Z 0 Z Z 0 Z 0 0 0 	19.825322	19.825322	0.000000	0.000000	19.825322	0.000000	19.825322	0.000000	0.000000	0.000000	0.000000	0.000000	19.825322	0.000000	0.000000	19.825322	19.825322	19.825322	0.000000	19.825322	19.825322	0.000000	19.825322	0.000000	0.000000	19.825322	0.000000	19.825322	19.825322	19.825322	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3150000	-105.603445	215	1	11	'0 0 Z 0 Z 0 0 Z Z Z Z Z 0 Z Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 Z 	1.769169	1.769169	0.000000	1.769169	0.000000	1.769169	1.769169	0.000000	0.000000	0.000000	0.000000	0.000000	1.769169	0.000000	0.000000	1.769169	1.769169	1.769169	1.769169	0.000000	1.769169	1.769169	1.769169	1.769169	1.769169	1.769169	1.769169	1.769169	1.769169	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3155000	-104.803228	53	1	13	'Z 0 0 0 Z Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z 0 0 0 0 Z 0 Z 0 0 0 0 	0.000000	10.774055	10.774055	10.774055	0.000000	0.000000	10.774055	0.000000	0.000000	0.000000	0.000000	0.000000	10.774055	0.000000	0.000000	10.774055	10.774055	10.774055	0.000000	10.774055	10.774055	10.774055	10.774055	0.000000	10.774055	0.000000	10.774055	10.774055	10.774055	10.774055	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3160000	-103.158797	238	1	14	'0 0 0 Z 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z Z Z Z 0 0 0 0 0 	20.993238	20.993238	20.993238	0.000000	20.993238	20.993238	20.993238	0.000000	0.000000	0.000000	0.000000	0.000000	20.993238	0.000000	0.000000	20.993238	20.993238	20.993238	0.000000	0.000000	20.993238	0.000000	0.000000	0.000000	0.000000	20.993238	20.993238	20.993238	20.993238	20.993238	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3165000	-110.701818	107	1	11	'Z 0 0 0 0 Z Z 0 0 Z Z Z 0 Z Z 0 0 0 0 Z 0 0 0 0 Z 0 0 0 Z 0 	0.000000	8.409132	8.409132	8.409132	8.409132	0.000000	0.000000	8.409132	8.409132	0.000000	0.000000	0.000000	8.409132	0.000000	0.000000	8.409132	8.409132	8.409132	8.409132	0.000000	8.409132	8.409132	8.409132	8.409132	0.000000	8.409132	8.409132	8.409132	0.000000	8.409132	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3170000	-108.362060	268	1	12	'0 0 Z Z Z 0 Z 0 0 Z Z Z 0 Z Z Z 0 0 Z 0 0 0 0 Z 0 0 0 0 0 0 	14.529186	14.529186	0.000000	0.000000	0.000000	14.529186	0.000000	14.529186	14.529186	0.000000	0.000000	0.000000	14.529186	0.000000	0.000000	0.000000	14.529186	14.529186	0.000000	14.529186	14.529186	14.529186	14.529186	0.000000	14.529186	14.529186	14.529186	14.529186	14.529186	14.529186	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3175000	-105.570198	230	1	15	'0 0 0 0 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z Z Z 0 Z Z Z 0 0 0 Z 	5.445977	5.445977	5.445977	5.445977	5.445977	5.445977	5.445977	0.000000	0.000000	0.000000	0.000000	0.000000	5.445977	0.000000	0.000000	5.445977	5.445977	5.445977	0.000000	0.000000	0.000000	0.000000	5.445977	0.000000	0.000000	0.000000	5.445977	5.445977	5.445977	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3180000	-103.897261	102	1	17	'Z 0 Z Z Z Z 0 Z Z Z Z Z 0 Z Z Z 0 0 0 Z 0 Z 0 0 0 0 0 0 Z Z 	0.000000	5.672710	0.000000	0.000000	0.000000	0.000000	5.672710	0.000000	0.000000	0.000000	0.000000	0.000000	5.672710	0.000000	0.000000	0.000000	5.672710	5.672710	5.672710	0.000000	5.672710	0.000000	5.672710	5.672710	5.672710	5.672710	5.672710	5.672710	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3185000	-105.020623	180	1	15	'Z 0 Z 0 Z Z 0 Z Z Z Z Z 0 Z Z 0 0 0 0 Z Z 0 0 0 0 Z 0 0 0 Z 	0.000000	1.476707	0.000000	1.476707	0.000000	0.000000	1.476707	0.000000	0.000000	0.000000	0.000000	0.000000	1.476707	0.000000	0.000000	1.476707	1.476707	1.476707	1.476707	0.000000	0.000000	1.476707	1.476707	1.476707	1.476707	0.000000	1.476707	1.476707	1.476707	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3190000	-105.283948	134	1	14	'0 0 Z Z 0 Z 0 Z 0 Z Z Z 0 Z Z 0 0 0 Z Z 0 0 0 Z 0 Z 0 0 Z 0 	3.287356	3.287356	0.000000	0.000000	3.287356	0.000000	3.287356	0.000000	3.287356	0.000000	0.000000	0.000000	3.287356	0.000000	0.000000	3.287356	3.287356	3.287356	0.000000	0.000000	3.287356	3.287356	3.287356	0.000000	3.287356	0.000000	3.287356	3.287356	0.000000	3.287356	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3195000	-105.303867	145	1	12	'0 0 0 Z 0 Z 0 Z 0 Z Z Z 0 Z Z 0 0 0 Z Z Z 0 0 Z 0 0 0 0 0 0 	7.490347	7.490347	7.490347	0.000000	7.490347	0.000000	7.490347	0.000000	7.490347	0.000000	0.000000	0.000000	7.490347	0.000000	0.000000	7.490347	7.490347	7.490347	0.000000	0.000000	0.000000	7.490347	7.490347	0.000000	7.490347	7.490347	7.490347	7.490347	7.490347	7.490347	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3200000	-104.137892	45	1	12	'0 0 0 0 Z 0 0 0 Z Z Z Z 0 Z Z 0 0 0 Z Z 0 0 0 0 0 Z 0 Z 0 Z 	11.196161	11.196161	11.196161	11.196161	0.000000	11.196161	11.196161	11.196161	0.000000	0.000000	0.000000	0.000000	11.196161	0.000000	0.000000	11.196161	11.196161	11.196161	0.000000	0.000000	11.196161	11.196161	11.196161	11.196161	11.196161	0.000000	11.196161	0.000000	11.196161	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3205000	-104.756272	204	1	10	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 	0.000000	20.502834	20.502834	20.502834	20.502834	0.000000	20.502834	0.000000	0.000000	0.000000	0.000000	0.000000	20.502834	0.000000	0.000000	20.502834	20.502834	20.502834	20.502834	0.000000	20.502834	20.502834	20.502834	20.502834	20.502834	20.502834	20.502834	20.502834	20.502834	20.502834	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3210000	-106.425094	205	1	14	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 0 0 0 0 Z Z 0 	0.000000	4.030290	4.030290	0.000000	4.030290	0.000000	4.030290	0.000000	4.030290	0.000000	0.000000	0.000000	4.030290	0.000000	0.000000	4.030290	4.030290	4.030290	0.000000	0.000000	4.030290	0.000000	4.030290	4.030290	4.030290	4.030290	4.030290	0.000000	0.000000	4.030290	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3215000	-105.709510	13	2	14	'1 0 1 1 1 1 1 Z Z Z Z Z 1 Z Z 1 0 0 Z Z 1 Z 1 Z Z 1 Z 1 Z 0 	15.579859	13.953029	15.579859	15.579859	15.579859	15.579859	15.579859	0.000000	0.000000	0.000000	0.000000	0.000000	15.579859	0.000000	0.000000	15.579859	13.953029	13.953029	0.000000	0.000000	15.579859	0.000000	15.579859	0.000000	0.000000	15.579859	0.000000	15.579859	0.000000	13.953029	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3220000	-106.441167	64	1	16	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 Z Z 0 0 0 Z Z Z Z 0 Z 0 Z 0 0 0 0 	0.000000	3.756697	3.756697	0.000000	0.000000	0.000000	3.756697	0.000000	3.756697	0.000000	0.000000	0.000000	3.756697	0.000000	0.000000	3.756697	3.756697	3.756697	0.000000	0.000000	0.000000	0.000000	3.756697	0.000000	3.756697	0.000000	3.756697	3.756697	3.756697	3.756697	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3225000	-105.827916	161	1	15	'0 0 Z Z Z 0 0 Z Z 0 Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z Z Z 0 0 0 0 	4.246203	4.246203	0.000000	0.000000	0.000000	4.246203	4.246203	0.000000	0.000000	4.246203	0.000000	0.000000	4.246203	0.000000	0.000000	4.246203	4.246203	4.246203	0.000000	0.000000	4.246203	0.000000	4.246203	0.000000	0.000000	0.000000	4.246203	4.246203	4.246203	4.246203	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3230000	-107.348333	231	1	16	'Z 0 0 Z Z Z 0 0 Z Z Z Z 0 Z Z 0 0 0 0 Z 0 Z 0 0 0 Z 0 Z Z Z 	0.000000	5.252498	5.252498	0.000000	0.000000	0.000000	5.252498	5.252498	0.000000	0.000000	0.000000	0.000000	5.252498	0.000000	0.000000	5.252498	5.252498	5.252498	5.252498	0.000000	5.252498	0.000000	5.252498	5.252498	5.252498	0.000000	5.252498	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3235000	-104.307107	9	1	13	'Z 0 0 0 Z Z 0 Z Z Z Z Z 0 Z Z 0 0 0 0 Z 0 0 0 0 0 Z Z 0 0 0 	0.000000	6.041265	6.041265	6.041265	0.000000	0.000000	6.041265	0.000000	0.000000	0.000000	0.000000	0.000000	6.041265	0.000000	0.000000	6.041265	6.041265	6.041265	6.041265	0.000000	6.041265	6.041265	6.041265	6.041265	6.041265	0.000000	0.000000	6.041265	6.041265	6.041265	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3240000	-104.952906	275	1	13	'0 0 0 0 Z 0 0 Z Z Z Z Z 0 Z Z Z 0 0 0 Z 0 0 0 Z 0 0 0 0 Z Z 	4.912129	4.912129	4.912129	4.912129	0.000000	4.912129	4.912129	0.000000	0.000000	0.000000	0.000000	0.000000	4.912129	0.000000	0.000000	0.000000	4.912129	4.912129	4.912129	0.000000	4.912129	4.912129	4.912129	0.000000	4.912129	4.912129	4.912129	4.912129	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3245000	-105.292559	108	1	12	'0 0 Z 0 Z 0 0 Z 0 Z Z Z 0 Z Z Z 0 0 Z Z 0 0 0 0 0 0 0 0 Z 0 	1.387836	1.387836	0.000000	1.387836	0.000000	1.387836	1.387836	0.000000	1.387836	0.000000	0.000000	0.000000	1.387836	0.000000	0.000000	0.000000	1.387836	1.387836	0.000000	0.000000	1.387836	1.387836	1.387836	1.387836	1.387836	1.387836	1.387836	1.387836	0.000000	1.387836	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3250000	-104.803169	162	1	12	'0 0 0 0 Z 0 0 Z Z 0 Z Z 0 Z Z 0 0 0 Z Z 0 0 0 0 Z 0 0 0 Z Z 	4.534151	4.534151	4.534151	4.534151	0.000000	4.534151	4.534151	0.000000	0.000000	4.534151	0.000000	0.000000	4.534151	0.000000	0.000000	4.534151	4.534151	4.534151	0.000000	0.000000	4.534151	4.534151	4.534151	4.534151	0.000000	4.534151	4.534151	4.534151	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3255000	-107.374074	201	1	13	'0 0 Z Z 0 0 0 Z Z 0 Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z 0 0 Z 0 0 0 	10.509930	10.509930	0.000000	0.000000	10.509930	10.509930	10.509930	0.000000	0.000000	10.509930	0.000000	0.000000	10.509930	0.000000	0.000000	10.509930	10.509930	10.509930	0.000000	0.000000	10.509930	0.000000	10.509930	0.000000	10.509930	10.509930	0.000000	10.509930	10.509930	10.509930	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3260000	-107.471806	282	1	13	'0 0 0 Z Z Z 0 0 0 0 Z Z 0 Z Z 0 0 0 Z 0 Z 0 0 Z Z 0 0 0 Z Z 	3.080765	3.080765	3.080765	0.000000	0.000000	0.000000	3.080765	3.080765	3.080765	3.080765	0.000000	0.000000	3.080765	0.000000	0.000000	3.080765	3.080765	3.080765	0.000000	3.080765	0.000000	3.080765	3.080765	0.000000	0.000000	3.080765	3.080765	3.080765	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3265000	-104.404127	286	1	13	'0 0 Z Z Z 0 0 Z Z Z Z Z 0 Z Z Z 0 0 0 Z 0 Z 0 0 0 0 0 0 0 0 	5.154224	5.154224	0.000000	0.000000	0.000000	5.154224	5.154224	0.000000	0.000000	0.000000	0.000000	0.000000	5.154224	0.000000	0.000000	0.000000	5.154224	5.154224	5.154224	0.000000	5.154224	0.000000	5.154224	5.154224	5.154224	5.154224	5.154224	5.154224	5.154224	5.154224	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3270000	-104.507978	101	1	14	'0 0 0 Z Z Z 0 0 Z Z Z Z 0 Z Z 0 0 0 Z 0 Z 0 Z 0 Z Z 0 0 0 0 	2.259442	2.259442	2.259442	0.000000	0.000000	0.000000	2.259442	2.259442	0.000000	0.000000	0.000000	0.000000	2.259442	0.000000	0.000000	2.259442	2.259442	2.259442	0.000000	2.259442	0.000000	2.259442	0.000000	2.259442	0.000000	0.000000	2.259442	2.259442	2.259442	2.259442	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3275000	-104.576200	174	1	16	'0 0 Z Z Z Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z 0 Z Z 0 Z 0 0 Z 0 0 0 	12.584016	12.584016	0.000000	0.000000	0.000000	0.000000	12.584016	0.000000	0.000000	0.000000	0.000000	0.000000	12.584016	0.000000	0.000000	12.584016	12.584016	12.584016	0.000000	12.584016	0.000000	0.000000	12.584016	0.000000	12.584016	12.584016	0.000000	12.584016	12.584016	12.584016	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3280000	-103.528749	131	1	18	'Z 0 Z Z 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z Z Z Z 0 Z 0 Z 0 0 0 	0.000000	11.260673	0.000000	0.000000	11.260673	0.000000	11.260673	0.000000	0.000000	0.000000	0.000000	0.000000	11.260673	0.000000	0.000000	11.260673	11.260673	11.260673	0.000000	0.000000	0.000000	0.000000	0.000000	11.260673	0.000000	11.260673	0.000000	11.260673	11.260673	11.260673	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3285000	-105.177292	151	1	11	'0 0 Z 0 0 Z 0 Z 0 Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 0 0 0 0 0 0 0 	5.385007	5.385007	0.000000	5.385007	5.385007	0.000000	5.385007	0.000000	5.385007	0.000000	0.000000	0.000000	5.385007	0.000000	0.000000	5.385007	5.385007	5.385007	0.000000	0.000000	5.385007	0.000000	5.385007	5.385007	5.385007	5.385007	5.385007	5.385007	5.385007	5.385007	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3290000	-106.354049	165	1	12	'0 0 0 Z Z Z 0 0 0 0 Z Z 0 Z Z 0 0 0 Z Z 0 0 Z 0 Z 0 0 0 0 Z 	4.991157	4.991157	4.991157	0.000000	0.000000	0.000000	4.991157	4.991157	4.991157	4.991157	0.000000	0.000000	4.991157	0.000000	0.000000	4.991157	4.991157	4.991157	0.000000	0.000000	4.991157	4.991157	0.000000	4.991157	0.000000	4.991157	4.991157	4.991157	4.991157	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3295000	-103.042212	247	1	15	'Z 0 Z Z 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z 0 0 0 0 0 0 	0.000000	12.709953	0.000000	0.000000	12.709953	0.000000	12.709953	0.000000	0.000000	0.000000	0.000000	0.000000	12.709953	0.000000	0.000000	12.709953	12.709953	12.709953	0.000000	0.000000	12.709953	0.000000	12.709953	0.000000	12.709953	12.709953	12.709953	12.709953	12.709953	12.709953	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3300000	-103.845617	70	1	15	'Z 0 Z 0 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z Z 0 0 0 0 0 	0.000000	9.766234	0.000000	9.766234	9.766234	0.000000	9.766234	0.000000	0.000000	0.000000	0.000000	0.000000	9.766234	0.000000	0.000000	9.766234	9.766234	9.766234	0.000000	0.000000	9.766234	0.000000	9.766234	0.000000	0.000000	9.766234	9.766234	9.766234	9.766234	9.766234	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3305000	-103.483148	175	1	13	'0 0 Z 0 0 Z 0 0 Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z 0 0 0 0 Z 0 	0.236944	0.236944	0.000000	0.236944	0.236944	0.000000	0.236944	0.236944	0.000000	0.000000	0.000000	0.000000	0.236944	0.000000	0.000000	0.236944	0.236944	0.236944	0.000000	0.000000	0.236944	0.000000	0.236944	0.000000	0.236944	0.236944	0.236944	0.236944	0.000000	0.236944	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3310000	-103.198408	13	2	14	'0 0 0 1 1 1 0 0 Z 1 Z Z 0 Z Z 0 0 0 Z Z Z Z Z Z 0 Z 0 0 Z Z 	2.855598	2.855598	2.855598	0.350146	0.350146	0.350146	2.855598	2.855598	0.000000	0.350146	0.000000	0.000000	2.855598	0.000000	0.000000	2.855598	2.855598	2.855598	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.855598	0.000000	2.855598	2.855598	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3315000	-105.336417	156	1	16	'0 0 Z 0 Z 0 0 Z Z Z Z Z 0 Z Z Z 0 0 Z 0 Z 0 0 Z Z Z 0 0 0 Z 	1.169486	1.169486	0.000000	1.169486	0.000000	1.169486	1.169486	0.000000	0.000000	0.000000	0.000000	0.000000	1.169486	0.000000	0.000000	0.000000	1.169486	1.169486	0.000000	1.169486	0.000000	1.169486	1.169486	0.000000	0.000000	0.000000	1.169486	1.169486	1.169486	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3320000	-110.058032	58	1	17	'0 0 Z Z Z Z 0 Z Z Z Z Z 0 Z Z Z 0 0 0 0 Z Z 0 Z 0 0 Z 0 0 Z 	3.623526	3.623526	0.000000	0.000000	0.000000	0.000000	3.623526	0.000000	0.000000	0.000000	0.000000	0.000000	3.623526	0.000000	0.000000	0.000000	3.623526	3.623526	3.623526	3.623526	0.000000	0.000000	3.623526	0.000000	3.623526	3.623526	0.000000	3.623526	3.623526	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3325000	-106.486176	272	1	11	'0 0 0 Z Z Z 0 0 Z Z Z Z 0 Z Z 0 0 0 0 0 Z 0 0 0 0 0 Z 0 0 0 	0.854231	0.854231	0.854231	0.000000	0.000000	0.000000	0.854231	0.854231	0.000000	0.000000	0.000000	0.000000	0.854231	0.000000	0.000000	0.854231	0.854231	0.854231	0.854231	0.854231	0.000000	0.854231	0.854231	0.854231	0.854231	0.854231	0.000000	0.854231	0.854231	0.854231	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3330000	-103.732562	53	1	11	'0 0 Z 0 Z Z 0 0 Z Z Z Z 0 Z Z 0 0 0 Z 0 0 0 0 0 Z 0 0 0 0 0 	13.367402	13.367402	0.000000	13.367402	0.000000	0.000000	13.367402	13.367402	0.000000	0.000000	0.000000	0.000000	13.367402	0.000000	0.000000	13.367402	13.367402	13.367402	0.000000	13.367402	13.367402	13.367402	13.367402	13.367402	0.000000	13.367402	13.367402	13.367402	13.367402	13.367402	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3335000	-106.563304	297	1	8	'0 0 0 0 0 0 0 Z Z Z Z Z 0 Z Z Z 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	0.000000	0.000000	0.000000	0.000000	0.000000	6.265877	0.000000	0.000000	0.000000	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	6.265877	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3340000	-103.938524	232	1	18	'Z 0 Z 0 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z Z 0 0 Z Z 0 Z 0 Z Z 	0.000000	4.698346	0.000000	4.698346	4.698346	0.000000	4.698346	0.000000	0.000000	0.000000	0.000000	0.000000	4.698346	0.000000	0.000000	4.698346	4.698346	4.698346	0.000000	0.000000	0.000000	4.698346	4.698346	0.000000	0.000000	4.698346	0.000000	4.698346	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3345000	-103.479229	237	1	15	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z 0 Z Z 0 0 0 	0.000000	3.311690	3.311690	3.311690	3.311690	0.000000	3.311690	0.000000	0.000000	0.000000	0.000000	0.000000	3.311690	0.000000	0.000000	3.311690	3.311690	3.311690	0.000000	0.000000	3.311690	0.000000	3.311690	0.000000	3.311690	0.000000	0.000000	3.311690	3.311690	3.311690	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3350000	-105.817220	58	1	12	'Z 0 0 0 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z Z 0 0 0 0 0 0 0 	0.000000	2.254019	2.254019	2.254019	2.254019	2.254019	2.254019	0.000000	0.000000	0.000000	0.000000	0.000000	2.254019	0.000000	0.000000	2.254019	2.254019	2.254019	0.000000	0.000000	2.254019	0.000000	0.000000	2.254019	2.254019	2.254019	2.254019	2.254019	2.254019	2.254019	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
3355000	-103.532817	175	1	15	'0 0 0 Z 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z Z Z 0 Z 0 Z Z 0 0 0 	11.630987	11.630987	11.630987	0.000000	11.630987	11.630987	11.630987	0.000000	0.000000	0.000000	0.000000	0.000000	11.630987	0.000000	0.000000	11.630987	11.630987	11.630987	0.000000	0.000000	0.000000	0.000000	11.630987	0.000000	11.630987	0.000000	0.000000	11.630987	11.630987	11.630987	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
