Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-hawaiian-bi.linealdescent.bttrees
Data File Name:                  ./data/bantu-hawaiian-bi.linealdescent.btdata
Log File Name:                   ./output/bantu-hawaiian-bi.linealdescent-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            471137165
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-hawaiian-bi.linealdescent-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.753623,0.115942,0.101449,0.028986)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-55.370544	58	2	0	'0 1 0 1 	2.544864	12.508244	2.544864	12.508244	0.753659	0.115924	0.101440	0.028977	
12000	-57.086918	651	1	0	'0 0 0 0 	0.733463	0.733463	0.733463	0.733463	0.905968	0.043918	0.045976	0.004139	
13000	-59.314015	206	1	0	'0 0 0 0 	1.439160	1.439160	1.439160	1.439160	0.874787	0.060560	0.057288	0.007365	
14000	-57.552354	56	1	0	'0 0 0 0 	0.574134	0.574134	0.574134	0.574134	0.910613	0.042768	0.042879	0.003740	
15000	-56.054643	233	1	0	'0 0 0 0 	0.627715	0.627715	0.627715	0.627715	0.881999	0.051881	0.059608	0.006512	
16000	-55.360756	958	1	0	'0 0 0 0 	0.663953	0.663953	0.663953	0.663953	0.915801	0.039561	0.041322	0.003315	
17000	-57.691858	621	1	0	'0 0 0 0 	1.138588	1.138588	1.138588	1.138588	0.900808	0.044693	0.049901	0.004598	
18000	-56.319100	325	1	0	'0 0 0 0 	0.908363	0.908363	0.908363	0.908363	0.887401	0.054981	0.051673	0.005946	
19000	-58.426296	583	1	0	'0 0 0 0 	0.994790	0.994790	0.994790	0.994790	0.890513	0.052370	0.051493	0.005624	
20000	-57.867902	89	1	0	'0 0 0 0 	0.590344	0.590344	0.590344	0.590344	0.888619	0.055348	0.050224	0.005809	
21000	-56.168776	158	1	0	'0 0 0 0 	0.934481	0.934481	0.934481	0.934481	0.897160	0.045664	0.052238	0.004938	
22000	-57.266687	576	1	0	'0 0 0 0 	0.890103	0.890103	0.890103	0.890103	0.909356	0.041761	0.045042	0.003841	
23000	-55.256464	539	2	0	'1 0 1 0 	3.252870	18.838563	3.252870	18.838563	0.753624	0.115942	0.101449	0.028985	
24000	-57.211106	247	1	0	'0 0 0 0 	0.986979	0.986979	0.986979	0.986979	0.909944	0.041482	0.044783	0.003791	
25000	-57.003260	611	1	0	'0 0 0 0 	0.602834	0.602834	0.602834	0.602834	0.917438	0.039888	0.039486	0.003188	
26000	-57.393225	579	1	0	'0 0 0 0 	0.867335	0.867335	0.867335	0.867335	0.922709	0.035462	0.039042	0.002787	
27000	-55.109994	330	1	0	'0 0 0 0 	0.877133	0.877133	0.877133	0.877133	0.893083	0.049257	0.052302	0.005357	
28000	-57.459562	86	1	0	'0 0 0 0 	0.779650	0.779650	0.779650	0.779650	0.918047	0.035614	0.043225	0.003114	
29000	-56.614964	584	1	0	'0 0 0 0 	0.793755	0.793755	0.793755	0.793755	0.889505	0.052606	0.052161	0.005729	
30000	-56.700996	513	1	0	'0 0 0 0 	0.962174	0.962174	0.962174	0.962174	0.890569	0.052747	0.051067	0.005617	
31000	-57.159265	982	1	0	'0 0 0 0 	1.029136	1.029136	1.029136	1.029136	0.887017	0.054024	0.052968	0.005991	
32000	-57.614412	293	1	0	'0 0 0 0 	1.081786	1.081786	1.081786	1.081786	0.893988	0.043297	0.057540	0.005175	
33000	-56.420952	884	1	0	'0 0 0 0 	0.868407	0.868407	0.868407	0.868407	0.892633	0.049411	0.052554	0.005403	
34000	-54.934784	591	1	0	'0 0 0 0 	0.970108	0.970108	0.970108	0.970108	0.921268	0.034282	0.041576	0.002873	
35000	-57.677970	383	1	0	'0 0 0 0 	0.563358	0.563358	0.563358	0.563358	0.901167	0.047848	0.046408	0.004576	
36000	-56.894258	776	1	0	'0 0 0 0 	0.647632	0.647632	0.647632	0.647632	0.897401	0.046890	0.050780	0.004928	
37000	-56.839131	632	1	0	'0 0 0 0 	0.741015	0.741015	0.741015	0.741015	0.896351	0.049937	0.048676	0.005036	
38000	-55.530660	312	1	0	'0 0 0 0 	0.755796	0.755796	0.755796	0.755796	0.893021	0.051268	0.050344	0.005368	
39000	-56.165912	230	1	0	'0 0 0 0 	1.099616	1.099616	1.099616	1.099616	0.885569	0.054398	0.053886	0.006147	
40000	-56.418018	871	1	0	'0 0 0 0 	0.648725	0.648725	0.648725	0.648725	0.915819	0.037264	0.043620	0.003296	
41000	-58.316148	78	1	0	'0 0 0 0 	1.204235	1.204235	1.204235	1.204235	0.865285	0.064135	0.062040	0.008540	
42000	-59.081398	591	1	0	'0 0 0 0 	1.636222	1.636222	1.636222	1.636222	0.902104	0.043678	0.049745	0.004473	
43000	-54.629206	932	1	0	'0 0 0 0 	0.774819	0.774819	0.774819	0.774819	0.886676	0.051598	0.055705	0.006020	
44000	-56.324587	460	1	0	'0 0 0 0 	0.908747	0.908747	0.908747	0.908747	0.877788	0.055639	0.059562	0.007011	
45000	-57.209858	604	1	0	'0 0 0 0 	0.603380	0.603380	0.603380	0.603380	0.905234	0.045340	0.045219	0.004206	
46000	-56.362903	298	1	0	'0 0 0 0 	0.643967	0.643967	0.643967	0.643967	0.890100	0.050119	0.054121	0.005659	
47000	-56.612843	587	1	0	'0 0 0 0 	0.608224	0.608224	0.608224	0.608224	0.894554	0.045918	0.054347	0.005181	
48000	-56.901649	169	1	0	'0 0 0 0 	0.699118	0.699118	0.699118	0.699118	0.903213	0.044416	0.047988	0.004383	
49000	-55.481937	602	2	0	'0 1 0 1 	7.837843	41.886993	7.837843	41.886993	0.753623	0.115942	0.101449	0.028986	
50000	-55.511963	813	1	0	'0 0 0 0 	0.831319	0.831319	0.831319	0.831319	0.894876	0.050014	0.049929	0.005182	
51000	-56.062224	225	1	0	'0 0 0 0 	0.789408	0.789408	0.789408	0.789408	0.891347	0.049462	0.053661	0.005530	
52000	-55.851200	195	1	0	'0 0 0 0 	0.654715	0.654715	0.654715	0.654715	0.903618	0.046357	0.045673	0.004351	
53000	-57.497869	216	1	0	'0 0 0 0 	0.685890	0.685890	0.685890	0.685890	0.903521	0.043895	0.048232	0.004352	
54000	-55.540282	264	1	0	'0 0 0 0 	0.848020	0.848020	0.848020	0.848020	0.908870	0.042737	0.044506	0.003887	
55000	-56.496375	780	1	0	'0 0 0 0 	0.910233	0.910233	0.910233	0.910233	0.902881	0.045157	0.047545	0.004416	
56000	-57.531831	750	1	0	'0 0 0 0 	0.842373	0.842373	0.842373	0.842373	0.896440	0.047758	0.050778	0.005024	
57000	-54.973127	330	1	0	'0 0 0 0 	0.666174	0.666174	0.666174	0.666174	0.897056	0.046642	0.051344	0.004958	
58000	-58.769866	635	1	0	'0 0 0 0 	0.474159	0.474159	0.474159	0.474159	0.903726	0.045777	0.046155	0.004342	
59000	-54.945587	415	1	0	'0 0 0 0 	0.807239	0.807239	0.807239	0.807239	0.922219	0.036694	0.038260	0.002827	
60000	-56.425906	339	1	0	'0 0 0 0 	0.863565	0.863565	0.863565	0.863565	0.904131	0.045772	0.045792	0.004305	
61000	-55.032789	180	2	0	'0 1 0 1 	1.795234	10.271359	1.795234	10.271359	0.753652	0.115915	0.101454	0.028979	
62000	-55.293886	886	2	0	'0 1 0 1 	2.200180	15.132353	2.200180	15.132353	0.753619	0.115944	0.101451	0.028987	
63000	-57.851077	309	1	0	'0 0 0 0 	1.049087	1.049087	1.049087	1.049087	0.879881	0.056510	0.056831	0.006778	
64000	-56.810754	699	1	0	'0 0 0 0 	0.986538	0.986538	0.986538	0.986538	0.910530	0.042066	0.043658	0.003746	
65000	-57.019632	908	1	0	'0 0 0 0 	0.905304	0.905304	0.905304	0.905304	0.902865	0.044058	0.048667	0.004410	
66000	-55.752868	729	1	0	'0 0 0 0 	0.956766	0.956766	0.956766	0.956766	0.894689	0.051616	0.048499	0.005196	
67000	-55.652176	565	1	0	'0 0 0 0 	0.852277	0.852277	0.852277	0.852277	0.889995	0.049563	0.054777	0.005665	
68000	-56.747955	909	1	0	'0 0 0 0 	0.835487	0.835487	0.835487	0.835487	0.910855	0.039503	0.045941	0.003700	
69000	-55.956087	928	1	0	'0 0 0 0 	0.908706	0.908706	0.908706	0.908706	0.900263	0.043698	0.051405	0.004634	
70000	-55.909536	351	1	0	'0 0 0 0 	0.987845	0.987845	0.987845	0.987845	0.879488	0.054703	0.058995	0.006815	
71000	-56.246596	98	1	0	'0 0 0 0 	0.855294	0.855294	0.855294	0.855294	0.894721	0.050022	0.050059	0.005198	
72000	-57.160165	866	1	0	'0 0 0 0 	0.663275	0.663275	0.663275	0.663275	0.907306	0.045356	0.043317	0.004021	
73000	-57.617385	647	1	0	'0 0 0 0 	1.287520	1.287520	1.287520	1.287520	0.889488	0.051084	0.053701	0.005728	
74000	-55.652037	618	1	0	'0 0 0 0 	0.694074	0.694074	0.694074	0.694074	0.887880	0.047145	0.059143	0.005832	
75000	-55.611248	607	1	0	'0 0 0 0 	1.015213	1.015213	1.015213	1.015213	0.900241	0.047411	0.047684	0.004664	
76000	-57.855996	85	1	0	'0 0 0 0 	1.310814	1.310814	1.310814	1.310814	0.865777	0.064011	0.061735	0.008477	
77000	-55.837687	351	1	0	'0 0 0 0 	0.955540	0.955540	0.955540	0.955540	0.880334	0.054214	0.058735	0.006717	
78000	-57.001640	639	1	0	'0 0 0 0 	0.757485	0.757485	0.757485	0.757485	0.899380	0.045726	0.050159	0.004736	
79000	-55.224238	330	1	0	'0 0 0 0 	0.598058	0.598058	0.598058	0.598058	0.897837	0.045896	0.051389	0.004879	
80000	-55.705730	101	1	0	'0 0 0 0 	0.988663	0.988663	0.988663	0.988663	0.895252	0.050943	0.048662	0.005143	
81000	-57.284700	781	1	0	'0 0 0 0 	1.205617	1.205617	1.205617	1.205617	0.890472	0.053413	0.050491	0.005625	
82000	-57.165871	853	1	0	'0 0 0 0 	0.969912	0.969912	0.969912	0.969912	0.903940	0.047290	0.044451	0.004319	
83000	-55.449304	729	1	0	'0 0 0 0 	0.849301	0.849301	0.849301	0.849301	0.897965	0.050136	0.047023	0.004876	
84000	-55.671540	382	1	0	'0 0 0 0 	0.824414	0.824414	0.824414	0.824414	0.904648	0.044066	0.047032	0.004255	
