Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-omaha-uni.localresidence.bttrees
Data File Name:                  ./data/bantu-omaha-uni.localresidence.btdata
Log File Name:                   ./output/bantu-omaha-uni.localresidence-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            67600323
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-omaha-uni.localresidence-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.130435,0.753623,0.000000,0.115942)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-50.271817	680	1	2	'0 Z 0 0 Z 0 0 0 	D	0.767692	0.000000	0.767692	0.767692	0.000000	0.767692	0.767692	0.767692	0.086689	0.906340	0.000000	0.006971	
12000	-51.193559	797	1	3	'0 0 0 0 Z Z 0 Z 	D	0.990634	0.990634	0.990634	0.990634	0.000000	0.000000	0.990634	0.000000	0.061754	0.918894	0.000000	0.019352	
13000	-50.960949	251	1	3	'0 Z 0 0 0 0 Z Z 	D	0.683764	0.000000	0.683764	0.683764	0.683764	0.683764	0.000000	0.000000	0.084420	0.915580	0.000000	0.000000	
14000	-50.170903	20	1	3	'0 Z 0 0 0 0 Z Z 	D	0.628291	0.000000	0.628291	0.628291	0.628291	0.628291	0.000000	0.000000	0.067512	0.932488	0.000000	0.000000	
15000	-50.673847	47	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	0.729924	0.729924	0.729924	0.729924	0.729924	0.000000	0.000000	0.992493	0.000000	0.007507	
16000	-51.573752	851	1	4	'Z Z 0 0 Z 0 0 Z 	D	0.000000	0.000000	0.865170	0.865170	0.000000	0.865170	0.865170	0.000000	0.000000	0.989154	0.000000	0.010846	
17000	-49.817758	124	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	0.733316	0.733316	0.000000	0.733316	0.733316	0.733316	0.000000	0.993550	0.000000	0.006450	
18000	-52.012512	918	1	1	'0 0 0 0 Z 0 0 0 	D	0.701362	0.701362	0.701362	0.701362	0.000000	0.701362	0.701362	0.701362	0.051234	0.944000	0.000000	0.004766	
19000	-52.508279	648	1	4	'0 Z 0 0 Z Z Z 0 	D	0.443009	0.000000	0.443009	0.443009	0.000000	0.000000	0.000000	0.443009	0.055790	0.944210	0.000000	0.000000	
20000	-50.845948	491	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.580533	0.580533	0.580533	0.580533	0.580533	0.580533	0.000000	0.000179	0.995606	0.000000	0.004215	
21000	-50.837595	952	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	0.730065	0.730065	0.730065	0.730065	0.730065	0.000000	0.000000	0.991272	0.000000	0.008728	
22000	-51.423094	798	1	3	'Z 0 0 0 0 Z Z 0 	D	0.000000	0.678995	0.678995	0.678995	0.678995	0.000000	0.000000	0.678995	0.000000	1.000000	0.000000	0.000000	
23000	-51.059261	479	1	3	'0 Z 0 0 Z Z 0 0 	D	0.599937	0.000000	0.599937	0.599937	0.000000	0.000000	0.599937	0.599937	0.073047	0.923018	0.000000	0.003935	
24000	-50.473331	768	1	2	'0 Z 0 0 Z 0 0 0 	D	0.918783	0.000000	0.918783	0.918783	0.000000	0.918783	0.918783	0.918783	0.077994	0.914286	0.000000	0.007720	
25000	-50.686211	921	1	3	'0 Z 0 0 0 0 Z Z 	D	0.769047	0.000000	0.769047	0.769047	0.769047	0.769047	0.000000	0.000000	0.082274	0.917726	0.000000	0.000000	
26000	-51.133957	413	1	4	'Z Z 0 0 Z 0 0 Z 	D	0.000000	0.000000	0.939260	0.939260	0.000000	0.939260	0.939260	0.000000	0.000000	0.985648	0.000000	0.014352	
27000	-50.652665	688	1	2	'0 Z 0 0 0 0 0 Z 	D	0.590697	0.000000	0.590697	0.590697	0.590697	0.590697	0.590697	0.000000	0.085882	0.907900	0.000000	0.006217	
28000	-49.940757	995	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	0.765237	0.765237	0.000000	0.765237	0.765237	0.765237	0.000000	0.992120	0.000000	0.007880	
