Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-omaha-patrilocal.bttrees
Data File Name:                  ./data/bantu-omaha-patrilocal.btdata
Log File Name:                   ./output/bantu-omaha-patrilocal-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3811441140
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-omaha-patrilocal-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.260870,0.623188,0.000000,0.115942)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.100855
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-66.877427	787	0.742011	14.593119	12.910581	4.386106	0.260802	0.623030	0.000000	0.116168	
12000	-64.055950	505	0.888179	7.483354	14.036786	5.103785	0.261525	0.624758	0.000000	0.113717	
13000	-64.937182	485	1.674476	10.653240	17.928104	5.744671	0.260962	0.623409	0.000000	0.115628	
14000	-65.538848	441	2.463848	9.714016	13.806108	5.056428	0.260961	0.623409	0.000000	0.115630	
15000	-64.854925	542	2.591566	11.261819	20.311093	7.143250	0.260934	0.623343	0.000000	0.115723	
16000	-65.668078	807	3.862471	49.464137	13.687981	5.849529	0.260867	0.623191	0.000000	0.115942	
17000	-67.726265	901	0.875342	14.908943	10.144390	2.168371	0.261817	0.622249	0.000000	0.115934	
18000	-66.320782	68	3.333441	33.654044	8.097795	2.859438	0.260556	0.623453	0.000000	0.115991	
19000	-65.638200	527	4.450318	24.221885	11.942734	3.578825	0.260889	0.623172	0.000000	0.115939	
20000	-66.654876	743	2.966221	19.529552	8.178936	2.854678	0.260291	0.623677	0.000000	0.116033	
21000	-64.630137	325	0.998559	2.823767	23.584768	6.825281	0.272677	0.651394	0.000000	0.075929	
22000	-65.262838	529	1.291672	6.828526	10.749262	3.896710	0.262095	0.626170	0.000000	0.111735	
23000	-68.566611	932	1.650373	2.224606	24.961954	8.550012	0.276570	0.660694	0.000000	0.062736	
24000	-64.012278	955	1.272094	12.632248	32.174923	8.945641	0.260836	0.623108	0.000000	0.116055	
25000	-64.567013	690	2.876322	26.825013	29.317983	10.104366	0.260870	0.623188	0.000000	0.115942	
26000	-64.915917	434	0.769541	6.583816	20.189547	9.513445	0.262714	0.627594	0.000000	0.109693	
27000	-65.684424	829	0.722583	9.959028	17.228929	4.266967	0.260491	0.622282	0.000000	0.117227	
28000	-66.423563	860	0.966687	3.938238	12.123189	5.768089	0.269870	0.644749	0.000000	0.085382	
29000	-66.548127	708	0.920300	0.100920	25.777478	10.830102	0.295030	0.704794	0.000000	0.000177	
30000	-64.750537	698	2.717932	16.297977	27.323600	8.442329	0.260870	0.623189	0.000000	0.115941	
31000	-65.201764	617	0.611542	5.995850	22.245391	8.315730	0.262806	0.627815	0.000000	0.109378	
32000	-65.216130	686	1.127671	9.057571	9.293705	4.180499	0.260774	0.624019	0.000000	0.115207	
33000	-64.045152	710	1.576825	12.193335	19.410478	5.359901	0.260892	0.623241	0.000000	0.115867	
34000	-66.179707	720	2.076146	15.140293	16.027366	3.265054	0.260872	0.623186	0.000000	0.115941	
35000	-66.024699	156	1.521039	12.058400	38.238658	7.470429	0.260873	0.623197	0.000000	0.115929	
36000	-65.320881	96	0.811049	5.173307	27.986808	7.662438	0.263273	0.628931	0.000000	0.107796	
37000	-65.923280	802	1.552968	16.500500	14.070079	6.026133	0.260854	0.623172	0.000000	0.115974	
38000	-64.850645	749	0.706522	7.454027	29.085853	14.476172	0.261482	0.624652	0.000000	0.113866	
39000	-64.746791	476	1.430962	8.680331	21.098471	5.813648	0.261274	0.624154	0.000000	0.114572	
40000	-66.953965	516	0.718800	1.737460	46.627677	8.608249	0.283591	0.677467	0.000000	0.038942	
41000	-64.043455	652	0.995409	5.270018	33.694317	10.178052	0.264021	0.630718	0.000000	0.105261	
42000	-65.075526	514	0.495890	6.336310	22.790376	8.032488	0.262028	0.625956	0.000000	0.112016	
43000	-65.436567	147	0.939673	7.209681	23.968488	5.379231	0.262469	0.627009	0.000000	0.110522	
44000	-65.074964	507	2.263728	23.995804	30.743549	12.873056	0.260870	0.623188	0.000000	0.115942	
45000	-64.735884	589	1.239579	6.646451	27.595016	10.388958	0.263264	0.628908	0.000000	0.107828	
46000	-65.363510	308	6.458058	42.679497	24.273943	11.672580	0.260870	0.623188	0.000000	0.115942	
47000	-64.394850	274	3.758180	27.705093	25.225511	7.870984	0.260870	0.623188	0.000000	0.115942	
48000	-66.920368	274	1.657281	3.970329	22.107694	7.737125	0.269689	0.644257	0.000000	0.086054	
49000	-66.518220	335	4.137478	16.713142	14.921966	6.876572	0.260869	0.623191	0.000000	0.115940	
50000	-64.639471	455	1.251461	5.971700	16.217801	6.584487	0.262828	0.627868	0.000000	0.109304	
51000	-64.593284	841	1.508271	13.575362	22.904112	5.713208	0.260859	0.623164	0.000000	0.115977	
52000	-65.576808	541	3.138279	18.851562	21.159567	5.259610	0.260870	0.623188	0.000000	0.115942	
53000	-65.531364	998	1.944031	13.171179	12.480216	5.298890	0.260863	0.623207	0.000000	0.115930	
54000	-67.373374	954	0.527893	4.093352	10.905647	2.350786	0.267573	0.637744	0.000000	0.094683	
55000	-64.883133	165	1.194154	7.581225	13.877259	6.410822	0.261544	0.624803	0.000000	0.113653	
56000	-65.195142	832	5.411633	39.112019	17.243999	7.792044	0.260870	0.623188	0.000000	0.115942	
57000	-65.245016	732	1.322534	16.659648	16.359923	5.900530	0.260866	0.623180	0.000000	0.115954	
58000	-65.316202	197	1.301909	17.821384	18.197600	7.262645	0.260864	0.623176	0.000000	0.115959	
59000	-64.656041	369	2.945912	17.562737	38.884545	13.431077	0.260870	0.623189	0.000000	0.115942	
60000	-64.655821	503	0.872070	4.167543	21.266849	9.565670	0.267971	0.640153	0.000000	0.091876	
61000	-66.470035	966	5.318201	29.713558	31.847962	18.157300	0.260870	0.623188	0.000000	0.115942	
62000	-65.067489	498	4.363803	25.468221	26.499865	7.555153	0.260870	0.623188	0.000000	0.115942	
63000	-66.922836	622	1.376930	6.064847	8.066086	3.565618	0.262422	0.630863	0.000000	0.106715	
64000	-64.777299	469	1.387284	12.034330	16.845632	9.216357	0.260864	0.623176	0.000000	0.115960	
65000	-64.116970	62	2.605737	17.697156	48.134212	14.471082	0.260870	0.623189	0.000000	0.115942	
66000	-64.776736	541	1.216755	8.914068	16.997546	8.085866	0.261060	0.623643	0.000000	0.115298	
67000	-65.399596	235	2.113167	15.002076	31.107845	7.763537	0.260870	0.623189	0.000000	0.115942	
68000	-65.320740	877	0.857525	8.737847	13.258174	3.513173	0.260902	0.623228	0.000000	0.115870	
69000	-65.401813	375	2.103542	22.073797	10.479390	3.231719	0.260940	0.623129	0.000000	0.115931	
70000	-66.137720	778	6.510667	32.404564	27.320283	13.316475	0.260870	0.623188	0.000000	0.115942	
71000	-64.033252	863	2.514284	15.974170	23.296674	7.188752	0.260871	0.623191	0.000000	0.115938	
72000	-66.738565	652	1.459243	3.156075	25.397168	7.819609	0.270542	0.646295	0.000000	0.083163	
73000	-66.288091	425	4.899425	40.583455	29.432286	5.923806	0.260870	0.623188	0.000000	0.115942	
74000	-67.265856	880	2.450494	25.686595	12.263568	2.925580	0.261046	0.623040	0.000000	0.115914	
75000	-63.631242	94	0.962391	9.140192	22.613659	8.329512	0.261013	0.623530	0.000000	0.115457	
76000	-65.947134	676	2.120109	18.831683	9.291853	4.863174	0.260779	0.623265	0.000000	0.115957	
77000	-65.673191	280	2.855491	22.468955	11.421209	5.196621	0.260842	0.623212	0.000000	0.115946	
78000	-65.092002	967	1.001297	14.230577	11.795446	4.833140	0.260817	0.623115	0.000000	0.116068	
79000	-64.872782	518	1.315761	10.940387	34.999305	8.843786	0.260861	0.623169	0.000000	0.115970	
80000	-64.209946	143	1.064691	7.140283	43.624150	10.680430	0.261754	0.625301	0.000000	0.112945	
81000	-65.474551	912	2.735122	16.032053	8.764202	4.009690	0.260458	0.623539	0.000000	0.116004	
82000	-66.226144	467	3.330527	38.774588	13.294824	4.741820	0.260866	0.623191	0.000000	0.115943	
83000	-63.860085	941	1.178330	8.619899	27.060274	11.275119	0.261374	0.624393	0.000000	0.114233	
84000	-66.892141	35	0.886702	7.037585	6.170513	1.994759	0.258869	0.627818	0.000000	0.113312	
85000	-65.894236	870	2.726533	11.908284	11.385520	4.086997	0.260877	0.623239	0.000000	0.115884	
86000	-64.044261	458	1.603390	14.172706	16.100163	6.483575	0.260867	0.623183	0.000000	0.115950	
