Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-hawaiian-absenceofcousinmarriage.preference.bttrees
Data File Name:                  ./data/bantu-hawaiian-absenceofcousinmarriage.preference.btdata
Log File Name:                   ./output/bantu-hawaiian-absenceofcousinmarriage.preference-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3424058604
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-hawaiian-absenceofcousinmarriage.preference-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.727273,0.136364,0.136364,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-53.730307	342	1	4	'0 0 Z 0 Z Z Z 0 	D	0.325923	0.325923	0.000000	0.325923	0.000000	0.000000	0.000000	0.325923	1.000000	0.000000	0.000000	0.000000	
12000	-52.785198	879	1	0	'0 0 0 0 0 0 0 0 	I	0.965974	0.965974	0.965974	0.965974	0.965974	0.965974	0.965974	0.965974	0.892601	0.025605	0.081794	0.000000	
13000	-49.380574	507	1	3	'0 0 0 0 Z Z 0 Z 	D	0.662955	0.662955	0.662955	0.662955	0.000000	0.000000	0.662955	0.000000	0.994658	0.005342	0.000000	0.000000	
14000	-51.565159	902	1	4	'0 0 0 Z Z 0 Z Z 	D	0.690950	0.690950	0.690950	0.000000	0.000000	0.690950	0.000000	0.000000	0.990274	0.009726	0.000000	0.000000	
15000	-51.738667	372	1	2	'0 0 0 Z 0 0 Z 0 	D	1.148952	1.148952	1.148952	0.000000	1.148952	1.148952	0.000000	1.148952	0.885741	0.021621	0.092639	0.000000	
16000	-50.031147	803	1	2	'0 0 0 Z 0 Z 0 0 	D	0.583789	0.583789	0.583789	0.000000	0.583789	0.000000	0.583789	0.583789	0.880878	0.006292	0.112830	0.000000	
17000	-52.324574	612	1	3	'0 0 0 Z Z Z 0 0 	D	0.531282	0.531282	0.531282	0.000000	0.000000	0.000000	0.531282	0.531282	0.995935	0.004065	0.000000	0.000000	
18000	-51.351601	331	1	4	'0 0 Z Z 0 Z 0 Z 	D	0.595492	0.595492	0.000000	0.000000	0.595492	0.000000	0.595492	0.000000	0.879605	0.000000	0.120395	0.000000	
19000	-51.351179	827	1	1	'0 0 0 0 0 Z 0 0 	D	1.090468	1.090468	1.090468	1.090468	1.090468	0.000000	1.090468	1.090468	0.843986	0.025541	0.130473	0.000000	
20000	-51.922063	576	1	2	'0 0 Z Z 0 0 0 0 	D	0.870143	0.870143	0.000000	0.000000	0.870143	0.870143	0.870143	0.870143	0.917822	0.000000	0.082178	0.000000	
21000	-50.428113	25	1	3	'0 0 0 0 Z Z 0 Z 	D	0.713189	0.713189	0.713189	0.713189	0.000000	0.000000	0.713189	0.000000	0.993235	0.006765	0.000000	0.000000	
22000	-49.933083	462	2	4	'0 0 0 Z Z Z 1 Z 	D	1.027726	1.027726	1.027726	0.000000	0.000000	0.000000	1.662462	0.000000	0.984001	0.015999	0.000000	0.000000	
23000	-51.024885	719	1	2	'0 0 0 0 Z Z 0 0 	D	0.898543	0.898543	0.898543	0.898543	0.000000	0.000000	0.898543	0.898543	0.976703	0.023297	0.000000	0.000000	
24000	-50.910543	784	1	3	'0 0 0 Z Z Z 0 0 	D	0.469666	0.469666	0.469666	0.000000	0.000000	0.000000	0.469666	0.469666	0.997078	0.002922	0.000000	0.000000	
25000	-51.915871	921	1	4	'0 0 0 Z Z Z Z 0 	D	1.247020	1.247020	1.247020	0.000000	0.000000	0.000000	0.000000	1.247020	0.976329	0.023671	0.000000	0.000000	
26000	-49.436855	668	1	4	'0 0 0 Z Z Z 0 Z 	D	0.737982	0.737982	0.737982	0.000000	0.000000	0.000000	0.737982	0.000000	0.990010	0.009990	0.000000	0.000000	
27000	-53.509660	165	1	1	'0 0 0 0 0 0 0 Z 	D	0.517382	0.517382	0.517382	0.517382	0.517382	0.517382	0.517382	0.000000	0.919717	0.004208	0.076075	0.000000	
28000	-49.827310	353	1	4	'0 0 0 Z Z Z 0 Z 	D	0.826560	0.826560	0.826560	0.000000	0.000000	0.000000	0.826560	0.000000	0.989635	0.010365	0.000000	0.000000	
29000	-50.294677	237	1	4	'0 0 0 Z Z Z Z 0 	D	0.893966	0.893966	0.893966	0.000000	0.000000	0.000000	0.000000	0.893966	0.988120	0.011880	0.000000	0.000000	
30000	-48.743084	560	1	4	'0 0 0 Z Z Z Z 0 	D	0.866858	0.866858	0.866858	0.000000	0.000000	0.000000	0.000000	0.866858	0.984780	0.015220	0.000000	0.000000	
31000	-50.987259	6	1	2	'0 0 0 Z 0 Z 0 0 	D	0.800780	0.800780	0.800780	0.000000	0.800780	0.000000	0.800780	0.800780	0.846527	0.013150	0.140323	0.000000	
32000	-51.019742	410	1	4	'0 0 Z Z 0 Z 0 Z 	D	0.839288	0.839288	0.000000	0.000000	0.839288	0.000000	0.839288	0.000000	0.840698	0.000000	0.159302	0.000000	
