Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-hawaiian-absenceofcousinmarriage.preference.bttrees
Data File Name:                  ./data/austronesian-hawaiian-absenceofcousinmarriage.preference.btdata
Log File Name:                   ./output/austronesian-hawaiian-absenceofcousinmarriage.preference-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3914791039
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-hawaiian-absenceofcousinmarriage.preference-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.316456,0.126582,0.531646,0.025316)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000084
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       79
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-89.869097	454	1	1	'0 0 0 0 0 Z 0 0 	D	33.655330	33.655330	33.655330	33.655330	33.655330	0.000000	33.655330	33.655330	0.316456	0.126582	0.531646	0.025316	
12000	-89.725170	56	1	1	'0 0 0 0 0 Z 0 0 	D	24.863070	24.863070	24.863070	24.863070	24.863070	0.000000	24.863070	24.863070	0.316453	0.126579	0.531652	0.025316	
13000	-90.407791	544	1	1	'0 0 0 0 0 Z 0 0 	D	4.479223	4.479223	4.479223	4.479223	4.479223	0.000000	4.479223	4.479223	0.154480	0.019031	0.816651	0.009838	
14000	-88.810064	530	1	1	'0 0 0 0 0 Z 0 0 	D	5.492489	5.492489	5.492489	5.492489	5.492489	0.000000	5.492489	5.492489	0.210033	0.042802	0.732169	0.014996	
15000	-88.832144	939	2	1	'0 1 0 1 1 Z 1 0 	D	35.231793	20.191769	35.231793	20.191769	20.191769	0.000000	20.191769	35.231793	0.316455	0.126582	0.531646	0.025316	
16000	-93.328818	486	1	1	'0 0 0 0 0 Z 0 0 	D	2.635064	2.635064	2.635064	2.635064	2.635064	0.000000	2.635064	2.635064	0.087885	0.002852	0.906736	0.002528	
17000	-89.981091	667	1	1	'0 0 0 0 0 Z 0 0 	D	5.757814	5.757814	5.757814	5.757814	5.757814	0.000000	5.757814	5.757814	0.210519	0.043065	0.731330	0.015086	
18000	-89.683209	370	1	1	'0 0 0 0 0 Z 0 0 	D	41.045795	41.045795	41.045795	41.045795	41.045795	0.000000	41.045795	41.045795	0.316456	0.126582	0.531646	0.025316	
19000	-91.302024	258	1	1	'0 0 0 0 0 Z 0 0 	D	3.678486	3.678486	3.678486	3.678486	3.678486	0.000000	3.678486	3.678486	0.114033	0.008629	0.871475	0.005863	
20000	-89.569208	330	1	1	'0 0 0 0 0 Z 0 0 	D	6.033258	6.033258	6.033258	6.033258	6.033258	0.000000	6.033258	6.033258	0.218230	0.047458	0.718581	0.015730	
21000	-89.565219	55	1	1	'0 0 0 0 0 Z 0 0 	D	49.358019	49.358019	49.358019	49.358019	49.358019	0.000000	49.358019	49.358019	0.316456	0.126582	0.531646	0.025316	
22000	-89.760296	663	1	1	'0 0 0 0 0 Z 0 0 	D	17.476817	17.476817	17.476817	17.476817	17.476817	0.000000	17.476817	17.476817	0.316320	0.126453	0.531922	0.025305	
23000	-89.686435	330	1	1	'0 0 0 0 0 Z 0 0 	D	8.808570	8.808570	8.808570	8.808570	8.808570	0.000000	8.808570	8.808570	0.285916	0.097624	0.594043	0.022417	
