Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-eskimo-neo.localresidence.bttrees
Data File Name:                  ./data/austronesian-eskimo-neo.localresidence.btdata
Log File Name:                   ./output/austronesian-eskimo-neo.localresidence-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            191339556
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      17500000
Burn in:                         7500000
MCMC ML Start:                   False
Schedule File:                   ./output/austronesian-eskimo-neo.localresidence-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.809524,0.023810,0.142857,0.023810)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000085
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       84
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
7501000	-43.610222	538	0.383186	3.096692	0.188413	1.841819	0.023500	0.000003	0.975699	0.000797	
7502000	-44.211078	48	0.073028	3.207334	1.199593	16.068960	0.010056	0.000296	0.848314	0.141334	
7503000	-44.357183	878	0.224161	2.395727	0.404443	3.181797	0.107430	0.000710	0.859672	0.032189	
7504000	-43.066286	724	0.198804	2.891872	0.166890	1.438863	0.042220	0.000025	0.954585	0.003171	
7505000	-43.000829	17	0.016822	3.957195	0.290896	4.627600	0.000051	0.000000	0.955817	0.044132	
7506000	-42.472225	219	0.128477	3.673413	0.261242	2.585804	0.034125	0.000078	0.953472	0.012325	
7507000	-44.202915	196	0.313868	3.642809	0.113642	4.778498	0.088196	0.002519	0.782603	0.126681	
7508000	-44.350762	763	0.226675	4.603654	0.324199	5.526065	0.026002	0.000418	0.892209	0.081370	
7509000	-46.793565	63	0.108912	5.465331	0.781284	7.990222	0.017860	0.000407	0.869449	0.112283	
7510000	-43.471298	610	0.200912	2.628441	0.287534	0.799922	0.008595	0.000000	0.991273	0.000132	
7511000	-43.352837	952	0.151220	3.558299	0.245841	8.773116	0.033090	0.001643	0.753280	0.211987	
7512000	-43.186182	209	0.023426	4.024990	0.474901	5.105782	0.000159	0.000002	0.945012	0.054828	
7513000	-41.816007	812	0.012553	2.763396	0.328678	6.053890	0.003999	0.000086	0.887221	0.108694	
7514000	-46.985177	223	0.546910	2.415760	0.504312	2.336678	0.178048	0.000201	0.816538	0.005214	
7515000	-44.792205	78	0.205853	3.926072	0.497284	0.985935	0.029464	0.000003	0.969973	0.000560	
7516000	-44.428849	69	0.001884	4.048837	0.089347	3.497178	0.000001	0.000000	0.940623	0.059376	
7517000	-42.257923	536	0.017612	3.368727	0.205038	2.772420	0.002404	0.000006	0.983711	0.013879	
7518000	-47.510589	582	0.908150	3.846396	0.483409	16.281369	0.488910	0.015217	0.421528	0.074346	
7519000	-50.384969	399	2.085186	10.997386	0.592871	8.297413	0.794958	0.019262	0.163351	0.022429	
7520000	-45.553040	696	0.343449	4.979340	0.598287	10.931144	0.113433	0.003535	0.750504	0.132529	
7521000	-43.659994	346	0.245419	2.885056	0.207258	0.898122	0.013589	0.000001	0.985945	0.000464	
7522000	-44.310274	770	0.025695	1.918389	0.939629	8.685667	0.012052	0.000269	0.876785	0.110895	
7523000	-44.878385	856	0.250275	3.848644	0.643558	3.782169	0.069307	0.000436	0.898242	0.032016	
7524000	-43.266027	965	0.023597	2.127561	0.389085	3.410068	0.009414	0.000038	0.968433	0.022115	
7525000	-45.405497	621	0.303192	4.724411	0.595488	17.485656	0.083504	0.002554	0.778923	0.135019	
7526000	-49.111318	852	1.918200	4.408008	0.337742	5.771080	0.829670	0.015395	0.140193	0.014741	
7527000	-44.763203	900	0.270197	3.065266	1.017226	11.232850	0.032978	0.000932	0.832741	0.133349	
7528000	-43.241160	406	0.064939	3.064878	0.425224	0.972770	0.013903	0.000002	0.985388	0.000708	
7529000	-45.404511	79	0.042729	3.470419	2.122488	21.632382	0.000337	0.000010	0.856945	0.142708	
7530000	-46.023513	805	0.353554	4.682792	0.502295	15.165848	0.064616	0.002051	0.791063	0.142270	
7531000	-47.126194	990	0.187389	2.641635	0.389538	25.591145	0.013452	0.000397	0.844956	0.141195	
7532000	-45.911915	209	0.446789	2.087418	0.596955	10.949311	0.153786	0.004757	0.715969	0.125488	
7533000	-44.340390	270	0.335490	3.131816	0.589296	7.571035	0.060411	0.001209	0.842794	0.095585	
7534000	-43.202548	244	0.060079	4.352115	0.274090	0.430324	0.003465	0.000000	0.996437	0.000099	
7535000	-43.814977	406	0.294872	3.048007	0.535610	10.056028	0.065682	0.001996	0.795351	0.136971	
7536000	-47.677762	943	0.488744	4.573539	0.625489	1.955988	0.164525	0.000209	0.829302	0.005964	
7537000	-44.223437	732	0.148447	3.040868	0.389229	4.196666	0.005734	0.000033	0.962589	0.031644	
7538000	-46.053740	611	0.273515	2.300887	1.073402	8.851707	0.032828	0.000756	0.854922	0.111494	
7539000	-46.100708	499	0.052786	5.139496	0.558028	13.471125	0.001123	0.000036	0.846230	0.152611	
7540000	-43.257240	247	0.033177	3.143192	0.105190	1.875828	0.007539	0.000006	0.988059	0.004396	
7541000	-43.393139	27	0.206105	3.911585	0.528451	10.350374	0.001675	0.000051	0.850260	0.148013	
7542000	-45.234885	322	0.075159	4.943366	0.425817	1.193565	0.002540	0.000000	0.996390	0.001070	
7543000	-42.282163	440	0.063660	2.884594	0.266969	4.071125	0.018553	0.000130	0.943829	0.037488	
7544000	-45.342146	171	0.430831	4.645829	0.127759	4.687955	0.205466	0.004790	0.697582	0.092162	
7545000	-46.598933	95	0.021271	2.499490	1.128461	3.783925	0.015095	0.000149	0.932713	0.052044	
7546000	-44.496433	743	0.450512	3.456214	0.288898	3.654320	0.074021	0.000290	0.905591	0.020097	
7547000	-47.046576	563	0.319053	2.958190	0.780457	2.303516	0.120175	0.000308	0.866926	0.012591	
7548000	-45.161571	656	0.505491	2.986810	0.505863	4.674016	0.284556	0.002765	0.675486	0.037193	
7549000	-43.380394	392	0.252992	3.285568	0.273549	0.748578	0.138111	0.000072	0.859284	0.002533	
7550000	-43.734474	122	0.226659	3.165324	0.415390	4.930236	0.027541	0.000297	0.916155	0.056007	
7551000	-42.684197	334	0.002124	2.471463	0.417179	1.121062	0.000001	0.000000	0.999339	0.000660	
7552000	-43.798351	693	0.159583	2.666879	0.403189	9.787638	0.070831	0.002347	0.780280	0.146541	
7553000	-45.242508	170	0.209052	2.644545	0.702788	3.602688	0.069128	0.000495	0.894086	0.036291	
