Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.permitted-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2103770524
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.permitted-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.348485,0.015152,0.500000,0.136364)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-68.978754	362	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.479810	0.000000	1.479810	1.479810	1.479810	1.479810	1.479810	0.625048	0.000060	0.365078	0.009813	
12000	-73.641519	660	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.104155	6.104155	6.104155	6.104155	6.104155	6.104155	6.104155	0.367067	0.014769	0.490821	0.127343	
13000	-67.214969	613	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.821090	1.821090	1.821090	1.821090	1.821090	0.000000	0.000239	0.967047	0.032714	
14000	-69.726015	700	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	2.064192	2.064192	2.064192	2.064192	2.064192	2.064192	0.000000	0.585449	0.006148	0.400001	0.008402	
15000	-67.212479	507	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.360902	1.360902	1.360902	1.360902	1.360902	1.360902	1.360902	0.630757	0.004795	0.344333	0.020115	
16000	-70.906347	855	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.031507	0.000000	1.031507	1.031507	1.031507	1.031507	1.031507	0.655067	0.000014	0.340045	0.004874	
17000	-70.781211	881	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.228401	1.228401	1.228401	1.228401	1.228401	0.000000	0.000145	0.973516	0.026339	
18000	-68.371332	58	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.689790	1.689790	1.689790	1.689790	1.689790	1.689790	1.689790	0.539898	0.006504	0.415150	0.038448	
19000	-71.639434	411	2	2	'Z Z 0 0 1 0 1 0 	D	0.000000	0.000000	2.962986	2.962986	2.397613	2.962986	2.397613	2.962986	0.000000	0.008733	0.853131	0.138136	
20000	-67.089162	507	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.792445	1.792445	1.792445	1.792445	1.792445	0.000000	0.000424	0.957084	0.042491	
21000	-67.941836	99	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.996623	0.000000	1.996623	1.996623	1.996623	1.996623	1.996623	0.557427	0.000467	0.416605	0.025501	
22000	-68.550534	56	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.427706	0.000000	0.000000	1.427706	1.427706	1.427706	1.427706	0.610619	0.000000	0.380157	0.009224	
23000	-69.459163	314	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.283220	0.000000	0.000000	1.283220	1.283220	1.283220	1.283220	0.640073	0.000000	0.351527	0.008400	
24000	-68.601281	60	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.675954	1.675954	1.675954	1.675954	1.675954	1.675954	0.000000	0.002852	0.926530	0.070618	
25000	-68.833371	449	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.265536	1.265536	1.265536	1.265536	1.265536	1.265536	0.000000	0.001680	0.949742	0.048578	
26000	-69.155972	283	1	4	'Z Z 0 Z 0 0 0 Z 	D	0.000000	0.000000	1.263480	0.000000	1.263480	1.263480	1.263480	0.000000	0.000000	0.000000	1.000000	0.000000	
27000	-69.196236	313	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.062523	0.000000	0.000000	1.062523	1.062523	1.062523	1.062523	0.606516	0.000000	0.383963	0.009521	
28000	-67.671775	209	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.735942	0.000000	0.000000	1.735942	1.735942	1.735942	1.735942	0.647621	0.000000	0.342264	0.010114	
