Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-eskimo-nuclear.families.bttrees
Data File Name:                  ./data/austronesian-eskimo-nuclear.families.btdata
Log File Name:                   ./output/austronesian-eskimo-nuclear.families-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2724525642
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-nuclear.families-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.530120,0.301205,0.036145,0.132530)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       83
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-83.366228	172	2	0	'1 0 0 0 	0.587742	3.676516	3.676516	3.676516	0.152509	0.079429	0.176120	0.591942	
12000	-82.802273	998	2	0	'1 0 0 0 	0.115777	4.100080	4.100080	4.100080	0.017953	0.009907	0.213140	0.759001	
13000	-81.822671	187	2	0	'1 0 0 0 	0.190417	3.473122	3.473122	3.473122	0.047035	0.025248	0.207816	0.719900	
14000	-86.207244	769	2	0	'0 1 1 1 	1.260617	2.693539	2.693539	2.693539	0.599367	0.242572	0.043763	0.114298	
15000	-81.535779	489	2	0	'0 1 1 1 	0.095197	3.844960	3.844960	3.844960	0.008712	0.004539	0.226215	0.760534	
16000	-81.748676	437	2	0	'0 1 1 1 	0.122694	3.754426	3.754426	3.754426	0.030295	0.016338	0.212789	0.740579	
17000	-81.566111	34	2	0	'0 1 1 1 	0.134526	3.194365	3.194365	3.194365	0.005859	0.002915	0.235419	0.755807	
18000	-81.709902	129	2	0	'0 1 1 1 	0.260269	3.163248	3.163248	3.163248	0.013400	0.006208	0.245734	0.734658	
19000	-80.922308	161	2	0	'0 1 1 1 	0.155949	3.147804	3.147804	3.147804	0.022759	0.010573	0.241799	0.724869	
20000	-87.862825	444	2	0	'0 1 1 0 	0.315756	1.893461	1.893461	0.315756	0.143380	0.001610	0.797228	0.057782	
21000	-82.022960	103	2	0	'0 1 1 1 	0.345959	3.183442	3.183442	3.183442	0.032808	0.015141	0.239314	0.712738	
22000	-85.113355	257	2	0	'0 1 1 1 	0.613395	5.393301	5.393301	5.393301	0.162383	0.092209	0.159804	0.585604	
23000	-86.023930	500	2	0	'0 1 1 1 	1.375999	4.317184	4.317184	4.317184	0.456988	0.252927	0.063452	0.226633	
24000	-82.970231	878	2	0	'0 1 1 1 	0.437245	3.422457	3.422457	3.422457	0.141856	0.073072	0.181554	0.603518	
