Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-eskimo-monogamy.bttrees
Data File Name:                  ./data/austronesian-eskimo-monogamy.btdata
Log File Name:                   ./output/austronesian-eskimo-monogamy-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4261085572
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10050000
Burn in:                         50000
MCMC ML Start:                   False
Schedule File:                   ./output/austronesian-eskimo-monogamy-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.662500,0.162500,0.062500,0.112500)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.085741
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
51000	-70.380747	439	1.193206	2.867768	0.851994	0.397245	0.627014	0.153559	0.078444	0.140982	
52000	-65.854033	522	0.003323	2.906004	0.918875	1.715088	0.000230	0.000166	0.158978	0.840627	
53000	-71.248809	258	1.513779	7.194499	1.254202	0.140609	0.818429	0.019650	0.137666	0.024255	
54000	-66.626185	173	0.266393	3.232785	1.420107	3.247391	0.007307	0.003235	0.232877	0.756581	
55000	-71.207106	970	0.338929	1.895353	3.044254	5.816234	0.123706	0.026157	0.333169	0.516968	
56000	-67.091072	36	0.016908	2.939924	1.722433	0.073179	0.019603	0.000097	0.946073	0.034228	
57000	-67.963325	241	0.294511	4.236063	0.726488	3.373934	0.002080	0.008343	0.032521	0.957056	
58000	-67.479533	921	0.062964	3.175843	1.724356	5.950952	0.000308	0.000120	0.258121	0.741450	
59000	-67.511753	220	0.056337	3.450116	0.539638	2.682350	0.000357	0.003690	0.012976	0.982977	
60000	-70.723791	332	0.207561	4.696519	0.518949	5.850074	0.000449	0.009743	0.006176	0.983632	
61000	-67.269665	100	0.075569	4.139084	1.440956	2.305619	0.000652	0.000212	0.294896	0.704240	
62000	-66.790479	398	0.180862	2.471179	1.311564	2.866564	0.002413	0.001190	0.215712	0.780685	
63000	-70.165086	16	0.814653	3.233258	1.994850	5.300767	0.389770	0.107857	0.165762	0.336611	
64000	-67.017528	109	0.067341	2.952887	1.589978	0.714665	0.032485	0.002290	0.636182	0.329044	
65000	-66.921506	483	0.041296	4.169085	0.811998	0.890841	0.002785	0.002276	0.142184	0.852754	
66000	-65.527931	219	0.063563	2.923904	1.149014	1.426469	0.009448	0.003708	0.254323	0.732521	
