Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/bantu-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/bantu-iroquois-uni.linealdescent-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1695841964
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-uni.linealdescent-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.072464,0.289855,0.086957,0.550725)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-75.082009	408	1	1	'0 0 0 0 0 Z 0 0 	D	1.414871	1.414871	1.414871	1.414871	1.414871	0.000000	1.414871	1.414871	0.039979	0.415080	0.007339	0.537603	
12000	-76.075929	283	1	2	'0 Z 0 0 Z 0 0 0 	D	1.166885	0.000000	1.166885	1.166885	0.000000	1.166885	1.166885	1.166885	0.100109	0.583818	0.005470	0.310603	
13000	-77.698263	639	1	0	'0 0 0 0 0 0 0 0 	I	2.068341	2.068341	2.068341	2.068341	2.068341	2.068341	2.068341	2.068341	0.041581	0.308758	0.050926	0.598735	
14000	-75.144159	44	1	1	'0 Z 0 0 0 0 0 0 	D	1.216473	0.000000	1.216473	1.216473	1.216473	1.216473	1.216473	1.216473	0.061850	0.414000	0.040749	0.483401	
15000	-77.817634	387	1	1	'0 0 0 0 Z 0 0 0 	D	1.393024	1.393024	1.393024	1.393024	0.000000	1.393024	1.393024	1.393024	0.054946	0.581601	0.005885	0.357568	
16000	-82.563220	860	1	3	'0 0 Z Z 0 Z 0 0 	D	1.879871	1.879871	0.000000	0.000000	1.879871	0.000000	1.879871	1.879871	0.000000	0.000000	0.000000	1.000000	
17000	-77.164283	748	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.523632	1.523632	1.523632	1.523632	1.523632	1.523632	0.000000	0.371641	0.045192	0.583167	
18000	-75.839745	409	1	1	'0 Z 0 0 0 0 0 0 	D	1.849449	0.000000	1.849449	1.849449	1.849449	1.849449	1.849449	1.849449	0.051045	0.347922	0.048357	0.552676	
19000	-75.662631	460	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.189943	1.189943	0.000000	1.189943	1.189943	1.189943	0.000000	0.699839	0.003983	0.296178	
20000	-75.075634	253	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.645808	1.645808	1.645808	1.645808	1.645808	1.645808	0.000000	0.382000	0.044916	0.573085	
21000	-81.528142	174	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	4.162129	4.162129	4.162129	4.162129	4.162129	0.000000	0.331943	0.061270	0.606787	
22000	-75.435829	306	1	1	'0 Z 0 0 0 0 0 0 	D	1.449938	0.000000	1.449938	1.449938	1.449938	1.449938	1.449938	1.449938	0.047064	0.344375	0.046667	0.561894	
23000	-76.185549	729	1	2	'0 Z 0 0 Z 0 0 0 	D	1.323667	0.000000	1.323667	1.323667	0.000000	1.323667	1.323667	1.323667	0.082184	0.575246	0.005198	0.337372	
24000	-76.981822	180	1	1	'0 0 Z 0 0 0 0 0 	D	2.339418	2.339418	0.000000	2.339418	2.339418	2.339418	2.339418	2.339418	0.068332	0.246083	0.086175	0.599410	
25000	-73.751661	330	1	1	'0 0 0 0 0 Z 0 0 	D	1.412969	1.412969	1.412969	1.412969	1.412969	0.000000	1.412969	1.412969	0.040821	0.418259	0.007767	0.533153	
26000	-75.764545	586	1	2	'0 Z 0 0 Z 0 0 0 	D	1.060362	0.000000	1.060362	1.060362	0.000000	1.060362	1.060362	1.060362	0.093379	0.635694	0.003061	0.267866	
27000	-75.222290	607	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.644720	1.644720	1.644720	1.644720	1.644720	1.644720	0.000000	0.363518	0.040190	0.596292	
28000	-74.415477	298	1	1	'0 Z 0 0 0 0 0 0 	D	1.441421	0.000000	1.441421	1.441421	1.441421	1.441421	1.441421	1.441421	0.056178	0.385916	0.043182	0.514724	
29000	-74.628781	695	1	1	'0 Z 0 0 0 0 0 0 	D	1.358876	0.000000	1.358876	1.358876	1.358876	1.358876	1.358876	1.358876	0.049196	0.348930	0.046955	0.554920	
30000	-78.579567	989	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.979130	0.979130	0.979130	0.000000	0.000000	0.979130	0.979130	0.000000	0.766037	0.000000	0.233963	
31000	-78.648931	314	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.726911	1.726911	0.000000	1.726911	1.726911	1.726911	0.000000	0.503477	0.013254	0.483270	
32000	-77.809560	134	1	2	'0 Z 0 0 Z 0 0 0 	D	1.473824	0.000000	1.473824	1.473824	0.000000	1.473824	1.473824	1.473824	0.073379	0.527033	0.007013	0.392575	
33000	-75.383383	754	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.076449	1.076449	1.076449	1.076449	1.076449	1.076449	0.000000	0.559440	0.026031	0.414530	
34000	-75.112257	958	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.258888	1.258888	1.258888	1.258888	1.258888	1.258888	1.258888	0.003923	0.487358	0.023732	0.484987	
35000	-77.057930	953	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.900901	1.900901	1.900901	1.900901	1.900901	1.900901	0.000000	0.365448	0.044176	0.590375	
