Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-monogamy.bttrees
Data File Name:                  ./data/austronesian-eskimo-monogamy.btdata
Log File Name:                   ./output/austronesian-eskimo-monogamy-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1516829182
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-monogamy-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.662500,0.162500,0.062500,0.112500)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-67.062122	95	1	2	'0 Z 0 0 0 0 0 Z 	D	2.105222	0.000000	2.105222	2.105222	2.105222	2.105222	2.105222	0.000000	0.000000	0.000000	1.000000	0.000000	
12000	-61.368857	371	2	2	'0 Z 0 1 1 1 1 Z 	D	0.750681	0.000000	0.750681	3.133104	3.133104	3.133104	3.133104	0.000000	0.000000	0.000000	1.000000	0.000000	
13000	-64.316218	644	2	1	'0 0 0 0 1 1 1 Z 	D	0.360447	0.360447	0.360447	0.360447	2.606028	2.606028	2.606028	0.000000	0.114248	0.002988	0.882371	0.000393	
14000	-66.864602	182	1	1	'0 Z 0 0 0 0 0 0 	D	1.718734	0.000000	1.718734	1.718734	1.718734	1.718734	1.718734	1.718734	0.015586	0.105982	0.379991	0.498441	
15000	-60.619272	173	2	1	'0 Z 0 1 1 1 1 1 	D	0.303615	0.000000	0.303615	3.328155	3.328155	3.328155	3.328155	3.328155	0.000085	0.200082	0.248993	0.550840	
16000	-66.975957	176	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	4.745321	4.745321	4.745321	4.745321	4.745321	4.745321	0.000000	0.397966	0.080667	0.521368	
17000	-63.309607	288	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	6.408608	0.000000	0.000000	6.408608	6.408608	6.408608	0.000000	0.000000	0.535533	0.464467	
18000	-62.326981	251	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.771573	0.000000	0.000000	7.771573	7.771573	7.771573	0.000000	0.000000	0.602500	0.397500	
19000	-63.510738	377	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.409256	0.000000	0.000000	7.409256	7.409256	7.409256	0.000000	0.000000	0.646752	0.353248	
20000	-62.694638	389	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	7.514700	0.000000	0.000000	7.514700	7.514700	7.514700	0.000000	0.000000	0.604225	0.395775	
