Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-crow-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/bantu-crow-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/bantu-crow-matri.anvunclocalresidence-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            689240936
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-crow-matri.anvunclocalresidence-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.579710,0.362319,0.028986,0.028986)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-62.337257	464	1	2	'0 Z 0 0 Z 0 0 0 	D	1.401479	0.000000	1.401479	1.401479	0.000000	1.401479	1.401479	1.401479	0.842785	0.155673	0.000111	0.001431	
12000	-64.412662	917	1	4	'0 Z 0 0 Z Z Z 0 	D	3.614329	0.000000	3.614329	3.614329	0.000000	0.000000	0.000000	3.614329	0.849265	0.150735	0.000000	0.000000	
13000	-61.219445	361	1	3	'0 Z 0 0 Z Z 0 0 	D	1.968172	0.000000	1.968172	1.968172	0.000000	0.000000	1.968172	1.968172	0.835187	0.163290	0.000000	0.001523	
14000	-63.626780	53	1	1	'0 Z 0 0 0 0 0 0 	D	1.781348	0.000000	1.781348	1.781348	1.781348	1.781348	1.781348	1.781348	0.764403	0.211364	0.016990	0.007243	
15000	-64.585897	80	1	1	'0 Z 0 0 0 0 0 0 	D	1.501813	0.000000	1.501813	1.501813	1.501813	1.501813	1.501813	1.501813	0.803262	0.178931	0.012903	0.004904	
16000	-62.902014	135	1	1	'0 Z 0 0 0 0 0 0 	D	1.952521	0.000000	1.952521	1.952521	1.952521	1.952521	1.952521	1.952521	0.760586	0.212665	0.017897	0.008852	
17000	-63.514362	582	1	3	'0 Z 0 0 Z Z 0 0 	D	3.220226	0.000000	3.220226	3.220226	0.000000	0.000000	3.220226	3.220226	0.770081	0.226232	0.000000	0.003687	
18000	-61.275544	412	1	1	'0 Z 0 0 0 0 0 0 	D	2.888034	0.000000	2.888034	2.888034	2.888034	2.888034	2.888034	2.888034	0.707582	0.257197	0.021313	0.013908	
19000	-64.683967	112	1	2	'0 Z 0 0 Z 0 0 0 	D	1.796492	0.000000	1.796492	1.796492	0.000000	1.796492	1.796492	1.796492	0.840221	0.158103	0.000131	0.001545	
20000	-63.476939	192	1	3	'0 Z 0 0 Z Z 0 0 	D	2.550232	0.000000	2.550232	2.550232	0.000000	0.000000	2.550232	2.550232	0.830717	0.167754	0.000000	0.001529	
