Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.permitted.bttrees
Data File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.permitted.btdata
Log File Name:                   ./output/uto-hawaiian-absenceofcousinmarriage.permitted-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            24511169
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-hawaiian-absenceofcousinmarriage.permitted-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.000000,0.263158,0.105263,0.631579)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104381
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-12.311114	239	1	5	'Z Z Z Z Z 0 0 0 	D	0.000000	0.000000	0.000000	0.000000	0.000000	22.108795	22.108795	22.108795	0.000000	0.000000	0.000942	0.999058	
12000	-12.901168	895	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	17.147911	0.000000	17.147911	17.147911	17.147911	17.147911	17.147911	0.000000	0.001097	0.000267	0.998636	
13000	-11.094946	237	1	4	'0 Z Z Z Z 0 0 0 	D	26.876002	0.000000	0.000000	0.000000	0.000000	26.876002	26.876002	26.876002	0.000000	0.000000	0.001193	0.998807	
14000	-11.257918	811	1	3	'0 0 Z Z Z 0 0 0 	D	30.585873	30.585873	0.000000	0.000000	0.000000	30.585873	30.585873	30.585873	0.000000	0.000000	0.001284	0.998716	
15000	-14.071253	980	1	1	'0 0 0 0 0 Z 0 0 	D	13.009661	13.009661	13.009661	13.009661	13.009661	0.000000	13.009661	13.009661	0.000000	0.006145	0.000000	0.993855	
16000	-14.272775	643	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	8.388240	8.388240	8.388240	8.388240	8.388240	0.000000	0.003740	0.000120	0.996140	
17000	-12.654867	160	1	4	'0 Z Z Z Z 0 0 0 	D	23.997596	0.000000	0.000000	0.000000	0.000000	23.997596	23.997596	23.997596	0.000000	0.000000	0.001225	0.998775	
18000	-11.674679	127	1	2	'0 0 Z 0 0 Z 0 0 	D	45.627009	45.627009	0.000000	45.627009	45.627009	0.000000	45.627009	45.627009	0.000000	0.027095	0.000000	0.972905	
19000	-12.149424	782	1	4	'0 Z Z Z Z 0 0 0 	D	22.968425	0.000000	0.000000	0.000000	0.000000	22.968425	22.968425	22.968425	0.000000	0.000000	0.000879	0.999121	
20000	-12.044626	684	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	25.762813	0.000000	0.000000	0.000000	25.762813	25.762813	25.762813	0.000000	0.000000	0.001887	0.998113	
