Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/uto-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/uto-iroquois-uni.linealdescent-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3626304907
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-uni.linealdescent-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.782609,0.043478,0.000000,0.173913)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.127349
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       23
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-11.164492	593	1	1	'0 0 Z 0 0 0 0 0 	D	17.361542	17.361542	0.000000	17.361542	17.361542	17.361542	17.361542	17.361542	1.000000	0.000000	0.000000	0.000000	
12000	-10.993100	409	1	1	'0 0 Z 0 0 0 0 0 	D	9.029789	9.029789	0.000000	9.029789	9.029789	9.029789	9.029789	9.029789	0.999999	0.000000	0.000000	0.000001	
13000	-12.002497	600	1	4	'0 Z 0 0 Z Z Z 0 	D	5.928003	0.000000	5.928003	5.928003	0.000000	0.000000	0.000000	5.928003	0.998197	0.001803	0.000000	0.000000	
14000	-10.599947	425	1	1	'0 0 0 0 0 0 0 Z 	D	14.519143	14.519143	14.519143	14.519143	14.519143	14.519143	14.519143	0.000000	0.999360	0.000635	0.000000	0.000005	
15000	-9.550723	88	1	1	'0 Z 0 0 0 0 0 0 	D	26.822540	0.000000	26.822540	26.822540	26.822540	26.822540	26.822540	26.822540	0.999931	0.000069	0.000000	0.000000	
16000	-12.468429	256	1	2	'0 0 0 Z Z 0 0 0 	D	13.248988	13.248988	13.248988	0.000000	0.000000	13.248988	13.248988	13.248988	0.999681	0.000023	0.000000	0.000295	
17000	-10.490206	934	1	1	'0 Z 0 0 0 0 0 0 	D	41.091293	0.000000	41.091293	41.091293	41.091293	41.091293	41.091293	41.091293	0.994377	0.005215	0.000000	0.000408	
18000	-10.484369	373	1	1	'0 0 0 0 0 0 0 Z 	D	24.876003	24.876003	24.876003	24.876003	24.876003	24.876003	24.876003	0.000000	0.996242	0.003623	0.000000	0.000135	
19000	-12.045785	366	2	3	'1 0 0 Z 1 0 Z Z 	D	3.749897	28.244042	28.244042	0.000000	3.749897	28.244042	0.000000	0.000000	0.999935	0.000065	0.000000	0.000000	
20000	-11.296472	477	1	2	'0 0 Z Z 0 0 0 0 	D	18.813549	18.813549	0.000000	0.000000	18.813549	18.813549	18.813549	18.813549	0.999993	0.000000	0.000000	0.000007	
21000	-11.680443	48	1	1	'0 0 0 0 Z 0 0 0 	D	34.486881	34.486881	34.486881	34.486881	0.000000	34.486881	34.486881	34.486881	0.996048	0.003853	0.000000	0.000100	
22000	-11.127645	404	1	2	'0 0 Z 0 Z 0 0 0 	D	18.327594	18.327594	0.000000	18.327594	0.000000	18.327594	18.327594	18.327594	1.000000	0.000000	0.000000	0.000000	
23000	-9.901728	988	1	2	'0 Z 0 0 Z 0 0 0 	D	24.291641	0.000000	24.291641	24.291641	0.000000	24.291641	24.291641	24.291641	0.997575	0.002409	0.000000	0.000017	
24000	-10.634578	294	1	2	'0 0 0 0 0 0 Z Z 	D	11.688155	11.688155	11.688155	11.688155	11.688155	11.688155	0.000000	0.000000	0.999973	0.000027	0.000000	0.000000	
25000	-11.626585	288	1	2	'0 0 Z Z 0 0 0 0 	D	13.583548	13.583548	0.000000	0.000000	13.583548	13.583548	13.583548	13.583548	1.000000	0.000000	0.000000	0.000000	
26000	-9.927857	242	1	1	'0 Z 0 0 0 0 0 0 	D	18.888743	0.000000	18.888743	18.888743	18.888743	18.888743	18.888743	18.888743	0.997031	0.002879	0.000000	0.000091	
27000	-11.795104	245	1	1	'0 Z 0 0 0 0 0 0 	D	7.597692	0.000000	7.597692	7.597692	7.597692	7.597692	7.597692	7.597692	0.998614	0.001373	0.000000	0.000013	
28000	-9.983578	753	1	2	'0 Z 0 0 0 0 Z 0 	D	16.947188	0.000000	16.947188	16.947188	16.947188	16.947188	0.000000	16.947188	0.994138	0.005848	0.000000	0.000014	
29000	-10.369849	954	1	4	'0 Z 0 0 0 Z Z Z 	D	9.855065	0.000000	9.855065	9.855065	9.855065	0.000000	0.000000	0.000000	0.996894	0.003106	0.000000	0.000000	
30000	-9.842791	985	1	2	'0 Z 0 0 Z 0 0 0 	D	32.114602	0.000000	32.114602	32.114602	0.000000	32.114602	32.114602	32.114602	0.993366	0.006342	0.000000	0.000292	
31000	-9.657528	132	1	4	'0 Z 0 0 Z 0 Z Z 	D	16.210672	0.000000	16.210672	16.210672	0.000000	16.210672	0.000000	0.000000	0.997880	0.002120	0.000000	0.000000	
32000	-11.831265	248	1	2	'0 0 0 Z 0 0 Z 0 	D	10.508055	10.508055	10.508055	0.000000	10.508055	10.508055	0.000000	10.508055	0.999989	0.000005	0.000000	0.000006	
33000	-8.606347	117	1	5	'0 Z 0 0 Z Z Z Z 	D	30.483380	0.000000	30.483380	30.483380	0.000000	0.000000	0.000000	0.000000	0.998321	0.001679	0.000000	0.000000	
34000	-9.896743	93	1	2	'0 Z 0 0 Z 0 0 0 	D	31.759661	0.000000	31.759661	31.759661	0.000000	31.759661	31.759661	31.759661	0.999700	0.000298	0.000000	0.000001	
35000	-11.773164	728	1	4	'0 Z 0 0 0 Z Z Z 	D	6.940085	0.000000	6.940085	6.940085	6.940085	0.000000	0.000000	0.000000	0.998034	0.001966	0.000000	0.000000	
36000	-12.567066	748	1	2	'0 0 Z 0 0 Z 0 0 	D	9.297689	9.297689	0.000000	9.297689	9.297689	0.000000	9.297689	9.297689	0.999969	0.000000	0.000000	0.000031	
37000	-11.485813	647	1	5	'0 Z 0 0 Z Z Z Z 	D	8.280635	0.000000	8.280635	8.280635	0.000000	0.000000	0.000000	0.000000	0.998747	0.001253	0.000000	0.000000	
38000	-12.525055	860	1	1	'0 0 0 Z 0 0 0 0 	D	6.389022	6.389022	6.389022	0.000000	6.389022	6.389022	6.389022	6.389022	0.999950	0.000004	0.000000	0.000046	
39000	-10.588757	807	1	2	'0 Z 0 0 0 0 Z 0 	D	18.276516	0.000000	18.276516	18.276516	18.276516	18.276516	0.000000	18.276516	0.997403	0.002593	0.000000	0.000004	
40000	-9.764067	315	1	4	'0 Z 0 0 Z Z Z 0 	D	33.311319	0.000000	33.311319	33.311319	0.000000	0.000000	0.000000	33.311319	0.994077	0.005923	0.000000	0.000000	
41000	-10.523488	212	1	1	'0 0 0 0 0 0 Z 0 	D	11.958908	11.958908	11.958908	11.958908	11.958908	11.958908	0.000000	11.958908	0.999584	0.000416	0.000000	0.000000	
42000	-11.313400	464	1	3	'0 0 Z Z Z 0 0 0 	D	15.960867	15.960867	0.000000	0.000000	0.000000	15.960867	15.960867	15.960867	1.000000	0.000000	0.000000	0.000000	
43000	-10.826231	248	1	1	'0 0 0 0 Z 0 0 0 	D	19.533966	19.533966	19.533966	19.533966	0.000000	19.533966	19.533966	19.533966	0.997647	0.002301	0.000000	0.000052	
44000	-12.383460	317	1	1	'0 Z 0 0 0 0 0 0 	D	14.082384	0.000000	14.082384	14.082384	14.082384	14.082384	14.082384	14.082384	0.993772	0.005767	0.000000	0.000461	
45000	-11.247351	151	1	4	'0 Z Z 0 Z Z 0 0 	D	38.061225	0.000000	0.000000	38.061225	0.000000	0.000000	38.061225	38.061225	1.000000	0.000000	0.000000	0.000000	
46000	-10.550805	569	1	3	'0 Z 0 0 Z Z 0 0 	D	38.416972	0.000000	38.416972	38.416972	0.000000	0.000000	38.416972	38.416972	0.995929	0.003932	0.000000	0.000139	
47000	-9.338272	519	1	2	'0 Z 0 0 0 0 0 Z 	D	48.415467	0.000000	48.415467	48.415467	48.415467	48.415467	48.415467	0.000000	0.988896	0.010146	0.000000	0.000958	
48000	-10.229132	951	1	2	'0 Z 0 0 Z 0 0 0 	D	14.086431	0.000000	14.086431	14.086431	0.000000	14.086431	14.086431	14.086431	0.999771	0.000228	0.000000	0.000001	
49000	-10.677821	120	1	1	'0 0 0 0 0 0 0 Z 	D	16.731871	16.731871	16.731871	16.731871	16.731871	16.731871	16.731871	0.000000	0.997122	0.002825	0.000000	0.000053	
50000	-11.450536	471	1	2	'0 0 0 0 0 0 Z Z 	D	11.169674	11.169674	11.169674	11.169674	11.169674	11.169674	0.000000	0.000000	0.998989	0.001011	0.000000	0.000000	
51000	-11.310161	110	1	2	'0 0 0 Z 0 0 Z 0 	D	18.245935	18.245935	18.245935	0.000000	18.245935	18.245935	0.000000	18.245935	0.999942	0.000051	0.000000	0.000007	
52000	-13.430825	815	1	3	'0 0 Z Z Z 0 0 0 	D	7.100996	7.100996	0.000000	0.000000	0.000000	7.100996	7.100996	7.100996	1.000000	0.000000	0.000000	0.000000	
53000	-10.646138	826	1	4	'0 0 0 0 Z Z Z Z 	D	23.244842	23.244842	23.244842	23.244842	0.000000	0.000000	0.000000	0.000000	0.997653	0.002347	0.000000	0.000000	
54000	-12.056776	424	1	3	'0 0 0 0 Z Z 0 Z 	D	32.871775	32.871775	32.871775	32.871775	0.000000	0.000000	32.871775	0.000000	0.996424	0.003530	0.000000	0.000046	
55000	-10.957095	319	1	4	'0 0 0 Z Z 0 Z Z 	D	17.600058	17.600058	17.600058	0.000000	0.000000	17.600058	0.000000	0.000000	0.999975	0.000025	0.000000	0.000000	
56000	-11.434033	859	1	0	'0 0 0 0 0 0 0 0 	I	10.347328	10.347328	10.347328	10.347328	10.347328	10.347328	10.347328	10.347328	0.998436	0.001512	0.000000	0.000052	
57000	-11.798922	712	1	4	'0 0 0 0 Z Z Z Z 	D	19.320308	19.320308	19.320308	19.320308	0.000000	0.000000	0.000000	0.000000	0.971429	0.028571	0.000000	0.000000	
58000	-8.788856	62	1	4	'0 Z 0 0 Z 0 Z Z 	D	24.961051	0.000000	24.961051	24.961051	0.000000	24.961051	0.000000	0.000000	0.998684	0.001316	0.000000	0.000000	
59000	-10.802969	13	1	3	'0 Z 0 0 0 0 Z Z 	D	9.640275	0.000000	9.640275	9.640275	9.640275	9.640275	0.000000	0.000000	0.997993	0.002007	0.000000	0.000000	
