Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2188344495
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-81.419637	959	1	0	'0 0 0 0 	2.146521	2.146521	2.146521	2.146521	0.233110	0.117638	0.122744	0.526509	
12000	-82.254227	267	1	0	'0 0 0 0 	3.054483	3.054483	3.054483	3.054483	0.218495	0.117221	0.119472	0.544813	
13000	-82.237765	841	1	0	'0 0 0 0 	3.178040	3.178040	3.178040	3.178040	0.220680	0.117234	0.120040	0.542046	
14000	-81.995321	412	1	0	'0 0 0 0 	2.766509	2.766509	2.766509	2.766509	0.225792	0.117539	0.121050	0.535619	
15000	-82.928223	741	1	0	'0 0 0 0 	1.549473	1.549473	1.549473	1.549473	0.318979	0.124910	0.128475	0.427636	
16000	-81.969531	581	1	0	'0 0 0 0 	1.985328	1.985328	1.985328	1.985328	0.284100	0.123194	0.126489	0.466217	
17000	-84.407566	760	1	0	'0 0 0 0 	1.544544	1.544544	1.544544	1.544544	0.297428	0.123886	0.127451	0.451235	
18000	-82.964704	558	1	0	'0 0 0 0 	2.378723	2.378723	2.378723	2.378723	0.230425	0.117614	0.122122	0.529839	
19000	-82.306584	466	1	0	'0 0 0 0 	1.633244	1.633244	1.633244	1.633244	0.302480	0.123917	0.127973	0.445629	
20000	-82.862601	963	1	0	'0 0 0 0 	3.546435	3.546435	3.546435	3.546435	0.228544	0.118990	0.120260	0.532206	
21000	-80.328436	253	1	0	'0 0 0 0 	2.062645	2.062645	2.062645	2.062645	0.256005	0.120695	0.124476	0.498823	
22000	-84.664985	339	1	0	'0 0 0 0 	2.440473	2.440473	2.440473	2.440473	0.220715	0.117015	0.120273	0.541997	
23000	-82.940039	692	1	0	'0 0 0 0 	2.303901	2.303901	2.303901	2.303901	0.245280	0.120606	0.122428	0.511686	
24000	-83.789583	342	1	0	'0 0 0 0 	3.458938	3.458938	3.458938	3.458938	0.231983	0.119623	0.120451	0.527943	
25000	-81.691834	883	1	0	'0 0 0 0 	2.012732	2.012732	2.012732	2.012732	0.241006	0.119134	0.123010	0.516850	
26000	-82.284678	747	1	0	'0 0 0 0 	2.274322	2.274322	2.274322	2.274322	0.261086	0.122378	0.123699	0.492837	
27000	-81.739623	728	1	0	'0 0 0 0 	2.317329	2.317329	2.317329	2.317329	0.233977	0.118298	0.122268	0.525457	
28000	-81.895278	503	1	0	'0 0 0 0 	1.843024	1.843024	1.843024	1.843024	0.295385	0.124295	0.126799	0.453521	
29000	-84.039824	486	1	0	'0 0 0 0 	1.987084	1.987084	1.987084	1.987084	0.267412	0.122984	0.124177	0.485428	
30000	-81.539572	538	1	0	'0 0 0 0 	2.813773	2.813773	2.813773	2.813773	0.227443	0.118275	0.120713	0.533569	
31000	-81.400745	60	1	0	'0 0 0 0 	2.595272	2.595272	2.595272	2.595272	0.217066	0.116589	0.119728	0.546617	
32000	-85.704454	548	1	0	'0 0 0 0 	1.483086	1.483086	1.483086	1.483086	0.316103	0.125819	0.127320	0.430758	
33000	-82.663847	895	1	0	'0 0 0 0 	2.038367	2.038367	2.038367	2.038367	0.264739	0.122731	0.123980	0.488550	
34000	-81.834760	40	1	0	'0 0 0 0 	2.479771	2.479771	2.479771	2.479771	0.215220	0.116648	0.119162	0.548970	
35000	-81.971165	424	1	0	'0 0 0 0 	2.528464	2.528464	2.528464	2.528464	0.228196	0.118399	0.120772	0.532632	
36000	-82.935825	437	1	0	'0 0 0 0 	1.792009	1.792009	1.792009	1.792009	0.297296	0.124213	0.127102	0.451388	
37000	-82.183000	829	1	0	'0 0 0 0 	1.798594	1.798594	1.798594	1.798594	0.283961	0.123315	0.126346	0.466378	
38000	-84.684694	243	1	0	'0 0 0 0 	1.222138	1.222138	1.222138	1.222138	0.397403	0.126072	0.128911	0.347614	
39000	-82.036691	303	1	0	'0 0 0 0 	2.416223	2.416223	2.416223	2.416223	0.237940	0.119490	0.121963	0.520607	
40000	-83.129700	566	1	0	'0 0 0 0 	3.498282	3.498282	3.498282	3.498282	0.231446	0.119355	0.120593	0.528606	
41000	-82.008391	180	1	0	'0 0 0 0 	2.308158	2.308158	2.308158	2.308158	0.234217	0.118943	0.121664	0.525175	
42000	-81.981408	911	1	0	'0 0 0 0 	2.528226	2.528226	2.528226	2.528226	0.225498	0.117259	0.121263	0.535981	
43000	-84.006476	514	1	1	'0 0 Z 0 	1.998470	1.998470	0.000000	1.998470	0.000000	0.193455	0.000000	0.806545	
44000	-82.684601	229	1	0	'0 0 0 0 	2.793596	2.793596	2.793596	2.793596	0.224149	0.117907	0.120257	0.537687	
45000	-80.989007	516	1	0	'0 0 0 0 	2.419906	2.419906	2.419906	2.419906	0.228083	0.118081	0.121069	0.532767	
46000	-83.339512	740	1	0	'0 0 0 0 	2.127391	2.127391	2.127391	2.127391	0.239762	0.119209	0.122657	0.518371	
47000	-82.763832	739	1	0	'0 0 0 0 	1.961880	1.961880	1.961880	1.961880	0.251299	0.119748	0.124536	0.504418	
48000	-83.357856	840	1	0	'0 0 0 0 	1.711080	1.711080	1.711080	1.711080	0.299020	0.124228	0.127281	0.449471	
49000	-82.806354	854	1	0	'0 0 0 0 	1.564937	1.564937	1.564937	1.564937	0.305288	0.124805	0.127356	0.442551	
50000	-80.748623	474	1	0	'0 0 0 0 	2.002587	2.002587	2.002587	2.002587	0.265924	0.122336	0.124582	0.487158	
51000	-82.281940	805	1	0	'0 0 0 0 	2.097864	2.097864	2.097864	2.097864	0.263056	0.121932	0.124498	0.490514	
52000	-81.718836	820	1	0	'0 0 0 0 	2.270941	2.270941	2.270941	2.270941	0.246149	0.120219	0.123002	0.510630	
53000	-82.175955	151	1	0	'0 0 0 0 	1.806667	1.806667	1.806667	1.806667	0.304850	0.124596	0.127525	0.443029	
54000	-81.801609	647	1	0	'0 0 0 0 	2.022260	2.022260	2.022260	2.022260	0.268796	0.122748	0.124643	0.483813	
55000	-83.817767	112	1	0	'0 0 0 0 	1.395529	1.395529	1.395529	1.395529	0.422889	0.125888	0.127813	0.323409	
56000	-83.058951	359	1	0	'0 0 0 0 	1.993838	1.993838	1.993838	1.993838	0.244919	0.120180	0.122784	0.512117	
57000	-82.210130	805	1	0	'0 0 0 0 	2.319555	2.319555	2.319555	2.319555	0.245252	0.120341	0.122691	0.511717	
58000	-83.432805	200	1	0	'0 0 0 0 	2.847518	2.847518	2.847518	2.847518	0.213951	0.115953	0.119517	0.550579	
59000	-81.733991	780	1	0	'0 0 0 0 	2.650849	2.650849	2.650849	2.650849	0.223902	0.117947	0.120152	0.537999	
60000	-83.331035	631	1	0	'0 0 0 0 	3.195778	3.195778	3.195778	3.195778	0.217667	0.116832	0.119644	0.545857	
61000	-82.913403	635	1	0	'0 0 0 0 	1.688941	1.688941	1.688941	1.688941	0.305343	0.123400	0.128802	0.442455	
62000	-83.341867	131	1	0	'0 0 0 0 	3.163857	3.163857	3.163857	3.163857	0.219524	0.117440	0.119524	0.543511	
63000	-83.716933	235	1	0	'0 0 0 0 	1.934390	1.934390	1.934390	1.934390	0.248222	0.120636	0.123005	0.508137	
64000	-83.263484	757	1	0	'0 0 0 0 	1.675571	1.675571	1.675571	1.675571	0.328442	0.125854	0.128188	0.417516	
65000	-85.050349	961	1	0	'0 0 0 0 	3.828448	3.828448	3.828448	3.828448	0.233202	0.119880	0.120480	0.526438	
66000	-80.755684	474	1	0	'0 0 0 0 	2.635238	2.635238	2.635238	2.635238	0.227745	0.118590	0.120467	0.533198	
67000	-82.925291	99	1	0	'0 0 0 0 	1.911900	1.911900	1.911900	1.911900	0.263958	0.122514	0.124065	0.489462	
68000	-85.936690	424	1	0	'0 0 0 0 	5.795852	5.795852	5.795852	5.795852	0.241090	0.121059	0.121077	0.516774	
69000	-83.414717	744	1	0	'0 0 0 0 	3.070606	3.070606	3.070606	3.070606	0.224409	0.118090	0.120137	0.537363	
70000	-85.417409	227	1	0	'0 0 0 0 	4.155882	4.155882	4.155882	4.155882	0.235562	0.120183	0.120722	0.523533	
71000	-82.449461	375	1	0	'0 0 0 0 	2.489015	2.489015	2.489015	2.489015	0.232032	0.119077	0.121013	0.527878	
72000	-81.671998	265	1	0	'0 0 0 0 	2.121089	2.121089	2.121089	2.121089	0.263326	0.120757	0.125749	0.490167	
73000	-83.995043	404	1	0	'0 0 0 0 	3.115320	3.115320	3.115320	3.115320	0.223775	0.118309	0.119753	0.538162	
74000	-84.591561	852	1	0	'0 0 0 0 	4.137702	4.137702	4.137702	4.137702	0.230541	0.119546	0.120184	0.529729	
75000	-84.478590	442	1	0	'0 0 0 0 	1.370848	1.370848	1.370848	1.370848	0.392235	0.126638	0.128495	0.352632	
76000	-82.489050	130	1	0	'0 0 0 0 	3.081984	3.081984	3.081984	3.081984	0.234574	0.119916	0.120763	0.524747	
77000	-82.144825	279	1	0	'0 0 0 0 	1.556059	1.556059	1.556059	1.556059	0.322484	0.124156	0.129517	0.423843	
78000	-83.939824	168	1	0	'0 0 0 0 	2.503889	2.503889	2.503889	2.503889	0.221353	0.116981	0.120476	0.541190	
79000	-82.115989	412	1	0	'0 0 0 0 	1.956204	1.956204	1.956204	1.956204	0.264731	0.120385	0.126381	0.488503	
80000	-81.672786	646	1	0	'0 0 0 0 	2.656877	2.656877	2.656877	2.656877	0.225461	0.117952	0.120544	0.536043	
81000	-84.580622	459	1	0	'0 0 0 0 	1.782407	1.782407	1.782407	1.782407	0.303474	0.124793	0.127183	0.444550	
82000	-82.434557	712	1	0	'0 0 0 0 	1.551655	1.551655	1.551655	1.551655	0.328991	0.125728	0.128350	0.416931	
83000	-82.109048	981	1	0	'0 0 0 0 	2.319627	2.319627	2.319627	2.319627	0.236085	0.118985	0.122055	0.522875	
84000	-82.663365	345	1	0	'0 0 0 0 	2.822909	2.822909	2.822909	2.822909	0.229642	0.119158	0.120358	0.530842	
85000	-82.361022	729	1	0	'0 0 0 0 	2.664621	2.664621	2.664621	2.664621	0.223286	0.117629	0.120318	0.538767	
86000	-83.125710	497	1	0	'0 0 0 0 	2.824321	2.824321	2.824321	2.824321	0.229105	0.118847	0.120541	0.531506	
87000	-81.828015	887	1	0	'0 0 0 0 	2.734542	2.734542	2.734542	2.734542	0.212083	0.114554	0.120433	0.552929	
88000	-82.360136	427	1	0	'0 0 0 0 	1.689689	1.689689	1.689689	1.689689	0.299929	0.125241	0.126355	0.448475	
89000	-86.012429	605	1	0	'0 0 0 0 	4.303232	4.303232	4.303232	4.303232	0.236150	0.120290	0.120750	0.522810	
90000	-83.171928	865	1	0	'0 0 0 0 	2.456130	2.456130	2.456130	2.456130	0.237895	0.120092	0.121343	0.520670	
91000	-83.869874	120	1	0	'0 0 0 0 	3.484138	3.484138	3.484138	3.484138	0.225065	0.118121	0.120272	0.536542	
92000	-82.331209	108	1	0	'0 0 0 0 	2.393479	2.393479	2.393479	2.393479	0.228662	0.118541	0.120743	0.532053	
93000	-81.554896	741	1	0	'0 0 0 0 	2.603738	2.603738	2.603738	2.603738	0.226651	0.118313	0.120477	0.534560	
94000	-83.754554	167	1	0	'0 0 0 0 	2.528408	2.528408	2.528408	2.528408	0.232901	0.118554	0.121752	0.526793	
95000	-82.958006	92	1	0	'0 0 0 0 	2.883753	2.883753	2.883753	2.883753	0.230808	0.118971	0.120828	0.529392	
96000	-83.621196	899	1	0	'0 0 0 0 	2.015807	2.015807	2.015807	2.015807	0.251702	0.121071	0.123261	0.503965	
97000	-84.099025	300	1	0	'0 0 0 0 	1.623348	1.623348	1.623348	1.623348	0.328776	0.125494	0.128575	0.417155	
98000	-80.659314	733	1	0	'0 0 0 0 	2.147901	2.147901	2.147901	2.147901	0.244516	0.119209	0.123693	0.512582	
99000	-81.568205	419	1	0	'0 0 0 0 	1.766550	1.766550	1.766550	1.766550	0.303932	0.124322	0.127711	0.444035	
100000	-82.812508	851	1	0	'0 0 0 0 	2.864136	2.864136	2.864136	2.864136	0.216513	0.116761	0.119402	0.547324	
101000	-81.375736	574	1	0	'0 0 0 0 	2.345174	2.345174	2.345174	2.345174	0.233224	0.118771	0.121607	0.526398	
102000	-82.431941	542	1	0	'0 0 0 0 	2.460320	2.460320	2.460320	2.460320	0.239813	0.119522	0.122349	0.518316	
103000	-81.237824	931	1	0	'0 0 0 0 	1.562897	1.562897	1.562897	1.562897	0.392079	0.126344	0.128796	0.352780	
104000	-80.119427	931	1	0	'0 0 0 0 	2.387355	2.387355	2.387355	2.387355	0.252235	0.121199	0.123236	0.503330	
105000	-82.719311	446	1	0	'0 0 0 0 	2.249773	2.249773	2.249773	2.249773	0.245557	0.120011	0.123091	0.511341	
106000	-82.634997	710	1	0	'0 0 0 0 	1.569913	1.569913	1.569913	1.569913	0.364365	0.126245	0.129120	0.380269	
107000	-82.919555	764	1	0	'0 0 0 0 	2.831855	2.831855	2.831855	2.831855	0.222151	0.117557	0.120097	0.540195	
108000	-81.722940	151	1	0	'0 0 0 0 	2.652544	2.652544	2.652544	2.652544	0.228871	0.118533	0.120802	0.531794	
109000	-82.082503	440	1	0	'0 0 0 0 	1.816899	1.816899	1.816899	1.816899	0.301448	0.125365	0.126393	0.446794	
110000	-81.272107	563	1	0	'0 0 0 0 	2.209199	2.209199	2.209199	2.209199	0.248761	0.120765	0.122984	0.507489	
111000	-82.133486	113	1	0	'0 0 0 0 	2.544652	2.544652	2.544652	2.544652	0.221352	0.117521	0.119924	0.541203	
112000	-81.551910	912	1	0	'0 0 0 0 	2.460600	2.460600	2.460600	2.460600	0.224385	0.118055	0.120167	0.537394	
113000	-81.477725	563	1	0	'0 0 0 0 	2.579871	2.579871	2.579871	2.579871	0.236281	0.119684	0.121389	0.522646	
114000	-82.120030	424	1	0	'0 0 0 0 	2.094308	2.094308	2.094308	2.094308	0.242010	0.119691	0.122659	0.515639	
115000	-81.299007	436	1	0	'0 0 0 0 	2.033858	2.033858	2.033858	2.033858	0.255284	0.120905	0.124125	0.499687	
116000	-84.272318	617	1	0	'0 0 0 0 	2.461861	2.461861	2.461861	2.461861	0.229142	0.118636	0.120764	0.531458	
117000	-82.933250	415	1	0	'0 0 0 0 	2.736194	2.736194	2.736194	2.736194	0.214393	0.115563	0.120043	0.550001	
118000	-81.668000	574	1	0	'0 0 0 0 	2.729290	2.729290	2.729290	2.729290	0.227187	0.118326	0.120597	0.533890	
119000	-82.550630	33	1	0	'0 0 0 0 	3.026662	3.026662	3.026662	3.026662	0.227788	0.118882	0.120183	0.533147	
120000	-82.350773	350	1	0	'0 0 0 0 	2.069208	2.069208	2.069208	2.069208	0.255032	0.121484	0.123488	0.499996	
121000	-81.266143	671	1	0	'0 0 0 0 	2.685022	2.685022	2.685022	2.685022	0.229821	0.118449	0.121120	0.530610	
122000	-83.787074	684	1	0	'0 0 0 0 	3.985947	3.985947	3.985947	3.985947	0.224959	0.118653	0.119707	0.536680	
123000	-83.540181	238	1	0	'0 0 0 0 	2.583657	2.583657	2.583657	2.583657	0.225523	0.117682	0.120835	0.535960	
124000	-81.722600	215	1	0	'0 0 0 0 	2.165781	2.165781	2.165781	2.165781	0.235486	0.118867	0.122037	0.523610	
125000	-82.980489	469	1	0	'0 0 0 0 	2.471966	2.471966	2.471966	2.471966	0.216709	0.116011	0.120224	0.547056	
126000	-82.832307	222	1	0	'0 0 0 0 	3.113826	3.113826	3.113826	3.113826	0.225300	0.117810	0.120648	0.536242	
127000	-82.920677	544	1	0	'0 0 0 0 	2.386276	2.386276	2.386276	2.386276	0.242536	0.120317	0.122137	0.515011	
128000	-82.738278	863	1	0	'0 0 0 0 	1.905889	1.905889	1.905889	1.905889	0.264653	0.122541	0.124157	0.488649	
129000	-81.694780	976	1	0	'0 0 0 0 	1.837248	1.837248	1.837248	1.837248	0.290148	0.123478	0.126994	0.459380	
130000	-84.719775	611	1	0	'0 0 0 0 	3.021167	3.021167	3.021167	3.021167	0.211342	0.115982	0.118748	0.553927	
131000	-83.502502	348	1	0	'0 0 0 0 	2.825362	2.825362	2.825362	2.825362	0.226782	0.118572	0.120247	0.534399	
132000	-82.784402	744	1	0	'0 0 0 0 	1.733557	1.733557	1.733557	1.733557	0.295901	0.123513	0.127657	0.452928	
133000	-81.598288	423	1	0	'0 0 0 0 	2.143066	2.143066	2.143066	2.143066	0.277354	0.123621	0.125095	0.473931	
134000	-82.466072	478	1	0	'0 0 0 0 	2.617935	2.617935	2.617935	2.617935	0.219871	0.116997	0.120068	0.543064	
135000	-80.570227	253	1	0	'0 0 0 0 	2.602620	2.602620	2.602620	2.602620	0.233845	0.118955	0.121566	0.525635	
136000	-82.760330	40	1	0	'0 0 0 0 	3.240448	3.240448	3.240448	3.240448	0.217582	0.117380	0.119064	0.545973	
137000	-82.031299	251	1	0	'0 0 0 0 	2.568566	2.568566	2.568566	2.568566	0.235118	0.119436	0.121373	0.524073	
138000	-82.442242	958	1	0	'0 0 0 0 	1.614692	1.614692	1.614692	1.614692	0.358519	0.124983	0.130324	0.386174	
139000	-82.606803	537	1	0	'0 0 0 0 	1.865218	1.865218	1.865218	1.865218	0.262486	0.121005	0.125346	0.491163	
140000	-83.429141	665	1	0	'0 0 0 0 	2.662247	2.662247	2.662247	2.662247	0.225549	0.117917	0.120602	0.535932	
141000	-84.267170	968	1	0	'0 0 0 0 	4.678886	4.678886	4.678886	4.678886	0.234457	0.120215	0.120435	0.524892	
142000	-83.176037	123	1	0	'0 0 0 0 	3.178493	3.178493	3.178493	3.178493	0.220336	0.117629	0.119547	0.542487	
143000	-82.009951	251	1	0	'0 0 0 0 	2.546329	2.546329	2.546329	2.546329	0.235811	0.119507	0.121461	0.523221	
144000	-82.022294	625	1	0	'0 0 0 0 	1.788515	1.788515	1.788515	1.788515	0.269110	0.121762	0.125699	0.483429	
145000	-82.253502	715	1	0	'0 0 0 0 	2.012061	2.012061	2.012061	2.012061	0.263636	0.121680	0.124856	0.489828	
146000	-81.756517	999	1	0	'0 0 0 0 	1.497408	1.497408	1.497408	1.497408	0.352729	0.126689	0.128446	0.392137	
147000	-83.501772	192	1	0	'0 0 0 0 	3.884662	3.884662	3.884662	3.884662	0.222433	0.118088	0.119631	0.539848	
148000	-80.793185	931	1	0	'0 0 0 0 	1.694366	1.694366	1.694366	1.694366	0.353291	0.126355	0.128799	0.391555	
149000	-83.798934	329	1	0	'0 0 0 0 	3.034902	3.034902	3.034902	3.034902	0.224323	0.118285	0.119917	0.537474	
150000	-83.807019	950	1	0	'0 0 0 0 	2.490426	2.490426	2.490426	2.490426	0.225280	0.117575	0.120883	0.536262	
151000	-82.437434	294	1	0	'0 0 0 0 	1.999867	1.999867	1.999867	1.999867	0.263553	0.122335	0.124176	0.489936	
152000	-81.650267	930	1	0	'0 0 0 0 	1.918673	1.918673	1.918673	1.918673	0.275442	0.121972	0.126488	0.476098	
153000	-82.280549	934	1	0	'0 0 0 0 	2.015853	2.015853	2.015853	2.015853	0.230508	0.117472	0.122289	0.529730	
154000	-82.922749	289	1	0	'0 0 0 0 	2.957097	2.957097	2.957097	2.957097	0.220901	0.117080	0.120256	0.541763	
155000	-84.322036	795	1	0	'0 0 0 0 	3.406562	3.406562	3.406562	3.406562	0.223676	0.118355	0.119682	0.538287	
156000	-82.792084	700	1	0	'0 0 0 0 	2.170248	2.170248	2.170248	2.170248	0.245505	0.119681	0.123417	0.511397	
157000	-80.960288	586	1	0	'0 0 0 0 	1.980069	1.980069	1.980069	1.980069	0.251215	0.120814	0.123426	0.504544	
158000	-82.177504	40	1	0	'0 0 0 0 	2.826897	2.826897	2.826897	2.826897	0.214085	0.116664	0.118830	0.550421	
159000	-82.157939	712	1	0	'0 0 0 0 	2.860442	2.860442	2.860442	2.860442	0.228949	0.118928	0.120422	0.531702	
