Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/austronesian-iroquois-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/austronesian-iroquois-matri.anvunclocalresidence-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1827404462
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-matri.anvunclocalresidence-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.595238,0.238095,0.142857,0.023810)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000085
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       84
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-80.638535	854	1	2	'0 0 0 0 0 Z 0 Z 	D	0.828054	0.828054	0.828054	0.828054	0.828054	0.000000	0.828054	0.000000	0.990417	0.008883	0.000699	0.000001	
12000	-83.655508	53	1	3	'0 0 0 0 0 Z Z Z 	D	0.767192	0.767192	0.767192	0.767192	0.767192	0.000000	0.000000	0.000000	0.993220	0.004356	0.002424	0.000000	
13000	-80.498685	574	1	3	'0 0 0 0 0 Z Z Z 	D	0.983823	0.983823	0.983823	0.983823	0.983823	0.000000	0.000000	0.000000	0.980355	0.018367	0.001278	0.000000	
14000	-79.962220	500	1	2	'0 0 0 0 0 Z 0 Z 	D	0.885005	0.885005	0.885005	0.885005	0.885005	0.000000	0.885005	0.000000	0.996367	0.003049	0.000585	0.000000	
15000	-79.917610	478	1	4	'0 Z 0 0 0 Z Z Z 	D	3.074572	0.000000	3.074572	3.074572	3.074572	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
16000	-81.142421	839	1	4	'0 Z 0 0 0 Z Z Z 	D	4.109741	0.000000	4.109741	4.109741	4.109741	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
17000	-80.985365	394	1	4	'0 Z 0 0 0 Z Z Z 	D	3.752240	0.000000	3.752240	3.752240	3.752240	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
18000	-79.681607	877	1	4	'0 Z 0 0 0 Z Z Z 	D	2.969055	0.000000	2.969055	2.969055	2.969055	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
19000	-80.260740	7	1	4	'0 Z 0 0 0 Z Z Z 	D	3.545914	0.000000	3.545914	3.545914	3.545914	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
20000	-80.877923	931	1	3	'0 0 0 0 0 Z Z Z 	D	1.765860	1.765860	1.765860	1.765860	1.765860	0.000000	0.000000	0.000000	0.938905	0.032622	0.028473	0.000000	
