Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/austronesian-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/austronesian-iroquois-uni.linealdescent-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1303837484
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-uni.linealdescent-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.611765,0.211765,0.058824,0.117647)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-84.720507	331	2	1	'1 1 0 0 0 0 Z 1 	D	1.068226	1.068226	2.500704	2.500704	2.500704	2.500704	0.000000	1.068226	0.931536	0.063471	0.004929	0.000064	
12000	-88.030315	740	1	1	'0 Z 0 0 0 0 0 0 	D	6.136719	0.000000	6.136719	6.136719	6.136719	6.136719	6.136719	6.136719	0.728814	0.163895	0.043288	0.064003	
13000	-82.667542	592	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	5.103197	5.103197	5.103197	5.103197	5.103197	5.103197	0.000000	0.742349	0.041648	0.216003	
14000	-86.647731	581	1	2	'0 Z 0 0 Z 0 0 0 	D	2.064377	0.000000	2.064377	2.064377	0.000000	2.064377	2.064377	2.064377	0.971237	0.028649	0.000000	0.000115	
15000	-85.294965	397	1	1	'0 Z 0 0 0 0 0 0 	D	2.756825	0.000000	2.756825	2.756825	2.756825	2.756825	2.756825	2.756825	0.900167	0.086118	0.008079	0.005636	
16000	-85.003138	947	1	1	'0 Z 0 0 0 0 0 0 	D	2.555119	0.000000	2.555119	2.555119	2.555119	2.555119	2.555119	2.555119	0.934564	0.056565	0.006083	0.002788	
17000	-87.764346	996	1	2	'0 0 0 0 0 0 Z Z 	D	1.396660	1.396660	1.396660	1.396660	1.396660	1.396660	0.000000	0.000000	0.971275	0.028310	0.000415	0.000000	
18000	-85.371961	834	1	3	'Z Z 0 Z 0 0 0 0 	D	0.000000	0.000000	3.518428	0.000000	3.518428	3.518428	3.518428	3.518428	0.000000	0.000000	0.110587	0.889413	
19000	-85.522714	947	1	2	'0 Z 0 0 Z 0 0 0 	D	2.204391	0.000000	2.204391	2.204391	0.000000	2.204391	2.204391	2.204391	0.966475	0.033208	0.000001	0.000316	
20000	-85.099540	84	1	1	'0 Z 0 0 0 0 0 0 	D	2.392239	0.000000	2.392239	2.392239	2.392239	2.392239	2.392239	2.392239	0.933334	0.056983	0.006737	0.002946	
21000	-82.683754	346	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	3.842859	3.842859	3.842859	3.842859	3.842859	3.842859	0.000000	0.772731	0.025676	0.201594	
22000	-85.646125	842	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	3.157755	3.157755	3.157755	3.157755	3.157755	3.157755	0.000000	0.944491	0.001860	0.053648	
23000	-87.096706	102	1	2	'0 Z 0 0 Z 0 0 0 	D	4.803850	0.000000	4.803850	4.803850	0.000000	4.803850	4.803850	4.803850	0.905848	0.088064	0.000251	0.005837	
24000	-86.585523	730	1	2	'0 Z 0 0 Z 0 0 0 	D	2.507542	0.000000	2.507542	2.507542	0.000000	2.507542	2.507542	2.507542	0.952309	0.047088	0.000003	0.000599	
25000	-85.709736	551	1	3	'0 Z 0 0 Z Z 0 0 	D	2.508919	0.000000	2.508919	2.508919	0.000000	0.000000	2.508919	2.508919	0.946767	0.052043	0.000000	0.001189	
26000	-85.363802	653	1	3	'0 Z 0 0 Z Z 0 0 	D	3.450973	0.000000	3.450973	3.450973	0.000000	0.000000	3.450973	3.450973	0.949310	0.049783	0.000000	0.000907	
27000	-85.867454	287	1	3	'0 Z 0 0 Z Z 0 0 	D	1.666848	0.000000	1.666848	1.666848	0.000000	0.000000	1.666848	1.666848	0.978659	0.021306	0.000000	0.000034	
28000	-87.445114	196	1	1	'0 Z 0 0 0 0 0 0 	D	2.914822	0.000000	2.914822	2.914822	2.914822	2.914822	2.914822	2.914822	0.906765	0.076927	0.009884	0.006424	
29000	-84.723556	392	1	2	'0 Z 0 0 0 0 Z 0 	D	2.661393	0.000000	2.661393	2.661393	2.661393	2.661393	0.000000	2.661393	0.925855	0.060422	0.012046	0.001677	
30000	-84.039703	717	2	1	'0 Z 0 1 1 1 1 1 	D	2.777205	0.000000	2.777205	9.393994	9.393994	9.393994	9.393994	9.393994	0.683180	0.162119	0.058139	0.096562	
31000	-84.370556	975	1	2	'0 Z 0 0 Z 0 0 0 	D	2.163530	0.000000	2.163530	2.163530	0.000000	2.163530	2.163530	2.163530	0.973273	0.026625	0.000000	0.000102	
32000	-85.919254	734	1	3	'0 Z 0 0 Z Z 0 0 	D	2.979606	0.000000	2.979606	2.979606	0.000000	0.000000	2.979606	2.979606	0.940535	0.057947	0.000000	0.001518	
33000	-84.615471	842	1	3	'0 Z 0 0 Z Z 0 0 	D	2.814578	0.000000	2.814578	2.814578	0.000000	0.000000	2.814578	2.814578	0.962752	0.036900	0.000000	0.000348	
34000	-83.959046	166	1	2	'0 Z 0 0 Z 0 0 0 	D	2.689710	0.000000	2.689710	2.689710	0.000000	2.689710	2.689710	2.689710	0.958633	0.040896	0.000002	0.000469	
35000	-84.744551	241	1	2	'0 Z 0 0 Z 0 0 0 	D	2.824455	0.000000	2.824455	2.824455	0.000000	2.824455	2.824455	2.824455	0.956193	0.043331	0.000002	0.000474	
36000	-86.124204	4	1	4	'0 Z 0 0 Z Z Z 0 	D	2.980506	0.000000	2.980506	2.980506	0.000000	0.000000	0.000000	2.980506	0.983329	0.016671	0.000000	0.000000	
37000	-87.121836	924	1	3	'0 Z 0 0 Z Z 0 0 	D	4.386875	0.000000	4.386875	4.386875	0.000000	0.000000	4.386875	4.386875	0.939606	0.058913	0.000000	0.001481	
38000	-86.136940	365	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	5.299147	5.299147	5.299147	5.299147	5.299147	5.299147	0.000000	0.517147	0.108827	0.374026	
