Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/bantu-iroquois-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/bantu-iroquois-matri.anvunclocalresidence-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3863346791
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-matri.anvunclocalresidence-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.318841,0.043478,0.289855,0.347826)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-83.283998	600	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	3.203716	3.203716	3.203716	3.203716	3.203716	3.203716	0.000000	0.561325	0.036247	0.291154	0.111274	
12000	-82.497865	73	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.282418	2.282418	2.282418	2.282418	2.282418	2.282418	2.282418	0.474526	0.032911	0.286830	0.205733	
13000	-81.766389	637	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	2.721032	2.721032	2.721032	2.721032	2.721032	2.721032	0.000000	0.574065	0.033497	0.300741	0.091697	
14000	-83.423874	944	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	2.814285	2.814285	2.814285	2.814285	2.814285	2.814285	0.000000	0.622666	0.027337	0.300346	0.049651	
15000	-82.751245	931	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	2.680471	0.000000	2.680471	2.680471	2.680471	2.680471	2.680471	0.647819	0.001524	0.277687	0.072970	
16000	-81.881922	687	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	1.952881	1.952881	1.952881	1.952881	1.952881	1.952881	0.000000	0.684943	0.020520	0.272875	0.021663	
17000	-84.983874	513	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	4.147571	4.147571	4.147571	4.147571	4.147571	4.147571	0.000000	0.514519	0.038977	0.296198	0.150306	
18000	-83.851671	852	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	3.525993	3.525993	3.525993	3.525993	3.525993	3.525993	0.000000	0.566013	0.035610	0.292961	0.105415	
19000	-84.282318	544	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	4.005623	4.005623	4.005623	4.005623	4.005623	4.005623	0.000000	0.509896	0.039627	0.293502	0.156975	
20000	-83.092265	133	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	3.575145	3.575145	3.575145	3.575145	3.575145	3.575145	0.000000	0.571375	0.035240	0.292162	0.101223	
