Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-omaha-uni.localresidence.bttrees
Data File Name:                  ./data/bantu-omaha-uni.localresidence.btdata
Log File Name:                   ./output/bantu-omaha-uni.localresidence-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1850179217
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-omaha-uni.localresidence-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.130435,0.753623,0.000000,0.115942)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-51.654206	963	1	0	'0 0 0 0 	0.962928	0.962928	0.962928	0.962928	0.063267	0.916013	0.000000	0.020720	
12000	-50.538212	583	1	0	'0 0 0 0 	0.577835	0.577835	0.577835	0.577835	0.057854	0.934584	0.000000	0.007562	
13000	-52.947779	280	1	0	'0 0 0 0 	0.865823	0.865823	0.865823	0.865823	0.062700	0.919927	0.000000	0.017373	
14000	-51.505516	509	1	0	'0 0 0 0 	0.852889	0.852889	0.852889	0.852889	0.061362	0.921984	0.000000	0.016654	
15000	-52.145822	266	1	0	'0 0 0 0 	0.886717	0.886717	0.886717	0.886717	0.046358	0.942252	0.000000	0.011390	
16000	-51.469468	840	1	0	'0 0 0 0 	0.739144	0.739144	0.739144	0.739144	0.060096	0.927027	0.000000	0.012877	
17000	-51.325745	276	1	0	'0 0 0 0 	0.846410	0.846410	0.846410	0.846410	0.063370	0.919204	0.000000	0.017426	
18000	-50.954688	978	1	0	'0 0 0 0 	0.874955	0.874955	0.874955	0.874955	0.059955	0.924372	0.000000	0.015672	
19000	-53.240662	107	1	0	'0 0 0 0 	0.389308	0.389308	0.389308	0.389308	0.057416	0.938790	0.000000	0.003795	
20000	-53.134826	642	1	0	'0 0 0 0 	1.083824	1.083824	1.083824	1.083824	0.064075	0.913141	0.000000	0.022784	
21000	-50.980655	791	1	0	'0 0 0 0 	0.756441	0.756441	0.756441	0.756441	0.063174	0.922396	0.000000	0.014430	
22000	-51.525259	893	1	0	'0 0 0 0 	0.563469	0.563469	0.563469	0.563469	0.061403	0.929975	0.000000	0.008622	
23000	-52.891661	679	1	0	'0 0 0 0 	0.987892	0.987892	0.987892	0.987892	0.066568	0.911198	0.000000	0.022234	
24000	-51.942198	751	1	0	'0 0 0 0 	0.660820	0.660820	0.660820	0.660820	0.060881	0.927941	0.000000	0.011178	
25000	-50.938249	796	1	0	'0 0 0 0 	0.750404	0.750404	0.750404	0.750404	0.069163	0.915871	0.000000	0.014966	
26000	-51.249678	608	1	0	'0 0 0 0 	0.547437	0.547437	0.547437	0.547437	0.065326	0.924900	0.000000	0.009775	
27000	-50.604700	914	2	0	'1 0 0 1 	1.974117	10.375631	10.375631	1.974117	0.130462	0.753872	0.000000	0.115666	
28000	-51.220703	60	1	0	'0 0 0 0 	0.460050	0.460050	0.460050	0.460050	0.051436	0.944224	0.000000	0.004341	
29000	-50.704704	970	1	0	'0 0 0 0 	0.571653	0.571653	0.571653	0.571653	0.048698	0.946379	0.000000	0.004923	
30000	-51.274958	644	1	0	'0 0 0 0 	0.484005	0.484005	0.484005	0.484005	0.062009	0.931384	0.000000	0.006607	
31000	-51.609616	810	1	0	'0 0 0 0 	0.756436	0.756436	0.756436	0.756436	0.059444	0.927909	0.000000	0.012647	
32000	-51.370236	149	1	0	'0 0 0 0 	0.582077	0.582077	0.582077	0.582077	0.056086	0.936330	0.000000	0.007584	
33000	-51.509257	129	1	0	'0 0 0 0 	0.889615	0.889615	0.889615	0.889615	0.056660	0.927431	0.000000	0.015909	
34000	-52.032736	396	1	0	'0 0 0 0 	0.728455	0.728455	0.728455	0.728455	0.054986	0.935485	0.000000	0.009529	
35000	-52.033289	106	1	0	'0 0 0 0 	0.459960	0.459960	0.459960	0.459960	0.059343	0.935549	0.000000	0.005108	
36000	-50.295746	540	1	0	'0 0 0 0 	0.735617	0.735617	0.735617	0.735617	0.066689	0.918796	0.000000	0.014515	
37000	-52.547835	961	1	0	'0 0 0 0 	0.834769	0.834769	0.834769	0.834769	0.065592	0.916856	0.000000	0.017552	
38000	-53.709996	371	1	0	'0 0 0 0 	1.005371	1.005371	1.005371	1.005371	0.055527	0.927845	0.000000	0.016628	
39000	-52.333367	625	1	0	'0 0 0 0 	0.620895	0.620895	0.620895	0.620895	0.073143	0.911926	0.000000	0.014931	
40000	-50.168405	757	1	0	'0 0 0 0 	0.634248	0.634248	0.634248	0.634248	0.055228	0.936295	0.000000	0.008477	
41000	-52.549515	662	1	0	'0 0 0 0 	1.120124	1.120124	1.120124	1.120124	0.068990	0.901315	0.000000	0.029695	
42000	-50.915821	488	1	0	'0 0 0 0 	0.744686	0.744686	0.744686	0.744686	0.043612	0.949398	0.000000	0.006990	
43000	-52.082420	751	1	0	'0 0 0 0 	0.769673	0.769673	0.769673	0.769673	0.062363	0.922776	0.000000	0.014861	
44000	-52.895587	724	1	0	'0 0 0 0 	0.444158	0.444158	0.444158	0.444158	0.056464	0.938562	0.000000	0.004974	
45000	-51.407933	648	1	0	'0 0 0 0 	0.781040	0.781040	0.781040	0.781040	0.050986	0.938043	0.000000	0.010971	
46000	-52.882366	40	2	0	'0 1 1 0 	4.466499	19.165258	19.165258	4.466499	0.130435	0.753624	0.000000	0.115942	
47000	-51.182475	325	1	0	'0 0 0 0 	0.566292	0.566292	0.566292	0.566292	0.060703	0.931073	0.000000	0.008223	
48000	-52.182306	805	1	0	'0 0 0 0 	0.869784	0.869784	0.869784	0.869784	0.053532	0.933525	0.000000	0.012943	
49000	-51.381663	337	1	0	'0 0 0 0 	0.576668	0.576668	0.576668	0.576668	0.059582	0.931845	0.000000	0.008572	
50000	-51.503099	360	1	0	'0 0 0 0 	0.676125	0.676125	0.676125	0.676125	0.064682	0.923166	0.000000	0.012152	
51000	-51.380655	670	1	0	'0 0 0 0 	0.796142	0.796142	0.796142	0.796142	0.055261	0.931833	0.000000	0.012906	
52000	-50.613790	469	1	0	'0 0 0 0 	0.812797	0.812797	0.812797	0.812797	0.043642	0.947134	0.000000	0.009224	
53000	-51.564232	973	1	0	'0 0 0 0 	0.879464	0.879464	0.879464	0.879464	0.057625	0.927817	0.000000	0.014558	
54000	-50.774282	493	1	0	'0 0 0 0 	0.795617	0.795617	0.795617	0.795617	0.070714	0.911417	0.000000	0.017869	
55000	-52.029100	81	1	0	'0 0 0 0 	0.426923	0.426923	0.426923	0.426923	0.059435	0.936029	0.000000	0.004537	
56000	-52.841255	123	1	0	'0 0 0 0 	0.748207	0.748207	0.748207	0.748207	0.060774	0.926620	0.000000	0.012607	
57000	-51.339693	569	1	0	'0 0 0 0 	0.823333	0.823333	0.823333	0.823333	0.049721	0.938569	0.000000	0.011710	
58000	-51.011099	403	1	0	'0 0 0 0 	0.812479	0.812479	0.812479	0.812479	0.061067	0.924190	0.000000	0.014744	
59000	-50.680805	691	1	0	'0 0 0 0 	0.700631	0.700631	0.700631	0.700631	0.063104	0.924439	0.000000	0.012457	
60000	-51.673287	498	1	0	'0 0 0 0 	0.685670	0.685670	0.685670	0.685670	0.058159	0.930470	0.000000	0.011371	
61000	-51.202470	605	1	0	'0 0 0 0 	0.833966	0.833966	0.833966	0.833966	0.068931	0.911662	0.000000	0.019408	
62000	-50.747273	542	1	0	'0 0 0 0 	0.558329	0.558329	0.558329	0.558329	0.053272	0.940539	0.000000	0.006189	
63000	-52.484014	939	1	0	'0 0 0 0 	1.101955	1.101955	1.101955	1.101955	0.059388	0.921542	0.000000	0.019071	
64000	-51.355125	986	1	0	'0 0 0 0 	0.671057	0.671057	0.671057	0.671057	0.056042	0.934965	0.000000	0.008993	
65000	-50.984045	423	1	0	'0 0 0 0 	0.769112	0.769112	0.769112	0.769112	0.052142	0.937696	0.000000	0.010162	
66000	-51.049892	453	1	0	'0 0 0 0 	0.741383	0.741383	0.741383	0.741383	0.048700	0.942931	0.000000	0.008370	
67000	-51.641205	139	1	0	'0 0 0 0 	0.880460	0.880460	0.880460	0.880460	0.063204	0.918536	0.000000	0.018260	
68000	-50.889299	385	1	0	'0 0 0 0 	0.608687	0.608687	0.608687	0.608687	0.055804	0.937263	0.000000	0.006932	
69000	-50.933189	469	1	0	'0 0 0 0 	0.894177	0.894177	0.894177	0.894177	0.045024	0.943765	0.000000	0.011210	
70000	-51.834572	310	1	0	'0 0 0 0 	0.927961	0.927961	0.927961	0.927961	0.068139	0.910036	0.000000	0.021825	
71000	-50.404091	173	1	0	'0 0 0 0 	0.688174	0.688174	0.688174	0.688174	0.064700	0.922344	0.000000	0.012956	
72000	-51.417576	71	1	0	'0 0 0 0 	0.646793	0.646793	0.646793	0.646793	0.065898	0.921890	0.000000	0.012211	
73000	-51.244299	535	1	0	'0 0 0 0 	0.791353	0.791353	0.791353	0.791353	0.059903	0.925392	0.000000	0.014705	
74000	-52.406685	310	1	0	'0 0 0 0 	1.039617	1.039617	1.039617	1.039617	0.070324	0.903079	0.000000	0.026597	
75000	-51.673119	267	1	0	'0 0 0 0 	0.998889	0.998889	0.998889	0.998889	0.057886	0.923612	0.000000	0.018502	
76000	-51.790232	756	1	0	'0 0 0 0 	0.777274	0.777274	0.777274	0.777274	0.053900	0.935154	0.000000	0.010946	
77000	-50.762411	660	1	0	'0 0 0 0 	0.696291	0.696291	0.696291	0.696291	0.049403	0.942144	0.000000	0.008453	
78000	-50.828683	81	1	0	'0 0 0 0 	0.663339	0.663339	0.663339	0.663339	0.062328	0.926960	0.000000	0.010713	
