Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/uto-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/uto-iroquois-cross.cousinmarriage.preferred-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1019249771
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-cross.cousinmarriage.preferred-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.631579,0.157895,0.210526,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104381
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-12.503255	825	2	4	'0 0 Z Z 0 Z 1 Z 	D	25.032340	25.032340	0.000000	0.000000	25.032340	0.000000	3.678596	0.000000	0.994822	0.000000	0.005178	0.000000	
12000	-12.398235	710	1	3	'0 0 Z Z 0 Z 0 0 	D	33.419333	33.419333	0.000000	0.000000	33.419333	0.000000	33.419333	33.419333	0.999140	0.000000	0.000860	0.000000	
13000	-11.859667	728	1	1	'0 0 0 0 Z 0 0 0 	D	22.794751	22.794751	22.794751	22.794751	0.000000	22.794751	22.794751	22.794751	0.999920	0.000080	0.000000	0.000000	
14000	-13.013060	374	1	1	'0 0 0 0 0 0 Z 0 	D	8.752002	8.752002	8.752002	8.752002	8.752002	8.752002	0.000000	8.752002	0.999593	0.000024	0.000383	0.000000	
15000	-12.411548	277	1	5	'0 0 0 Z Z Z Z Z 	D	11.791624	11.791624	11.791624	0.000000	0.000000	0.000000	0.000000	0.000000	0.999978	0.000022	0.000000	0.000000	
16000	-12.219222	137	1	4	'0 0 Z 0 0 Z Z Z 	D	28.449270	28.449270	0.000000	28.449270	28.449270	0.000000	0.000000	0.000000	0.995676	0.000000	0.004324	0.000000	
17000	-12.540587	133	1	2	'0 0 0 Z 0 0 Z 0 	D	14.030458	14.030458	14.030458	0.000000	14.030458	14.030458	0.000000	14.030458	0.999527	0.000050	0.000423	0.000000	
18000	-12.210168	849	1	3	'0 0 Z Z Z 0 0 0 	D	33.628249	33.628249	0.000000	0.000000	0.000000	33.628249	33.628249	33.628249	1.000000	0.000000	0.000000	0.000000	
19000	-12.300568	137	1	2	'0 0 Z 0 Z 0 0 0 	D	30.506819	30.506819	0.000000	30.506819	0.000000	30.506819	30.506819	30.506819	1.000000	0.000000	0.000000	0.000000	
20000	-12.903020	130	1	4	'0 0 Z Z 0 0 Z Z 	D	20.871691	20.871691	0.000000	0.000000	20.871691	20.871691	0.000000	0.000000	0.996487	0.000000	0.003513	0.000000	
21000	-14.131618	797	1	5	'0 0 0 Z Z Z Z Z 	D	7.653695	7.653695	7.653695	0.000000	0.000000	0.000000	0.000000	0.000000	0.999987	0.000013	0.000000	0.000000	
22000	-14.451002	43	1	4	'0 0 Z Z 0 0 Z Z 	D	4.916222	4.916222	0.000000	0.000000	4.916222	4.916222	0.000000	0.000000	0.999410	0.000000	0.000590	0.000000	
23000	-11.630308	329	1	3	'0 0 Z Z 0 0 Z 0 	D	19.832234	19.832234	0.000000	0.000000	19.832234	19.832234	0.000000	19.832234	0.998668	0.000000	0.001332	0.000000	
24000	-12.320634	39	1	4	'0 0 0 Z Z Z Z 0 	D	23.747078	23.747078	23.747078	0.000000	0.000000	0.000000	0.000000	23.747078	0.999915	0.000085	0.000000	0.000000	
25000	-12.037649	650	1	4	'0 0 0 Z Z Z Z 0 	D	18.590617	18.590617	18.590617	0.000000	0.000000	0.000000	0.000000	18.590617	0.999533	0.000467	0.000000	0.000000	
26000	-12.831512	80	1	2	'0 0 0 Z 0 0 Z 0 	D	21.886480	21.886480	21.886480	0.000000	21.886480	21.886480	0.000000	21.886480	0.998437	0.000111	0.001452	0.000000	
27000	-13.119526	438	1	2	'0 0 0 Z Z 0 0 0 	D	15.301296	15.301296	15.301296	0.000000	0.000000	15.301296	15.301296	15.301296	0.993519	0.006481	0.000000	0.000000	
28000	-13.698442	184	1	3	'0 0 0 Z Z Z 0 0 	D	10.670969	10.670969	10.670969	0.000000	0.000000	0.000000	10.670969	10.670969	0.999162	0.000838	0.000000	0.000000	
29000	-12.353079	527	1	4	'0 0 Z Z 0 Z 0 Z 	D	11.013023	11.013023	0.000000	0.000000	11.013023	0.000000	11.013023	0.000000	0.999857	0.000000	0.000143	0.000000	
30000	-12.708568	60	1	3	'0 0 Z Z 0 Z 0 0 	D	45.714343	45.714343	0.000000	0.000000	45.714343	0.000000	45.714343	45.714343	0.995900	0.000000	0.004100	0.000000	
31000	-13.297779	681	1	3	'0 0 Z 0 Z Z 0 0 	D	13.648265	13.648265	0.000000	13.648265	0.000000	0.000000	13.648265	13.648265	1.000000	0.000000	0.000000	0.000000	
32000	-13.197395	949	1	2	'0 0 0 Z Z 0 0 0 	D	18.049746	18.049746	18.049746	0.000000	0.000000	18.049746	18.049746	18.049746	0.999920	0.000080	0.000000	0.000000	
33000	-12.706057	632	1	3	'0 0 Z Z 0 Z 0 0 	D	26.503692	26.503692	0.000000	0.000000	26.503692	0.000000	26.503692	26.503692	0.998185	0.000000	0.001815	0.000000	
34000	-13.079971	242	1	1	'0 0 0 0 0 Z 0 0 	D	14.159055	14.159055	14.159055	14.159055	14.159055	0.000000	14.159055	14.159055	0.998390	0.000083	0.001527	0.000000	
35000	-13.630179	792	1	1	'0 0 0 0 0 Z 0 0 	D	5.538145	5.538145	5.538145	5.538145	5.538145	0.000000	5.538145	5.538145	0.998726	0.000026	0.001248	0.000000	
36000	-12.708637	142	1	4	'0 0 Z Z 0 Z 0 Z 	D	12.231507	12.231507	0.000000	0.000000	12.231507	0.000000	12.231507	0.000000	0.999997	0.000000	0.000003	0.000000	
37000	-13.152309	146	1	3	'0 0 0 Z Z Z 0 0 	D	8.415779	8.415779	8.415779	0.000000	0.000000	0.000000	8.415779	8.415779	0.999988	0.000012	0.000000	0.000000	
38000	-13.518894	287	1	2	'0 0 Z 0 0 Z 0 0 	D	11.011131	11.011131	0.000000	11.011131	11.011131	0.000000	11.011131	11.011131	0.999005	0.000000	0.000995	0.000000	
39000	-13.511189	463	1	3	'0 0 0 Z 0 0 Z Z 	D	12.959791	12.959791	12.959791	0.000000	12.959791	12.959791	0.000000	0.000000	0.998977	0.000017	0.001007	0.000000	
