Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-uni.linealdescent.bttrees
Data File Name:                  ./data/austronesian-eskimo-uni.linealdescent.btdata
Log File Name:                   ./output/austronesian-eskimo-uni.linealdescent-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1917581401
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-uni.linealdescent-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.517647,0.317647,0.152941,0.011765)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-79.391377	533	1	3	'0 Z 0 Z 0 Z 0 0 	D	4.593662	0.000000	4.593662	0.000000	4.593662	0.000000	4.593662	4.593662	0.000000	0.000000	0.000000	1.000000	
12000	-77.406763	14	1	3	'0 Z 0 Z 0 Z 0 0 	D	2.830226	0.000000	2.830226	0.000000	2.830226	0.000000	2.830226	2.830226	0.000000	0.000000	0.000000	1.000000	
13000	-77.295514	429	1	3	'0 Z 0 Z 0 Z 0 0 	D	3.894670	0.000000	3.894670	0.000000	3.894670	0.000000	3.894670	3.894670	0.000000	0.000000	0.000000	1.000000	
14000	-77.415745	683	1	3	'0 Z 0 Z 0 Z 0 0 	D	3.831251	0.000000	3.831251	0.000000	3.831251	0.000000	3.831251	3.831251	0.000000	0.000000	0.000000	1.000000	
15000	-79.488021	917	1	3	'0 Z 0 Z 0 Z 0 0 	D	4.510365	0.000000	4.510365	0.000000	4.510365	0.000000	4.510365	4.510365	0.000000	0.000000	0.000000	1.000000	
16000	-76.676025	337	2	3	'0 Z 0 Z 1 Z 0 1 	D	3.423061	0.000000	3.423061	0.000000	2.540816	0.000000	3.423061	2.540816	0.000000	0.000000	0.000000	1.000000	
17000	-76.866388	294	1	3	'0 Z 0 Z 0 Z 0 0 	D	3.428001	0.000000	3.428001	0.000000	3.428001	0.000000	3.428001	3.428001	0.000000	0.000000	0.000000	1.000000	
18000	-78.189709	426	1	3	'0 Z 0 Z 0 Z 0 0 	D	3.439385	0.000000	3.439385	0.000000	3.439385	0.000000	3.439385	3.439385	0.000000	0.000000	0.000000	1.000000	
19000	-75.821827	446	1	3	'0 Z 0 Z 0 Z 0 0 	D	3.417338	0.000000	3.417338	0.000000	3.417338	0.000000	3.417338	3.417338	0.000000	0.000000	0.000000	1.000000	
20000	-77.019331	626	1	3	'0 Z 0 Z 0 Z 0 0 	D	2.922307	0.000000	2.922307	0.000000	2.922307	0.000000	2.922307	2.922307	0.000000	0.000000	0.000000	1.000000	
