Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/uto-iroquois-uni.localresidence.bttrees
Data File Name:                  ./data/uto-iroquois-uni.localresidence.btdata
Log File Name:                   ./output/uto-iroquois-uni.localresidence-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3293545803
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-uni.localresidence-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.409091,0.409091,0.000000,0.181818)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.121603
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-24.104572	332	1	0	'0 0 0 0 	23.301325	23.301325	23.301325	23.301325	0.520306	0.478270	0.000000	0.001424	
12000	-22.141225	106	1	0	'0 0 0 0 	50.967871	50.967871	50.967871	50.967871	0.329404	0.662724	0.000000	0.007872	
13000	-23.140260	123	1	0	'0 0 0 0 	33.458382	33.458382	33.458382	33.458382	0.356263	0.636044	0.000000	0.007693	
14000	-22.289705	83	1	0	'0 0 0 0 	35.090664	35.090664	35.090664	35.090664	0.618023	0.379857	0.000000	0.002121	
15000	-24.358323	397	2	0	'1 1 0 0 	6.091091	6.091091	25.693848	25.693848	0.572796	0.426307	0.000000	0.000897	
16000	-23.646738	67	1	0	'0 0 0 0 	28.123268	28.123268	28.123268	28.123268	0.264858	0.729139	0.000000	0.006004	
17000	-25.927068	568	1	0	'0 0 0 0 	18.064480	18.064480	18.064480	18.064480	0.369203	0.630727	0.000000	0.000070	
18000	-22.892024	598	1	0	'0 0 0 0 	49.465974	49.465974	49.465974	49.465974	0.524377	0.469375	0.000000	0.006248	
19000	-22.300330	562	1	0	'0 0 0 0 	65.348084	65.348084	65.348084	65.348084	0.414681	0.575710	0.000000	0.009609	
20000	-26.398178	865	1	0	'0 0 0 0 	15.105910	15.105910	15.105910	15.105910	0.468726	0.530245	0.000000	0.001029	
21000	-25.777658	888	1	0	'0 0 0 0 	18.735039	18.735039	18.735039	18.735039	0.509883	0.488834	0.000000	0.001283	
22000	-22.147595	757	1	0	'0 0 0 0 	59.667677	59.667677	59.667677	59.667677	0.267883	0.702258	0.000000	0.029860	
23000	-23.389175	11	1	0	'0 0 0 0 	31.821093	31.821093	31.821093	31.821093	0.314868	0.677638	0.000000	0.007494	
24000	-26.871842	374	1	0	'0 0 0 0 	13.384160	13.384160	13.384160	13.384160	0.599301	0.400311	0.000000	0.000388	
25000	-22.979636	982	1	0	'0 0 0 0 	43.794967	43.794967	43.794967	43.794967	0.634005	0.363579	0.000000	0.002417	
26000	-23.285354	863	1	0	'0 0 0 0 	37.614660	37.614660	37.614660	37.614660	0.499742	0.496553	0.000000	0.003705	
27000	-23.598456	126	1	0	'0 0 0 0 	37.578973	37.578973	37.578973	37.578973	0.377210	0.617642	0.000000	0.005147	
28000	-25.026614	912	1	0	'0 0 0 0 	25.830036	25.830036	25.830036	25.830036	0.429569	0.568030	0.000000	0.002401	
29000	-24.373662	302	1	0	'0 0 0 0 	28.457014	28.457014	28.457014	28.457014	0.539821	0.458432	0.000000	0.001746	
