Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-hawaiian-bi.localextendedfamily.bttrees
Data File Name:                  ./data/austronesian-hawaiian-bi.localextendedfamily.btdata
Log File Name:                   ./output/austronesian-hawaiian-bi.localextendedfamily-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4169628078
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-hawaiian-bi.localextendedfamily-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.253012,0.168675,0.253012,0.325301)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       83
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-113.199318	820	1	0	'0 0 0 0 0 0 0 0 	I	10.657774	10.657774	10.657774	10.657774	10.657774	10.657774	10.657774	10.657774	0.253175	0.168533	0.253213	0.325078	
12000	-110.242135	151	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	4.996956	4.996956	4.996956	4.996956	4.996956	4.996956	4.996956	0.061158	0.194050	0.207597	0.537195	
13000	-111.821962	965	1	0	'0 0 0 0 0 0 0 0 	I	6.456362	6.456362	6.456362	6.456362	6.456362	6.456362	6.456362	6.456362	0.259072	0.163646	0.260248	0.317035	
14000	-110.946510	666	1	0	'0 0 0 0 0 0 0 0 	I	4.007410	4.007410	4.007410	4.007410	4.007410	4.007410	4.007410	4.007410	0.302105	0.139825	0.294867	0.263203	
15000	-111.266977	2	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.934845	3.934845	3.934845	3.934845	3.934845	3.934845	3.934845	0.029574	0.213981	0.174417	0.582028	
16000	-110.315197	405	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	7.316836	0.000000	7.316836	7.316836	7.316836	7.316836	7.316836	0.362134	0.061097	0.322852	0.253917	
17000	-114.503827	269	1	0	'0 0 0 0 0 0 0 0 	I	19.479027	19.479027	19.479027	19.479027	19.479027	19.479027	19.479027	19.479027	0.253012	0.168675	0.253012	0.325301	
18000	-110.606363	566	1	0	'0 0 0 0 0 0 0 0 	I	4.817998	4.817998	4.817998	4.817998	4.817998	4.817998	4.817998	4.817998	0.269696	0.156343	0.270993	0.302968	
19000	-111.457646	832	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	5.288313	0.000000	5.288313	5.288313	5.288313	5.288313	5.288313	0.281936	0.080031	0.328359	0.309674	
20000	-111.212800	169	1	0	'0 0 0 0 0 0 0 0 	I	6.059844	6.059844	6.059844	6.059844	6.059844	6.059844	6.059844	6.059844	0.259865	0.163173	0.260953	0.316009	
