Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/austronesian-iroquois-cross.cousinmarriage.preferred-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3679123563
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-cross.cousinmarriage.preferred-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.531646,0.291139,0.025316,0.151899)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000084
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       79
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-97.960478	256	1	0	'0 0 0 0 	3.070014	3.070014	3.070014	3.070014	0.735894	0.227466	0.008353	0.028288	
12000	-91.792683	639	2	0	'0 1 1 1 	4.118161	14.350544	14.350544	14.350544	0.531881	0.291250	0.025268	0.151601	
13000	-91.724393	938	2	0	'1 0 0 0 	1.886816	3.808647	3.808647	3.808647	0.700198	0.266031	0.006541	0.027229	
14000	-91.606544	613	2	0	'0 0 1 1 	0.681175	0.681175	3.331565	3.331565	0.745830	0.253068	0.000234	0.000868	
15000	-96.323895	956	1	0	'0 0 0 0 	1.441911	1.441911	1.441911	1.441911	0.960952	0.037311	0.001219	0.000519	
16000	-90.130153	859	2	0	'0 1 1 1 	1.921980	6.634142	6.634142	6.634142	0.553727	0.291407	0.022889	0.131977	
17000	-92.227194	840	2	0	'0 1 1 1 	2.617116	5.524759	5.524759	5.524759	0.582600	0.299258	0.017825	0.100318	
18000	-91.395319	476	2	0	'1 0 0 0 	2.052327	11.124981	11.124981	11.124981	0.524296	0.286736	0.027026	0.161942	
19000	-91.489003	530	2	0	'0 1 1 1 	0.998854	3.053417	3.053417	3.053417	0.749390	0.223319	0.006399	0.020892	
20000	-91.722595	292	2	0	'0 1 1 1 	0.822473	2.640475	2.640475	2.640475	0.811586	0.176291	0.003587	0.008536	
21000	-90.573779	733	2	0	'0 0 1 1 	1.284292	1.284292	3.695644	3.695644	0.733229	0.265550	0.000246	0.000975	
22000	-90.596714	330	2	0	'1 0 0 0 	1.243683	7.729410	7.729410	7.729410	0.474309	0.255190	0.039232	0.231268	
23000	-92.163131	598	2	0	'1 1 0 0 	1.633216	1.633216	8.532465	8.532465	0.642351	0.348445	0.001326	0.007878	
24000	-91.910621	586	2	0	'0 1 1 1 	3.726841	22.768173	22.768173	22.768173	0.531634	0.291133	0.025319	0.151915	
25000	-90.635557	379	2	0	'0 1 1 1 	1.350403	3.363484	3.363484	3.363484	0.714695	0.256758	0.005783	0.022764	
26000	-90.207608	708	2	0	'1 1 0 0 	0.811187	0.811187	4.842506	4.842506	0.678248	0.320906	0.000137	0.000709	
27000	-89.909481	863	2	0	'1 0 0 0 	1.642145	5.191339	5.191339	5.191339	0.611123	0.287558	0.016460	0.084860	
28000	-90.955862	167	2	0	'1 0 0 0 	2.542958	10.900535	10.900535	10.900535	0.530389	0.289921	0.025710	0.153980	
29000	-91.688745	234	2	0	'0 1 1 1 	4.623524	22.058365	22.058365	22.058365	0.531642	0.291137	0.025317	0.151904	
30000	-91.186851	392	2	0	'1 1 0 0 	1.573374	1.573374	6.712204	6.712204	0.639876	0.342696	0.002538	0.014890	
31000	-92.218919	582	2	0	'1 0 0 0 	1.921456	13.778384	13.778384	13.778384	0.527571	0.288881	0.026223	0.157325	
32000	-91.711596	953	2	0	'1 1 0 0 	1.756240	1.756240	11.167639	11.167639	0.641367	0.350866	0.001110	0.006656	
33000	-91.788905	101	2	0	'0 1 1 1 	5.035295	23.088942	23.088942	23.088942	0.531646	0.291139	0.025316	0.151898	
34000	-91.550541	259	2	0	'0 1 1 1 	4.550130	19.788780	19.788780	19.788780	0.531652	0.291142	0.025315	0.151891	
35000	-91.187037	703	2	0	'1 0 0 0 	0.344605	4.662299	4.662299	4.662299	0.399745	0.186409	0.067741	0.346105	
36000	-90.923032	92	2	0	'1 0 0 0 	2.562845	11.512567	11.512567	11.512567	0.530369	0.290276	0.025635	0.153720	
37000	-91.004187	612	2	0	'0 0 1 1 	0.674433	0.674433	9.823887	9.823887	0.647000	0.352722	0.000040	0.000238	
38000	-90.636975	442	2	0	'0 0 1 1 	0.556254	0.556254	22.838378	22.838378	0.646096	0.353814	0.000013	0.000077	
39000	-89.933088	319	2	0	'1 0 0 0 	0.735594	5.050838	5.050838	5.050838	0.476676	0.226047	0.047981	0.249297	
40000	-98.486906	13	1	0	'0 0 0 0 	3.601298	3.601298	3.601298	3.601298	0.711203	0.250949	0.007778	0.030070	
41000	-91.394612	3	2	0	'1 0 0 0 	3.254671	13.326155	13.326155	13.326155	0.531574	0.291069	0.025339	0.152018	
42000	-90.986836	537	2	0	'1 0 0 0 	1.439103	2.931843	2.931843	2.931843	0.739352	0.231205	0.006652	0.022791	
43000	-91.064527	728	2	0	'0 1 1 1 	2.647812	7.388006	7.388006	7.388006	0.547912	0.295299	0.022706	0.134083	
44000	-89.843906	808	2	0	'1 0 0 0 	1.732045	4.706500	4.706500	4.706500	0.641545	0.285390	0.012439	0.060626	
45000	-96.050112	284	1	0	'0 0 0 0 	2.743859	2.743859	2.743859	2.743859	0.762312	0.207441	0.007597	0.022650	
46000	-89.850862	262	2	0	'0 1 1 1 	2.017086	7.131206	7.131206	7.131206	0.546542	0.289732	0.024048	0.139678	
47000	-90.402171	847	2	0	'1 1 0 0 	1.049907	1.049907	5.069288	5.069288	0.667042	0.328738	0.000659	0.003561	
48000	-91.967105	321	2	0	'1 0 0 0 	0.607369	7.369094	7.369094	7.369094	0.295430	0.157503	0.079966	0.467101	
49000	-91.276202	142	2	0	'0 1 1 1 	3.291960	17.659777	17.659777	17.659777	0.531392	0.290997	0.025373	0.152238	
50000	-89.688843	538	2	0	'0 1 1 1 	1.400103	7.720763	7.720763	7.720763	0.529356	0.264201	0.031916	0.174528	
51000	-91.582043	338	2	0	'0 1 1 1 	4.138380	18.431864	18.431864	18.431864	0.531627	0.291128	0.025321	0.151925	
52000	-90.675637	709	2	0	'0 0 1 1 	1.266770	1.266770	10.441741	10.441741	0.643915	0.352068	0.000575	0.003443	
53000	-90.860721	436	2	0	'1 0 0 0 	1.922612	9.955865	9.955865	9.955865	0.522392	0.285448	0.027503	0.164657	
54000	-90.595836	736	2	0	'1 0 0 0 	1.302770	3.872859	3.872859	3.872859	0.696642	0.261306	0.008230	0.033822	
55000	-92.556620	821	2	0	'1 1 0 0 	0.454441	0.454441	8.786975	8.786975	0.646180	0.352683	0.000163	0.000974	
56000	-90.570507	83	2	0	'0 1 1 1 	1.943815	8.637864	8.637864	8.637864	0.526149	0.286288	0.026942	0.160621	
57000	-95.929523	966	1	0	'0 0 0 0 	1.695071	1.695071	1.695071	1.695071	0.928788	0.068799	0.001331	0.001081	
58000	-91.743988	645	2	0	'0 1 1 1 	7.385217	36.090984	36.090984	36.090984	0.531646	0.291139	0.025316	0.151899	
59000	-90.442888	527	2	0	'0 1 1 1 	2.272258	9.492850	9.492850	9.492850	0.528908	0.287743	0.026341	0.157009	
60000	-91.392234	922	2	0	'0 1 1 1 	2.994800	8.188769	8.188769	8.188769	0.544632	0.294636	0.023203	0.137529	
61000	-90.923915	849	2	0	'0 1 1 1 	1.364997	7.134538	7.134538	7.134538	0.500721	0.266572	0.034056	0.198651	
62000	-96.042920	511	1	0	'0 0 0 0 	2.157768	2.157768	2.157768	2.157768	0.860595	0.130870	0.003201	0.005334	
63000	-91.699075	402	2	0	'0 1 1 1 	6.943814	29.103336	29.103336	29.103336	0.531646	0.291139	0.025316	0.151899	
64000	-89.962345	731	2	0	'0 1 1 1 	1.767309	5.172069	5.172069	5.172069	0.618559	0.290738	0.014749	0.075955	
65000	-90.595789	895	2	0	'0 1 1 1 	0.947739	5.463406	5.463406	5.463406	0.470151	0.225434	0.048679	0.255737	
66000	-92.738390	690	2	0	'0 1 1 1 	1.232743	10.505600	10.505600	10.505600	0.500465	0.273866	0.032258	0.193410	
67000	-90.544572	389	2	0	'0 1 1 1 	2.374703	10.064251	10.064251	10.064251	0.529876	0.289529	0.025848	0.154747	
68000	-91.300024	629	2	0	'0 1 1 1 	0.877583	3.257055	3.257055	3.257055	0.702534	0.247209	0.010351	0.039906	
69000	-94.043285	600	2	0	'1 0 0 0 	5.253035	11.735833	11.735833	11.735833	0.533976	0.292133	0.024862	0.149029	
70000	-91.702250	759	2	0	'1 0 0 0 	3.095231	8.405675	8.405675	8.405675	0.542509	0.294386	0.023484	0.139621	
71000	-91.975308	176	2	0	'0 1 0 0 	4.901286	19.343434	4.901286	4.901286	0.563073	0.269519	0.026809	0.140598	
72000	-91.367643	431	2	0	'1 0 0 0 	0.193707	4.422914	4.422914	4.422914	0.342181	0.144557	0.091187	0.422074	
73000	-92.035681	363	2	0	'1 0 0 0 	4.273694	13.203389	13.203389	13.203389	0.532622	0.291576	0.025122	0.150681	
74000	-89.747980	772	2	0	'0 1 1 1 	0.583359	5.168071	5.168071	5.168071	0.410003	0.200834	0.061123	0.328040	
75000	-91.042392	763	2	0	'0 0 1 1 	1.593456	1.593456	26.416378	26.416378	0.640143	0.350555	0.001329	0.007973	
76000	-91.397160	159	2	0	'0 1 1 1 	3.055749	9.343391	9.343391	9.343391	0.539443	0.293226	0.024057	0.143275	
77000	-90.453897	519	2	0	'0 1 1 1 	1.720544	7.264264	7.264264	7.264264	0.527011	0.279725	0.028357	0.164907	
78000	-90.231139	131	2	0	'0 1 1 1 	1.410117	5.230888	5.230888	5.230888	0.587075	0.283752	0.020518	0.108655	
79000	-90.451687	219	2	0	'1 0 0 0 	1.755949	5.757667	5.757667	5.757667	0.574069	0.291900	0.020397	0.113634	
80000	-95.652486	429	1	0	'0 0 0 0 	2.026911	2.026911	2.026911	2.026911	0.895561	0.097864	0.002992	0.003583	
81000	-90.276259	599	2	0	'1 0 0 0 	1.021338	4.776761	4.776761	4.776761	0.566274	0.268652	0.026633	0.138440	
82000	-91.404768	226	2	0	'1 0 0 0 	4.406940	15.017008	15.017008	15.017008	0.531830	0.291229	0.025278	0.151662	
83000	-96.460725	300	1	0	'0 0 0 0 	1.315731	1.315731	1.315731	1.315731	0.956093	0.041047	0.001945	0.000915	
84000	-91.666862	359	2	0	'0 1 1 1 	11.013362	52.382185	52.382185	52.382185	0.531646	0.291139	0.025316	0.151899	
85000	-91.787328	503	2	0	'1 0 0 0 	6.117842	23.037541	23.037541	23.037541	0.531646	0.291139	0.025316	0.151898	
86000	-91.757599	946	2	0	'1 0 0 0 	3.885063	12.823051	12.823051	12.823051	0.532277	0.291425	0.025190	0.151108	
87000	-90.365510	514	2	0	'0 1 1 1 	2.198095	8.308034	8.308034	8.308034	0.535202	0.289471	0.025314	0.150013	
88000	-90.232978	784	2	0	'0 1 1 1 	0.604859	4.465426	4.465426	4.465426	0.501374	0.240431	0.041284	0.216912	
89000	-90.794599	172	2	0	'0 1 1 1 	0.617249	6.447885	6.447885	6.447885	0.369180	0.195651	0.063934	0.371235	
90000	-94.970748	968	1	0	'0 0 0 0 	1.960175	1.960175	1.960175	1.960175	0.917957	0.078539	0.001809	0.001696	
91000	-91.668077	437	2	0	'0 1 1 1 	11.937519	56.922925	56.922925	56.922925	0.531646	0.291139	0.025316	0.151899	
92000	-90.936443	937	3	0	'0 2 1 2 	0.969912	7.667079	7.892015	7.667079	0.431864	0.233078	0.048466	0.286592	
93000	-89.999499	490	2	0	'1 1 0 0 	1.102019	1.102019	11.724095	11.724095	0.645335	0.352990	0.000239	0.001435	
94000	-89.867421	974	2	0	'1 0 0 0 	1.827433	6.740543	6.740543	6.740543	0.544953	0.289819	0.024202	0.141026	
95000	-89.854874	731	2	0	'1 1 0 0 	1.256082	1.256082	18.888506	18.888506	0.644737	0.353068	0.000314	0.001882	
96000	-89.823601	571	2	0	'1 0 0 0 	1.842606	5.526079	5.526079	5.526079	0.572452	0.293789	0.020196	0.113563	
97000	-90.378258	759	2	0	'1 0 0 0 	0.955794	4.434813	4.434813	4.434813	0.585435	0.263826	0.025387	0.125352	
98000	-90.223280	299	2	0	'1 1 0 0 	0.823607	0.823607	12.985255	12.985255	0.644581	0.352934	0.000355	0.002130	
99000	-92.698509	103	2	0	'1 0 0 0 	4.607092	11.064795	11.064795	11.064795	0.534858	0.292417	0.024710	0.148015	
100000	-92.092749	450	2	0	'1 0 0 0 	0.846001	8.129052	8.129052	8.129052	0.391554	0.212353	0.057057	0.339036	
101000	-93.590837	54	1	1	'Z 0 0 0 	0.000000	5.457307	5.457307	5.457307	0.000000	0.000000	0.153605	0.846395	
102000	-91.973299	258	2	0	'1 0 0 0 	1.443385	2.698340	2.698340	2.698340	0.819670	0.170052	0.003140	0.007138	
103000	-90.804716	24	2	0	'0 1 1 1 	3.001880	11.097922	11.097922	11.097922	0.532323	0.291151	0.025245	0.151282	
104000	-89.966790	516	2	0	'0 1 1 1 	1.399479	5.893800	5.893800	5.893800	0.542193	0.277250	0.027346	0.153211	
