Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-dep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1383397775
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-dep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.772152,0.050633,0.101266,0.075949)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000084
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       79
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-62.916015	439	2	1	'1 Z 0 0 0 0 1 0 	D	4.363753	0.000000	30.248359	30.248359	30.248359	30.248359	4.363753	30.248359	0.766273	0.051651	0.103303	0.078773	
12000	-63.186051	690	2	1	'1 1 1 0 0 0 Z 0 	D	2.415872	2.415872	2.415872	29.315425	29.315425	29.315425	0.000000	29.315425	0.773189	0.050178	0.101043	0.075589	
13000	-63.201633	998	2	2	'1 Z 1 0 0 0 Z 0 	D	4.460098	0.000000	4.460098	41.053733	41.053733	41.053733	0.000000	41.053733	0.772167	0.050627	0.101262	0.075944	
14000	-61.987770	919	2	3	'1 Z Z 0 0 0 Z 0 	D	0.941115	0.000000	0.000000	14.910771	14.910771	14.910771	0.000000	14.910771	0.640944	0.071125	0.152096	0.135835	
15000	-61.637835	713	2	1	'1 1 0 0 0 0 Z 0 	D	1.041177	1.041177	13.361312	13.361312	13.361312	13.361312	0.000000	13.361312	0.824780	0.041638	0.083229	0.050352	
16000	-63.315438	307	2	1	'1 1 0 1 0 0 Z 0 	D	2.659710	2.659710	15.443945	2.659710	15.443945	15.443945	0.000000	15.443945	0.820146	0.051369	0.080385	0.048101	
17000	-61.849700	63	2	1	'1 1 0 1 0 0 Z 0 	D	1.522374	1.522374	13.043819	1.522374	13.043819	13.043819	0.000000	13.043819	0.809386	0.051028	0.085392	0.054194	
18000	-63.359574	79	2	1	'1 1 0 1 1 0 Z 0 	D	0.769484	0.769484	7.845624	0.769484	0.769484	7.845624	0.000000	7.845624	0.964904	0.035025	0.000070	0.000001	
19000	-63.010467	128	2	0	'1 1 0 1 1 0 1 0 	D	2.053009	2.053009	41.175711	2.053009	2.053009	41.175711	2.053009	41.175711	0.926994	0.060786	0.006983	0.005237	
20000	-60.857938	780	2	2	'1 1 0 Z 1 0 Z 0 	D	1.224664	1.224664	27.507985	0.000000	1.224664	27.507985	0.000000	27.507985	0.930143	0.068502	0.001069	0.000285	
