Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/ie-hawaiian-bi.localresidence.bttrees
Data File Name:                  ./data/ie-hawaiian-bi.localresidence.btdata
Log File Name:                   ./output/ie-hawaiian-bi.localresidence-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2490271894
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/ie-hawaiian-bi.localresidence-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.781250,0.062500,0.156250,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000066
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       32
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-24.073320	15	5.404587	12.284491	0.490248	28.362245	0.780278	0.062416	0.157306	0.000000	
12000	-21.510286	363	2.476451	15.408049	0.876818	11.505516	0.780938	0.060533	0.158528	0.000000	
13000	-21.832293	779	0.224437	4.510963	2.219293	32.108757	0.507258	0.040579	0.452162	0.000000	
14000	-22.546025	347	0.737418	16.939525	1.229794	19.692268	0.774641	0.061929	0.163431	0.000000	
15000	-22.015223	445	8.209435	37.469465	2.172039	18.258804	0.781291	0.062451	0.156258	0.000000	
16000	-24.207012	535	0.660792	2.333974	9.320022	40.598966	0.859936	0.068795	0.071270	0.000000	
17000	-23.707927	685	2.367954	5.970477	5.321271	25.746093	0.783464	0.062677	0.153860	0.000000	
18000	-26.450537	864	1.472770	45.139730	0.462403	9.513905	0.784497	0.058601	0.156902	0.000000	
19000	-21.585122	349	0.741574	6.293319	0.663095	7.908351	0.721784	0.050486	0.227730	0.000000	
20000	-23.574040	853	4.158965	7.819899	1.730393	13.114868	0.780653	0.061485	0.157862	0.000000	
21000	-21.391699	112	1.044483	7.559167	0.959358	39.554867	0.725201	0.058016	0.216783	0.000000	
22000	-22.148274	277	0.701246	5.021173	1.563021	10.534980	0.738628	0.053546	0.207827	0.000000	
